TabType	ID	Level	AucGenre	AucSubType	Name	BelongSchool	SetID	MagicKind	MagicType	GetType	PVE_PVP	Get_Force	Get_Desc	BelongMapID	PrestigeRequire
8	169	61	4	2	云母环	0		内功		任务			{绿林规矩}		
8	170	61	4	2	沾血的戒指	4		治疗		任务			{绿林规矩}		
8	171	52	4	2	银戒指·云深	1		外功		掉落			{人形怪 50~59}		
8	172	58	4	2	阿里曼角戒	2		治疗		副本			{[阿里曼入教主祭司]}	26	
8	173	63	4	2	铁掌戒	1		外功		任务			{真假大侠}		
8	174	54	4	2	青铜戒·云深	5		内功		掉落			{人形怪 50~59}		
8	175	55	4	2	影存戒	3		外功		副本,掉落			{[发疯的侠士]},{人形怪 41~50}	26	
8	176	55	4	2	守心戒	4		内功		副本,掉落			{[发疯的侠士]},{人形怪 41~50}	26	
8	177	55	4	2	静夜空山戒	1		外功	破防	掉落			{人形怪 41~50}		
8	178	55	4	2	海生明月戒	2		内功	破防	掉落			{人形怪 41~50}		
8	179	65	4	2	盘龙	0		内功		任务			{左丘燎原}		
8	180	56	4	2	金戒指·风暖	4		内功		掉落			{人形怪 50~59}		
8	181	66	4	2	绕翎	1		防御	招架,外防	任务			{找到幸存者}		
8	182	58	4	2	紫罗兰猫眼石	3		内功		副本			{[肖童]}	34	
8	183	58	4	2	青玉扳指·林逾	3		外功		掉落			{人形怪 50~59}		
8	184	59	4	2	断念指环	5		防御	外防	副本			{[刘大海]}	34	
8	185	68	4	2	连心	0		内功		任务			{古老的药方}		
8	186	69	4	2	句芒戒	1		防御	外防	任务			{叛军的秘密}		
8	187	60	4	2	白玉扳指·照泉	3		内功		掉落			{人形怪 60~70}		
8	188	62	4	2	铁戒指·风暖	3		外功		掉落			{人形怪 60~70}		
8	189	72	4	2	钟奇戒	3		外功	会心	任务			{手中画字缘何方}		
8	190	64	4	2	银戒指·风暖	0		通用		掉落			{人形怪 60~70}		
8	191	70	4	2	破卷戒	1		外功		掉落			{人形怪 51~60}		
8	192	70	4	2	凌决戒	3		内功		掉落			{人形怪 51~60}		
8	193	70	4	2	寒鸦雪尽戒	3		外功	破防	掉落			{人形怪 51~60}		
8	194	70	4	2	恐惊天人戒	5		内功	破防	掉落			{人形怪 51~60}		
8	195	75	4	2	闻道戒	0		内功	会心	任务			{灵蛛盘丝霸一方}		
8	196	62	4	2	大禹戒	1		外功	御劲,外防,破防		PVP				
8	197	62	4	2	龙隐戒	5		内功	御劲,破防		PVP				
8	198	62	4	2	蛇眼戒	3		外功	会心,御劲		PVP				
8	200	66	4	2	金戒指·林逾	2		内功		掉落			{人形怪 60~70}		
8	206	76	4	2	浣花戒	0		内功		任务			{邪恶教派}		
8	207	76	4	2	袍泽戒	1		外功		任务			{邪恶教派}		
8	208	77	4	2	剑锋指环	3		外功		任务			{修仙龙}		
8	209	77	4	2	仙智指环	0		内功		任务			{修仙龙}		
8	210	68	4	2	金戒指·云深	1		外功		掉落			{人形怪 60~70}		
8	211	76	4	2	易戒	0		内功	会心						
8	212	76	4	2	弈戒	1		外功	会心						
8	213	70	4	2	青玉扳指·风暖	0		通用		掉落			{人形怪 60~70}		
8	214	100	4	2	浩然戒	1		外功	无双,破防	副本	PVE		{[范霸]}	36	
8	215	100	4	2	乘风戒	5		防御	内防,外防	副本			{[赵天龙]}	36	
8	216	100	4	2	雪胆寒	2		内功	破防	副本			{[煞灵魔尸]}	37	
8	217	100	4	2	藏戒	4		治疗		副本			{[夕罗双]}	43	
8	218	100	4	2	青兮雨	4		内功		副本			{[罗翼]}	41	
8	219	100	4	2	相忘	3		外功	破防	副本			{[庞虎文]}	41	
8	220	80	4	2	梦歌戒	4		治疗		任务			{落雁城中凯歌响}		
8	221	80	4	2	草戒	0		外功		任务			{断其后路}		
8	222	80	4	2	不查	0		内功		任务			{断其后路}		
8	223	80	4	2	醉东风	2		治疗		任务			{断其后路}		
8	224	80	4	2	凤求凰	1		防御	拆招,招架,外防	任务			{断其后路}		
8	225	135	4	2	风雅摩提	0		内功	无双,破防	任务	PVE		{只问真经何处有}		
8	226	135	4	2	百谷仓魔	3		外功	无双,破防	任务	PVE		{只问真经何处有}		
8	227	135	4	2	风痕	4		治疗		任务			{只问真经何处有}		
8	228	135	4	2	流摩伐罗	5		防御	无双,外防,命中	任务	PVE		{只问真经何处有}		
8	229	140	4	5	金粉玉颜	0		通用							
8	230	140	4	3	恒思坠	0		治疗	会心	任务			{天劫}		
8	231	140	4	3	破执令	0		外功	破防	任务			{天劫}		
8	232	140	4	3	戒嗔佩	0		内功	破防	任务			{天劫}		
8	233	77	4	2	不动明王戒	5		防御	内防,外防	副本			{[陌香]}	33	
8	234	140	4	3	无明印	0		防御	拆招,无双,招架,外防,命中	任务	PVE		{天劫}		
8	235	105	4	2	戒胜	1		防御	拆招,招架,外防	副本			{[水中月、镜中花、空中云]}	45	
8	236	105	4	2	绿波石	0		内功	无双,破防	声望	PVE	长歌门	{长歌门声望商}		亲密
8	237	105	4	2	白马戒	3		内功	会心,无双	声望	PVE	城市·洛阳	{洛阳乙字物资官}		敬重
8	238	140	4	2	三色铜	5		内功	无双,破防	副本	PVE		{[朱癸]}	46	
8	239	140	4	2	洞天	1		外功	破防	副本			{[平等]}	46	
8	240	145	4	2	檀那婆的泪滴	4		治疗	会心	副本			{[风火云三使]}	46	
8	241	140	4	1	未蛛链	9		治疗		贡献度			{未字帮会物资商店}		
8	242	140	4	1	未蛇链	9		内功	会心,无双,命中	贡献度	PVE		{未字帮会物资商店}		
8	250	30	4	1	铁项链·不鸣	3		外功		掉落			{人形怪 30~39}		
8	251	30	4	1	宿池链	1		外功		掉落			{人形怪 21~30}		
8	252	30	4	1	月下链	4		内功		掉落			{人形怪 21~30}		
8	253	32	4	1	护心镜	5		防御	外防	副本			{[人熊]}	20	
8	254	34	4	1	天拱	4		治疗		任务			{蓬莱密谋起天工}		
8	255	35	4	1	太平项链	0		通用		声望		城市·长安	{长安甲字物资官}		友好
8	256	33	4	1	聋哑锁链	1		外功		副本			{[方季常]}	17	
8	257	31	4	1	怒火	0		内功		任务			{暗藏玄机,线索}		
8	258	31	4	1	淡云	1		外功		任务			{暗藏玄机,线索}		
8	259	31	4	1	定露	2		治疗		任务			{暗藏玄机,线索}		
8	260	32	4	1	铁项链·盛年	0		防御	外防	掉落			{人形怪 30~39}		
8	261	35	4	1	斩石护符	3		外功		副本			{[鬼影小次郎]}	19	
8	262	34	4	1	铁项链·不蜚	5		内功		掉落			{人形怪 30~39}		
8	263	36	4	1	铜项链·不鸣	1		外功		掉落			{人形怪 30~39}		
8	264	36	4	1	百渡项链	3		外功		任务			{警告}		
8	265	38	4	1	玉石项链·不蜚	2		内功		掉落			{人形怪 30~39}		
8	266	38	4	1	鬼石雕坠	0		内功		任务			{捉迷藏的小邪子}		
8	267	39	4	1	山铭项链	1		防御	外防	任务			{蜈蚣}		
8	268	46	4	1	连宿	0		通用		任务			{善意的谎言？}		
8	269	40	4	1	玉石项链·辉光	4		内功		掉落			{人形怪 40~49}		
8	270	40	4	1	成事链	3		外功		掉落			{人形怪 31~40}		
8	271	40	4	1	更吹链	2		内功		掉落			{人形怪 31~40}		
8	272	40	4	1	雨过浮萍链	1		外功	破防	掉落			{人形怪 31~40}		
8	273	40	4	1	月照天雪链	5		内功	破防	掉落			{人形怪 31~40}		
8	274	41	4	1	啸原护符	4		治疗		副本			{[射云]}	14	
8	275	42	4	1	铁项链·辉光	1		外功		掉落			{人形怪 40~49}		
8	276	43	4	1	蝎尾短链	1		外功		任务			{豪胆之饮者}		
8	277	44	4	1	铜项链·盛年	0		外功		掉落			{人形怪 40~49}		
8	278	45	4	1	玉帘项链	0		内功		任务			{同仇敌忾诛霸刀}		
8	279	46	4	1	玉石项链·盛年	3		外功		掉落			{人形怪 40~49}		
8	280	52	4	1	红玉项链	3		外功		任务			{宫门异草}		
8	281	52	4	1	玉莲项链	0		内功		任务			{宫门异草}		
8	282	48	4	1	银项链·辉光	5		内功	会心	掉落			{人形怪 40~49}		
8	283	49	4	1	伏魔圈	4		治疗		任务			{夺经番僧,疯狂,解救,决定一试,勇闯敌阵}		
8	284	50	4	1	玉石项链·林逾	0		内功		掉落			{人形怪 50~59}		
8	285	59	4	1	碎心链	2		治疗		副本			{[卫栖梧]}	26	
8	286	52	4	1	铜项链·林逾	3		外功		掉落			{人形怪 50~59}		
8	287	53	4	1	洞宾环	3		外功		任务			{变故平息,玉笛谁家听落梅,大敌,回坊禀告,亮剑}		
8	288	53	4	1	达摩坠	0		内功		任务			{变故平息,玉笛谁家听落梅,大敌,回坊禀告,亮剑}		
8	289	53	4	1	药王圈	2		治疗		任务			{变故平息,玉笛谁家听落梅,大敌,回坊禀告,亮剑}		
8	290	54	4	1	玉石项链·云深	5		内功		掉落			{人形怪 50~59}		
8	291	55	4	1	银河链	1		外功		副本,掉落			{[发疯的侠士]},{人形怪 41~50}	26	
8	292	55	4	1	飞流链	5		内功		副本,掉落			{[发疯的侠士]},{人形怪 41~50}	26	
8	293	55	4	1	孤帆远影链	3		外功	破防	掉落			{人形怪 41~50}		
8	294	55	4	1	碧空天际链	4		内功	破防	掉落			{人形怪 41~50}		
8	295	59	4	1	天师驱魔符	3		内功	破防	副本			{[源明雅]}	28	
8	296	65	4	1	湘妃泪	4		治疗		任务			{左丘燎原}		
8	297	56	4	1	玉石项链·不鸣	2		内功		掉落			{人形怪 50~59}		
8	298	66	4	1	雨淋铃	5		防御	外防	任务			{找到幸存者}		
8	299	59	4	1	柳莺舞颈环	4		内功	破防	副本			{[刘大海]}	34	
8	300	58	4	1	叛军副尉挂饰	1		防御	外防	副本			{[殷不为]}	34	
8	301	58	4	1	玉石项链·照泉	1		外功		掉落			{人形怪 50~59}		
8	302	60	4	1	宝玉项链·照泉	3		内功		掉落			{人形怪 60~70}		
8	303	62	4	1	宝玉项链·风暖	1		外功		掉落			{人形怪 60~70}		
8	304	72	4	1	聚清项链	0		内功		任务			{长空令指鹿山郎}		
8	305	73	4	1	沥血项圈	1		外功		任务			{小小的富贵}		
8	310	73	4	1	苍茫之巅	3		外功	会心	任务			{敌酋英昭,敌酋逢猛}		
8	311	73	4	1	外界之仙	0		内功	会心	任务			{敌酋英昭,敌酋逢猛}		
8	312	73	4	1	尘世之外	2		治疗		任务			{敌酋英昭,敌酋逢猛}		
8	313	73	4	1	北国之源	5		防御	外防	任务			{敌酋英昭,敌酋逢猛}		
8	314	64	4	1	金项链·风暖	0		通用		掉落			{人形怪 60~70}		
8	315	70	4	1	消愁链	3		外功		掉落			{人形怪 51~60}		
8	316	70	4	1	杯酒链	3		内功		掉落			{人形怪 51~60}		
8	317	70	4	1	大鹏千里链	1		外功	破防	掉落			{人形怪 51~60}		
8	318	70	4	1	扶摇直上链	2		内功	破防	掉落			{人形怪 51~60}		
8	319	66	4	1	金项链·照泉	4		内功		掉落			{人形怪 60~70}		
8	325	68	4	1	银项链·风暖	3		外功		掉落			{人形怪 60~70}		
8	326	79	4	1	玉桃蕊	1		防御	招架,外防	任务			{血债血偿}		
8	327	70	4	1	宝玉项链·风暖	0		通用		掉落			{人形怪 60~70}		
8	328	100	4	1	舍利链	1		防御	拆招,招架,外防	副本			{[千叶佛像]}	45	
8	329	100	4	1	千叶链	1		外功	无双,破防	副本	PVE		{[千叶佛像]}	45	
8	330	100	4	1	苏合香	2		内功		副本			{[塔玛]}	37	
8	331	100	4	1	凝链	4		内功	会心	副本			{[夕罗双]}	43	
8	332	100	4	1	白驹	3		外功	破防	副本			{[罗翼]}	41	
8	333	80	4	1	百草项链	3		外功		任务			{落雁城中凯歌响}		
8	339	105	4	1	戏春风	4		治疗		副本			{[朴宗资]}	36	
8	340	105	4	1	水蔓菁玄	3		内功	破防	副本			{[司徒一一]}	37	
8	341	105	4	1	寨主金链	3		外功	会心,无双	声望	PVE	东漓寨	{东漓寨声望商}		亲密
8	342	105	4	1	琼花项链	3		外功	无双,命中	声望	PVE	城市·扬州	{扬州乙字物资官}		敬重
8	344	140	4	1	雨幕	3		内功	会心	副本			{[平等]}	46	
8	353	20	4	4	金甲木鱼	0		通用		任务			{代抄碑文}		
8	354	20	4	4	蓬莱仙露	0		通用		任务			{奇丹怪药}		
8	355	20	4	5	屠狼箭	0		通用		任务			{猢狲练兵}		
8	356	20	4	4	神牛葫芦	0		通用		任务			{白马非马}		
8	357	20	4	4	绣花鼓	0		通用		任务			{调皮鸽子}		
8	358	32	4	4	秋剑	0		通用		副本,商店			{[商仲永]},{装饰品店}	20	
8	359	62	4	5	珠玑	0		通用		任务			{油菜花}		
8	360	65	4	4	酒坛	0		通用		任务			{斗酒}		
8	361	42	4	4	腰刀	0		通用		副本,商店			{[杜姬欣]},{装饰品店}	18	
8	362	76	4	4	血魔铃	0		通用		任务			{隐元会的掌柜}		
8	363	51	4	4	木鱼	0		通用		副本,商店			{[华鹤炎]},{装饰品店}	14	
8	367	77	4	4	断水流	0		通用		副本,商店			{[方宇谦]},{装饰品店}	33	
8	370	28	4	3	茧蝶坠	0		内功		任务			{偷营,除暴,背叛者的首领}		
8	371	28	4	3	细璎坠	1		外功		任务			{偷营,除暴,背叛者的首领}		
8	372	30	4	3	百草结·不鸣	3		外功		掉落			{人形怪 30~39}		
8	373	30	4	3	天人坠	1		外功		掉落			{人形怪 21~30}		
8	374	30	4	3	惊落坠	2		内功		掉落			{人形怪 21~30}		
8	375	32	4	3	将军坠	1		外功		副本			{[邓文峰]}	20	
8	376	34	4	3	飞星	3		外功		任务			{蓬莱密谋起天工}		
8	377	35	4	3	河图坠	0		通用		声望		城市·洛阳	{洛阳甲字物资官}		友好
8	378	31	4	3	浩义腰饰	1		防御	外防	任务			{剿灭地鼠头}		
8	379	32	4	3	百草结·辉光	0		外功		掉落			{人形怪 30~39}		
8	380	34	4	3	冬鸣坠	3		内功		副本			{[冯度]}	19	
8	381	34	4	3	护伊坠	4		治疗		副本			{[震天甲士]}	17	
8	382	34	4	3	百草坠·盛年	4		内功		掉落			{人形怪 30~39}		
8	383	36	4	3	百草结·林逾	1		外功		掉落			{人形怪 30~39}		
8	384	36	4	3	莲河玉佩	2		治疗		任务			{警告}		
8	385	38	4	3	百草坠·云深	3		内功		掉落			{人形怪 30~39}		
8	386	41	4	3	神令牌坠	1		防御	外防	副本			{[虎啸]}	14	
8	387	40	4	3	流云坠·不鸣	5		内功		掉落			{人形怪 40~49}		
8	388	40	4	3	幽山佩	3		外功		掉落			{人形怪 31~40}		
8	389	40	4	3	明月坠	5		内功		掉落			{人形怪 31~40}		
8	390	40	4	3	穿花蛱蝶佩	1		外功	破防	掉落			{人形怪 31~40}		
8	391	40	4	3	点水蜻蜓佩	2		内功	破防	掉落			{人形怪 31~40}		
8	392	48	4	3	玉璃	0		内功		任务			{未知的文书}		
8	393	48	4	3	飞缨	1		外功		任务			{未知的文书}		
8	394	48	4	3	鸢息	4		治疗		任务			{未知的文书}		
8	395	42	4	3	流云坠·辉光	1		外功		掉落			{人形怪 40~49}		
8	396	42	4	3	霈玉坠	3		外功		任务			{沙利亚之死}		
8	397	49	4	3	清风吊坠	5		内功		副本			{[常万山]}	18	
8	398	43	4	3	瓒璀坠	0		内功		任务			{豪胆之饮者}		
8	399	44	4	3	流云坠·盛年	0		内功		掉落			{人形怪 40~49}		
8	400	46	4	3	流云坠·林逾	3		外功		掉落			{人形怪 40~49}		
8	401	52	4	3	紫月	0		内功		任务			{荻花寻人}		
8	402	52	4	3	裂月	1		外功		任务			{荻花寻人}		
8	403	52	4	3	冬月	5		防御	外防	任务			{荻花寻人}		
8	404	48	4	3	流云坠·云深	4		内功		掉落			{人形怪 40~49}		
8	405	48	4	3	雪龙坠	1		外功		任务			{工作记录·未时,扫清道路,可怕的番僧,铭牌,擒贼先擒王}		
8	406	49	4	3	天合之坠	0		内功		任务			{赵家兄弟,细说因由,采蜂蜜,精兵,修罗迦罗}		
8	407	50	4	3	惜花佩·不鸣	0		通用		掉落			{人形怪 50~59}		
8	408	59	4	3	睹物思人	1		防御	外防	副本			{[卫栖梧]}	26	
8	409	52	4	3	惜花佩·辉光	3		外功		掉落			{人形怪 50~59}		
8	410	62	4	3	滴翠结	3		外功	会心	任务			{南山一窝蜂}		
8	411	63	4	3	黄沙坠	0		内功		任务			{内力之试·下}		
8	412	54	4	3	惜花佩·盛年	2		内功		掉落			{人形怪 50~59}		
8	413	55	4	3	花影坠	1		外功		副本,掉落			{[发疯的侠士]},{人形怪 41~50}	26	
8	414	55	4	3	奔流佩	3		内功		副本,掉落			{[发疯的侠士]},{人形怪 41~50}	26	
8	415	55	4	3	一夜春风佩	3		外功	破防	掉落			{人形怪 41~50}		
8	416	55	4	3	落木萧萧佩	4		内功	破防	掉落			{人形怪 41~50}		
8	417	58	4	3	和风	1		外功		副本			{[雾影奈叶、猿飞菖蒲]}	28	
8	418	56	4	3	惜花佩·林逾	3		内功		掉落			{人形怪 50~59}		
8	419	67	4	3	巧锦织	0		内功	会心	任务			{莫让毒人吃了去}		
8	420	58	4	3	惜花佩·云深	1		外功		掉落			{人形怪 50~59}		
8	421	59	4	3	清墨笔筒	2		内功	破防	副本			{[刘大海]}	34	
8	422	68	4	3	白坡石坠	0		内功		任务			{熊皮大衣}		
8	423	68	4	3	寒玉腰坠	3		外功		任务			{熊皮大衣}		
8	424	60	4	3	追云佩·林逾	4		内功		掉落			{人形怪 60~70}		
8	425	71	4	3	七曜无忌坠	1		外功		任务			{三大恶徒酷刑尝}		
8	426	62	4	3	追云佩·云深	1		外功		掉落			{人形怪 60~70}		
8	427	72	4	3	和光同尘腰坠	0		内功	破防	任务			{猫眼石}		
8	428	72	4	3	荡寇玉佩	3		外功	破防	任务			{猫眼石}		
8	429	72	4	3	悬壶挂坠	4		治疗		任务			{猫眼石}		
8	430	72	4	3	夸父腰坠	5		防御	外防	任务			{猫眼石}		
8	431	64	4	3	追云佩·风暖	0		通用		掉落			{人形怪 60~70}		
8	432	70	4	3	与名佩	3		外功		掉落			{人形怪 51~60}		
8	433	70	4	3	天水佩	2		内功		掉落			{人形怪 51~60}		
8	434	70	4	3	江河万古佩	1		外功	破防	掉落			{人形怪 51~60}		
8	435	70	4	3	日斜梨花佩	5		内功	破防	掉落			{人形怪 51~60}		
8	436	75	4	3	百草腰坠	0		内功		任务			{灵蟾戏水血霓裳}		
8	437	66	4	3	追云佩·照泉	5		内功		掉落			{人形怪 60~70}		
8	443	68	4	3	追云佩·辉光	3		外功		掉落			{人形怪 60~70}		
8	444	79	4	3	马头琵琶	1		外功		任务			{寨主的傻儿子}		
8	445	70	4	3	追云佩·盛年	0		通用		掉落			{人形怪 60~70}		
8	446	100	4	3	佛手坠	2		治疗		副本			{[千叶佛像]}	45	
8	447	100	4	3	梦蝶	3		内功	会心	副本			{[范霸]}	36	
8	448	100	4	3	若水	4		内功	无双,破防	副本	PVE		{[赵天龙]}	36	
8	449	100	4	3	忘筌	3		外功	会心	副本			{[塔玛]}	37	
8	450	100	4	3	鬼面坠	1		防御	拆招,招架,外防	副本			{[夕罗双]}	43	
8	451	100	4	3	浮云无定	5		内功	破防	副本			{[罗翼]}	41	
8	452	80	4	3	不动明王坠	5		防御	内防,外防	任务			{欲擒贼寇先擒王}		
8	453	165	4	3	浴蟾	0		内功	会心,无双		PVE				
8	454	165	4	3	苍髯	3		外功	会心,无双		PVE				
8	455	165	4	3	紫玉茉莉	4		治疗	会心						
8	456	165	4	3	枫莹如心	1		防御	拆招,无双,招架,外防,命中		PVE				
8	462	78	4	3	长生坠	5		防御	内防,外防	副本			{[方宇谦]}	33	
8	463	105	4	3	烽烟坠	3		外功	无双,破防	声望	PVE	长歌门	{长歌门声望商}		亲密
8	464	105	4	3	流域坠	3		内功	会心,无双	声望	PVE	城市·长安	{长安乙字物资官}		敬重
8	466	140	4	3	玉乌	2		治疗	会心	副本			{[平等]}	46	
8	467	140	4	3	玛尼石	3		外功	破防	副本			{[掌火]}	46	
8	605	50	4	2	穷困戒	0		外功	破防						
8	606	55	4	2	贫苦戒	0		内功							
8	607	95	4	2	天枢戒	0		内功	会心,化劲,御劲		PVP				
8	608	95	4	2	战佛戒	0		内功	化劲,御劲,破防		PVP				
8	609	55	4	3	画意坠	0		内功	破防						
8	610	95	4	3	凝雪坠	0		外功	御劲,化劲,外防,破防		PVP				
8	611	55	4	1	鬼谷项链	0		治疗							
8	612	60	4	1	传亦项链	0		内功	破防						
8	613	95	4	1	摩诃项链	0		外功	御劲,化劲,外防,破防		PVP				
8	614	16	4	4	灯笼	0		通用		生活技能			{缝纫 16级}		
8	615	16	4	5	风筝	0		通用		生活技能			{缝纫 16级}		
8	616	16	4	5	大红花	0		通用		生活技能			{缝纫 16级}		
8	617	16	4	5	风车	0		通用		生活技能			{缝纫 16级}		
8	618	16	4	4	箭囊	0		通用		生活技能			{缝纫 16级}		
8	619	45	4	5	琴	0		通用		任务			{琴典}		
8	620	45	4	5	书箱	0		通用		任务			{诗经选录·卷三}		
8	621	48	4	5	娃娃	0		通用		生活技能			{缝纫 48级}		
8	622	48	4	4	香囊	0		通用		生活技能			{缝纫 48级}		
8	623	48	4	4	水囊	0		通用		生活技能			{缝纫 48级}		
8	624	48	4	5	包裹	0		通用		生活技能			{缝纫 48级}		
8	625	48	4	4	手帕	0		通用		生活技能			{缝纫 48级}		
8	626	66	4	5	冷月伞	0		通用		生活技能			{缝纫 66级}		
8	627	66	4	5	烟雨伞	0		通用		生活技能			{缝纫 66级}		
8	628	70	4	5	画篓	0		通用		任务			{剑侠人物图鉴·卷一}		
8	629	16	4	4	烟斗	0		通用		生活技能			{锻造 16级}		
8	630	16	4	5	锅铲	0		通用		生活技能			{锻造 16级}		
8	631	16	4	4	铃铛	0		通用		生活技能			{锻造 16级}		
8	632	68	4	4	玄武腰刀	0		通用		生活技能			{锻造 58级}		
8	633	62	4	4	白虎腰刀	0		通用		生活技能			{锻造 62级}		
8	634	64	4	4	青龙腰刀	0		通用		生活技能			{锻造 64级}		
8	635	66	4	4	朱雀腰刀	0		通用		生活技能			{锻造 66级}		
8	636	68	4	4	麒麟腰刀	0		通用		生活技能			{锻造 68级}		
8	637	70	4	4	卷轴	0		通用		任务			{阳宝笔录·卷一}		
8	638	70	4	4	高僧览	0		通用		任务			{少林高僧录}		
8	639	95	4	2	轩辕伏魔戒	0		外功	会心,御劲,化劲,外防		PVP				
8	640	95	4	2	斗神戒	0		外功	御劲,化劲,外防,破防		PVP				
8	641	95	4	3	纷落坠	0		内功	化劲,御劲,破防		PVP				
