TempleteId	MapId	Positions
75	2	32336,22842;13268,29389;17894,36151;19418,24597;21202,37596;21787,34770;21826,41306;24524,35101;28890,21458;29000,22416;29479,20089;29583,21867;29640,23557;30133,22994;31166,22900;31453,23859;31473,21042;32266,24867;32377,20827;32638,23783;32737,25436;32871,23507;33084,24281;33488,22229;33761,25185;33962,23386;37408,31271;37448,26016;38824,28385
77	2	67126,68041
79	2	23483,22101
80	2	37673,56610
84	2	72099,45013;73292,57900
85	2	68556,46114
86	2	56756,41454
87	2	56615,38720
88	2	55766,39920
90	2	49520,44163
91	2	52751,45238
92	2	51225,43471
93	2	47673,48025
94	2	45838,46684
95	2	52515,47020
96	2	47636,48003
97	2	51830,48092
98	2	55344,45311
99	2	47607,48096
100	2	23767,53478;34683,40035;42574,36625
101	2	47690,48054
102	2	23743,53572;34669,40118;42573,36624
103	2	34750,40058;40128,18369;42649,36571
104	2	50809,21039
105	2	80063,66715;82945,69528
124	8	57154,26849
126	8	51785,18018;44979,25276;45283,17748;45807,24156;45946,23294;46138,16113;46198,23455;46212,18611;46280,15769;46297,26477;46323,24668;46414,26343;46456,18509;46500,18759;46541,26539;47161,28977;47188,28625;47538,28551;47702,26914;47878,26671;48205,26832;48591,16976;48649,16542;48765,23736;48838,23092;48916,25408;48944,25746;49372,25388;50034,22515;50288,22599;50572,16153;51175,27485;51179,19512;51425,24449;51459,27645;51589,24340;51726,17655;52097,17817;53042,25540;53166,20758;53341,14644;53375,17695;53650,17512;53693,17960;53732,21042;53922,14756;55291,16003;55323,19037;55396,19250;55678,15686;55834,21240;56205,20339;56207,15403;56282,18408;56594,18465
128	8	59216,16905
129	8	40872,50092
133	8	71114,85370
134	6	59956,14136
135	6	44210,34242;41226,18719;41470,19017;41732,19498;43055,28743;43346,29126;43473,28540;43632,33870;43651,28981;43842,34202;44061,33300;44899,34426;45517,33708;45911,33823;47585,33370
136	7	18809,40171;10783,41012;13073,37245;13223,38473;14770,42592;16150,45696;16468,48531;16626,39251;16636,41546;18335,36719;20536,41200;23351,43493
143	1	33671,38108;33233,38172;33324,38124;33703,37941;33853,37894
144	1	26052,23989;26152,23532;26962,24230
145	2	48515,57858
147	2	22039,52111;21868,50117;22417,47786;24463,41214;24936,43709;26673,49375;26984,41923;30698,49498;33131,45347
148	2	28328,50489;24102,41849;25699,51799;26283,44733;26461,48910;29910,49956;30274,45712;31884,46427;33549,45450
149	1	3632,31228
150	6	18256,46965;25613,43337;26959,53259;29801,34291
154	6	91856,29201;89800,33730;90010,33595;90019,33735;90074,33848;91799,29303;91892,29111;91955,29157;92072,29393
155	6	49145,44740;39917,37881;41548,39926;41907,41073;42509,47018;43001,38390;44598,41073;44999,44857;45598,47544;45819,35736;45992,46882;46174,39544;46544,40893;46809,42807;47011,45998;47155,47445;47743,43835;48173,47309;48257,42377;49049,47481;49220,37212;49577,41960;49627,40705;50015,44414;50195,46854;50303,35565;50620,40955;50933,44313;50974,45753;52056,45246;52102,38396;52363,45697;53660,46466;53692,37021;54246,36612;54351,41836;56058,38374;56399,41092;56585,39368;56803,34416;57216,42857;57446,41311;58191,43013;58536,38430;58704,45168;58971,44238;59212,39566;59323,36145;59545,37809;59978,43762;60675,37535;61398,36243;62372,35153;62554,41326;63822,39669;65275,39954;65359,35943;66310,38442
156	6	57295,26743;57333,26471
157	6	33327,45648;19278,11787;26489,13582;33250,43966;33280,45473;33297,44048;33344,45793;33446,45784;34049,44784
157	74	17383,23098
158	6	65206,23832;60918,23135;60947,26336;60992,16905;61048,28282;61166,18834;61335,24755;61600,20952;61722,15792;61765,14388;61800,17695;62107,28033;62110,23210;62178,19503;62187,25565;62556,21785;62612,26463;62714,18741;62872,17016;63124,27045;63327,22649;63417,24898;63501,23225;63682,17640;63695,27744;63725,26404;63733,15764;63963,20907;64201,16433;64316,19478;64590,18663;64613,27318;65182,15196;65209,26474;65352,24940;65398,17252;65442,22001;65744,16768;65776,26269;65860,28124;66052,22251;66059,19775;66140,18495;66512,25157;66771,15588;66871,21474;66901,23809;67375,17869;67423,23145;67535,26115;67687,19268;67693,16913;67737,27928;67849,20047;68152,26616;68187,14656;68312,25153;68595,21337;69109,19222;69247,28071;69313,24387;69526,17171;69679,26264
159	6	45099,41151;44268,40071;46169,45649;48913,41980;49002,44403;51827,40049
161	6	72758,33976;69800,21487;69907,23241;70404,27378;70454,26050;70495,21800;70598,23737;70648,25435;70735,31383;70741,31371;70824,18590;71303,21580;71321,22139;71367,32830;71767,24992;71843,25006;71985,41029;72031,21013;72060,31936;72169,33757;72226,26374;72397,42336;72419,36009;72422,36601;72482,22400;72553,40417;72574,37991;72797,32940;73021,35833;73059,30455;73068,30371;73142,31444;73278,34005;73285,31893;73354,35389;73413,34727;73429,43370;73450,36377;73457,36321;73504,41881;73708,38715;73769,40438;74102,42033;74196,43008;75301,43375
162	6	78618,27105;76315,26766;76564,22826;76736,19387;76849,24938;76859,20791;77136,28960;77262,27037;77273,31436;77355,32388;77379,39169;77419,20032;77555,35287;77589,36159;77648,20662;77687,40479;77753,34142;77894,22552;77920,25655;77942,19264;78009,24063;78080,37470;78201,29341;78233,30510;78292,21735;78314,42875;78448,41231;78507,39363;78529,47204;78572,32309;78588,45681;78606,20644;78727,20617;78785,24808;78826,38114;78899,44502;78908,36794;78955,35318;79024,33633;79174,25865;79249,22569;79336,42215;79502,28731;79511,31608;79628,28221;79647,38507;79673,35742;79687,23596;79715,43467;79729,33360;79755,45780;79826,30164;79859,39770;79875,20394;80013,25867;80083,40884;80253,23368;80294,36976;80490,25071;80521,27699;80571,43882;80583,22486;80597,34190;80764,45050;81063,38913;81198,41727;81470,42450;81975,44474
163	6	90058,14889
165	6	82227,26182;82606,26241;84225,26814
166	6	19198,78098
168	6	82694,26596
169	6	56150,22933;48510,18331;50397,17656;52421,20096;52488,22316;52525,26163;52613,15051;52884,18369;53927,20299;53937,28454;54296,21599;54299,26151;54698,23712;54884,16784;54900,15749;55245,14559;55691,28065;55747,26486;56362,16503;56459,19598;57382,26605;57625,23739;58113,26699;58142,15409;59176,21372;59302,17316;59327,28455;59398,18719;59470,23503;59494,15451;59537,25361;61012,21026;65599,21961;66650,27816
171	6	14865,80785;11507,79739;11916,81786;12378,80570;12471,79146;12976,82120;13009,77368;13030,80200;13061,73821;13229,72092;13345,70327;13640,80632;13769,79849;14189,81342;14380,75985;15073,68458;15299,71925;15355,77105;15472,73912;15512,80982;16074,65622;16958,80174;17191,67225;17261,81416;17927,82677;17938,77447;18243,81263;19549,80422;19623,81984;20224,69449;20316,77542;20737,79599;22879,76631;24307,72220;25131,75406
174	6	75473,37289;72598,22373;72776,34829;72999,32788;73388,31270;73836,36202;73875,34784;73875,39217;74005,40181;74082,38155;74262,41421;74280,20770;74445,42487;74491,24749;74692,28173;74733,26636;74744,22533;74793,23656;75074,34555;75116,18150;75334,20595;75374,27615;75388,40097;75408,21822;75458,26049;75469,31409;75537,39294;75614,34116;75634,40303;75728,24368;75748,32249;75857,33062;76392,41783;76428,40597;76445,39996;76598,38524;76721,45250;77025,44215
175	6	26453,42166;15649,46731;15826,46716;16196,45746;16295,44639;17109,41425;17917,41509;18621,46399;18924,39037;18990,47535;19645,45500;19759,30758;19990,39668;20161,40896;20253,45509;20278,37376;20651,43800;21179,47232;21202,41946;21232,31479;21483,43941;22196,35124;22399,30632;22555,40768;23525,42048;23530,47737;23632,44191;23948,36731;23954,40640;24050,45802;24053,38747;24693,47700;25028,36180;25121,38329;25237,31216;25490,28485;25707,45957;25901,44246;26117,36878;26118,52418;26679,50636;26825,43855;27265,29110;27438,36827;27822,41837;27892,38074;28103,48796;28293,52647;28332,45216;28536,36404;28727,45318;28872,41813;28911,37993;29008,44008;29618,34973;30081,50584;30091,31147;30315,41300;30547,34326;30763,44091;30935,48797;31049,51212;31623,34304;32342,45699;32789,42645;33301,46384;35026,43818;35276,45271;36091,30235
176	6	27209,48294;26921,48270;26981,48333;27050,48201;27097,48204;27132,48449;27176,48198;27554,48302;27612,48365;27696,48398
177	6	28384,43086;28184,43056;28245,43197;28263,43073;28370,43266;28372,43295;28384,43349;28509,43289;28562,43322;28671,43227;28786,43059;28846,43049
178	6	56401,20361
180	6	33859,15858
182	6	74692,23666;70981,23672;71425,21145;72516,22513;73280,33554;73529,31278;73625,36680;73650,34926;73967,19636;74194,41369;74197,20641;74203,38302;74348,28303;74410,24664;74546,16590;74645,22739;74671,26595;74921,27851;74940,28203;75006,34482;75204,18060;75317,20762;75334,26013;75406,31325;75448,39169;75457,27868;75562,37126;75690,32191;75694,25583;75703,23710;75903,33340;75961,32849;75974,30512;76325,41707;76330,40127;76599,45191;76633,40783;77202,44230
183	2	78265,54769
183	5	33969,51812;75826,60475
183	6	42409,25698;58584,56215
183	7	27146,23948
183	8	30595,84730;60914,21070
183	9	18876,31810
183	10	37159,62451;46365,16149
183	11	57627,30566
183	12	80011,46180
183	13	19441,38941;58127,64083
183	15	33469,47376;40433,97655
183	16	23521,37186
183	21	40939,43478
183	22	16047,15655;15907,15643;30814,53692;40076,11986;90948,71851
183	23	38081,37916
183	25	49529,27856;49780,27855
183	27	45181,30067;53344,57336
183	30	17578,48229;54938,9736;96212,43301
183	35	61012,40419;78401,112549
183	49	72612,67199
183	102	29685,86767;37278,70058
183	108	65495,68259
183	122	101158,75789;101892,74218
185	2	34102,44375;22639,49444;24389,42203;24590,38562;25364,49042;26079,40961;26341,43761;28118,42295;28361,38733;29084,46229;29330,48720;30688,41463;31911,48915;33718,43009;34295,47293;35531,42192;36340,45432;36810,41954
186	2	40520,68091
187	2	30632,54877
188	2	53847,66808
189	2	87005,42473
206	5	34326,54711;33589,9760;33860,9712;34038,54281;34039,54383;34263,54673;34472,54330;34821,54792;34873,54719
206	12	79435,46294
206	13	19336,39538;34923,70229;35332,70326
207	5	51992,41205
208	5	39536,45091
216	10	39596,34606;20510,39734;22427,40027;25214,39887;33913,41188;34133,35738;34795,40461;35857,34824;36392,19239;36737,34763;37003,19846;37362,37124;37666,33367;37688,34710;38061,34557;38343,42110;39467,34806;39485,54889;39607,54677;40185,55394;40522,38149;40711,34843;41160,45476;41215,34139;41379,44103;41578,44418;41807,35001;42525,36082;42645,34639;42808,32213;43767,34499;43914,50498;44052,56708;44485,50714;44827,33523;44912,33450;45730,46259;45779,46550;46081,36492;48882,31524;49776,34755;52812,43061
217	10	25636,23270;21962,21877;22450,22874;23264,24073;23849,23105;24221,24837;24492,26122;24800,20420;24805,21690;24939,14904;25846,10372;25974,27416;26058,20182;26364,15767;26539,11108;26807,21724;27256,20638;27564,16217;27600,21702;27641,12482;28728,19023;28859,15644;28876,14175;29091,10975;29108,21615;29871,19889;29901,23406;30134,12179;30136,17960;30380,13905;30920,22848;31055,16404;31081,19047;31733,20499;31776,21787;33109,18423;33749,14987;34509,17884;35656,15381;36274,17002;37117,12783;37245,19170;38621,13904;39032,12639;39535,16098;42292,15988;42837,11481;43241,11121;43701,12954;46931,9878;50389,13247
218	10	47739,22090
219	10	35881,16039;23248,21771;24082,24751;24124,23317;24960,12729;25123,15391;25194,21768;26270,23835;26643,13153;27874,21790;28188,19494;29100,14798;29250,20879;29419,11988;29865,23863;30139,16759;30786,17221;31130,14079;31220,19210;31473,22898;31853,20610;33042,18590;33936,12891;34694,18151;36776,15075;37244,14103;37857,19876;37926,12976;38645,15716;40185,22261;40227,14500;41235,12009;41577,17294;42776,11648;43477,11098;43477,15924;43901,13238;44395,11109;45347,12824;45546,15095;45839,12988;46048,13871;46430,9663;47213,9720;47222,14534;47612,10083;47614,13328;50023,10081
220	10	22638,43165;18141,42959;18873,44263;20248,41964;21213,47556;21354,38978;21525,43819;21755,40972;24446,41821;24613,50005;24761,40016;25126,41320;25471,43365;26528,40954;26570,50826;27594,44971;27677,52237;28130,47019;30097,52946;31231,46674;31759,50636;32415,41845;32604,47376;32821,52793;33526,41330;33549,43220;34251,46010;34491,42122;35717,48700;36476,48438;36528,42785;36797,44495;38043,43199;38193,46429;39058,41445;40574,44712;41493,40626;43629,42619;43670,39765;43877,44557;45105,44427;47594,42811;47663,39986
221	10	33376,76185;29720,77804;30004,77413;30769,78487;31245,75827;31764,76226;31903,78066;32289,76379;32790,77101;33527,77308;34075,76736;34629,75816;34854,74668;35176,76032;35514,74367;36861,74679;36918,72978;37782,73790;38369,72537;38896,73584
222	10	40256,69170;28559,63828;30508,62955;30878,63982;31851,65255;32414,66471;34090,57463;34224,66997;34673,69652;35201,58658;35602,72061;36396,71330;36879,77709;36952,58313;37332,69546;37523,57854;37767,66036;37942,77088;38248,59973;38599,58594;38775,65721;38794,68656;38921,70072;39021,75398;39037,67398;39290,58655;39351,68527;39419,65675;39491,67719;39747,63659;39868,60705;39907,62983;40058,61866;40164,70542;40284,65738;40325,68790;40361,60070;40528,68546;40547,61369;40629,75239;40888,62350;40890,67555;40905,72919;41149,69931;41214,71443;41275,69524;41498,74209;42292,62305;46802,63878
223	10	20283,13653;18141,10398;18467,11045;18510,9378;18938,11950;19182,8336;19266,12379;19326,12639;19657,8110;20871,15308;21036,7487;21075,15876;21258,16529;21629,6976;21632,16844;22022,17033;22436,16757;22844,6539;23048,16364;24211,6327;24801,6319;25772,6957;27339,6988;27975,6569;29781,6777;31278,5815;32698,5938;33424,5851;34103,6174;34514,6035;35225,6182;35931,6565;37427,7169;38173,7706;38567,7509;40618,7367;41463,7852;42706,7431;43705,7533;44391,7244;45018,6773;45527,7433;46635,7781;47310,8039
224	10	33661,5423;16949,9531;16995,10496;17389,9901;17536,11215;17637,8841;17831,12171;18321,8004;18408,13151;18976,7201;19588,14896;20131,6795;20496,16468;21229,5918;21694,17690;22547,5625;23517,5849;24406,5653;25410,5417;25775,5970;26437,5613;28612,5943;30720,5416;31949,4940;32654,5013;33122,4442;34386,5093;34916,5761;36403,5704;37266,5650;37978,5811;37988,6439;38891,6485;40156,59370;40524,6130;40633,6673;41861,7156;42219,6114;43167,6806;43705,6236;43940,7273;44143,6672;45729,6580;45768,7281;46986,7448;47467,7430
225	10	37477,68976
227	10	46926,63785;45069,68584;45108,68626;45211,67454;45648,69529;46225,63848;46366,66400;46413,64688;46521,66404;46621,65170;46910,63637;47185,60721;47566,70670;47712,67833;47755,60687;47772,70614;47931,62785;48076,62892;48194,71496;48224,61143;48344,61249;48577,66565;48602,63661;48654,63554;48729,65617;48793,68700;49107,71754;49189,65159;49327,69663;49443,69583;50142,62956;50349,62816;50546,64198;50690,64192;51555,68217;51586,68066;52312,65425;52776,67179;52806,67294
229	9	16255,59673;10181,61156;11113,61857;11292,58033;11598,60808;11863,57941;12505,58155;12554,60800;12614,59743;13189,59806;13458,60241;13624,59099;13839,58506;14463,59573;14480,56282;14600,61283;15284,57666;15652,60685;16545,54890;17110,60046;17356,60929;17558,58707;17755,59553;18022,61695;18277,54127;18775,58817;18904,60295;19763,61141;19872,59544;19961,52690;20098,58011;20424,60642;20594,59092;20670,59985;21445,60086;21484,59237;21629,50205;22175,58441;22632,58565;22710,59293;26308,47741;27356,46703;27619,48010;28232,48509;28750,47056;29116,47922;29730,47666;29988,46957;30185,43897;30412,44825;31244,44037;31407,42772;31782,41166;33038,44570;34365,43567;35004,46076;36416,49209;36468,52093;36734,56461;37902,57818;38212,52116;38299,56321;38504,52900;38514,54057;39467,52561
230	8	41492,22140;38244,23533;39292,21535;39335,17598;39958,18777;40300,14619;42052,19994;43908,20083
233	10	62501,68364;60525,68395;60962,68571;62020,66545;62557,63700;62953,68329;63503,71974;65236,71529;65692,71504;66455,70934;67533,63381;68276,72827;68706,72645;69416,68475;69431,66787;69666,62524;69874,66788;69955,68558;71896,72267
235	10	34763,84784;34234,87755;34367,87651;34599,82529;34724,82706;35016,84655
236	10	52217,84897;45161,91552;45465,87499;45821,89990;46115,85893;46923,88207;47076,86034;48238,90951;48242,87130;48276,84413;48623,86067;48987,88948;49056,93271;49574,84741;49927,86476;50242,90405;50279,92001;50974,84877;51014,83413;51658,94983;51850,87187;51870,82839;51985,90401;52050,81871;52288,89056;52298,93724;52416,92115;53481,93988;53516,84555;53714,86596;54112,83380;54204,85281;54804,93303;55032,84270;55345,85244;55623,92274;56070,87310;56303,98702;56308,86304;56577,93994;56608,95504;56720,89499;57320,85232;57366,93861;57842,86438;57916,92282;58238,97700;58502,89240;58608,98928;59060,93441;59639,94528;60113,99039;60201,87901;60423,86020;60787,84659;60851,90575;60995,87064;61805,92761;62016,87469
243	5	27324,40037;20378,52086;22914,43858;22934,52368;23205,56139;23437,40440;23949,38848;23951,58860;24455,51727;25168,43936;25467,58513;26040,38475;26734,55058;26850,57207;27058,35286;27162,52105;27264,45100;27695,50410;28669,60088;28699,41225;29221,66311;29250,62781;29366,58703;29611,56801;29681,50600;29776,54861;29877,49179;29957,43783;31157,51146;31461,45313;32955,43373;33224,67531;33565,69476;34818,46789;34888,64889;35440,50136;35659,48108;35786,74228;35953,47052;36666,72687;39416,69510;40007,67841;43089,76576;43404,78866;43514,68995;44799,75227;44908,70358;46121,78136;54573,72944
244	5	34276,47677;33589,48098;33592,47981;33593,47865;33604,47726;33606,47592;33616,47455;33805,48073;33808,47787;33808,47948;33817,47630;33819,47506;33830,47372;34049,47806;34049,48039;34050,47920;34054,47684;34063,47420;34064,47547;34280,47818;34280,47950;34284,48077;34291,47545;34292,47430;34514,47348;34521,48033;34529,47911;34531,47760;34539,47478;34542,47609;34737,47557;34741,47718;34745,47396;34752,47877;34754,48009;34787,47249;35061,47560;35066,47970;35070,47405;35072,47263;35072,47829;35074,47699
245	5	9532,45172;7380,44124;7445,43187;7479,45233;8098,47377;8594,42705;8622,43923;9001,47481;9510,37128;10433,47117;10638,43592;10703,48825;11377,41358;11428,44953;11567,46844;11883,47785;11977,49028;12348,38774;12729,44376;13236,31624;13790,30157;14004,50989;14808,37720;15306,39572;15550,29556;15896,50595;16318,33499;16424,49205;17177,43071;17265,39332;17468,36950;19441,40191;19942,43099;19949,45564;20187,34541;20943,35932;22101,37984
246	5	13397,6310
247	5	51220,45136
248	5	33693,51832;33830,51830
249	5	33539,51833;34113,51849
251	5	36208,61368
252	5	19414,41029
253	5	56293,55330
254	5	66824,41944;64562,20771;64809,19154;65396,23933;65498,43097;65660,34952;65660,38415;66057,49441;66719,16857;67210,36170;67262,27517;67616,32371;67745,18662;68758,41679;69152,35877;69490,17057;70599,28070;70616,32352;71925,33116;72004,29919;72591,35650;72736,31328;73001,41848;74581,28393;75370,27336;76256,46362;76872,53874;77242,37166;77561,52842;77590,29023;77902,34459;77908,32040;77927,49135;79773,36093;79830,55707;80420,55346;80752,38944;82444,44381;83462,50847;83854,57109;84345,53312;85038,43966;85665,40565;87070,48698;88292,45127;90543,42187
256	5	36449,52034;30334,54251;31484,51282;31561,54495;31903,59926;32669,51812;33320,51389;33607,50627;35774,50589;35945,57741;36005,55568;36046,51759;36144,54381;36722,50509;36886,54389;37338,62745;37480,56018;37856,52566;37891,65984;37911,58272;37927,55901;38233,56264;38456,59754;38778,60824;40310,62311;40862,56957;41077,53010;41403,51277;42393,61282;42678,51648;48764,66961;48953,62069;49958,54035;51223,52012;51630,54189;51746,57043;53002,65961;53075,57260;53425,64458;53953,62755;53977,59502;54537,58676;54557,59964;54818,57798;55921,61902;57634,61874;57880,60369
257	5	52992,13476;46539,6282;47427,6274;50355,6864;51596,15099;52061,9894;52103,6741;52252,6727;52362,15170;53636,15434;54633,13428;55063,9698;55261,13290;55268,9245;55309,9603;55949,13592;57254,17517;57319,16913;57394,18212;57807,15445;58638,10895;59422,12037;60409,11572;61432,13364;61553,17041;62098,15001;62197,14584;62225,12735
257	74	17330,23080
258	9	56250,16748;55848,16292;55873,17134;55876,16710;56050,16732;56125,16326;56128,17111;56418,17088;56542,16254;56632,16762;56644,16407;56678,17236
260	5	89920,42328
261	5	53720,12561
262	5	52804,41172
263	5	10695,55190;5845,60327;5889,62241;7044,59033;7722,57913;8011,57279;8222,61076;8314,56049;8657,63179;8745,52909;8832,54911;9066,59998;9409,51706;10179,54179;10333,52323;10460,57567;10512,59748;10752,56659;10885,53129;10940,60461;11083,53420;11178,57370;11206,63012;11237,60775;11671,55211;11971,56394;12301,63876;12906,55898;13812,64558;14285,55210;14310,57302;14835,56565;18433,58633;19074,60191
264	5	69504,45671
267	5	33395,51829;34370,51784
269	7	41616,11626
270	7	31779,49648
271	7	20616,45415;18980,45049;19848,40313;20237,39731;23122,45972;24705,37164;25684,47972
272	7	17918,49313;15401,53708;15508,43749;16878,48804;21375,55799;22344,52809;22995,49313;25886,54324
273	7	74371,8258;69579,11984;69856,11307;69888,11786;70189,12403;72533,8104;72963,10510;73095,11184;73184,8031;73435,11214;73464,10645;74164,7840;75312,7794;75593,7247;76976,8535;77020,9362;77310,8767;77342,9144
274	7	63939,77328;59570,77656;60478,76857;61641,78321;62286,76977;62375,75910;62531,80104;63184,78506;63197,74987;63629,76560;64845,75814;65174,77565;65353,74723;67336,74885;67848,76799;67893,77498;68123,82718;68289,74306;68498,75680;68855,74773;69475,80984;69964,74582;69987,69696;70331,70969;71780,65392;72541,64035;72998,74166;73767,76203;73941,78807;75730,72810;76653,77892;76655,80338;77029,73503;77902,81326;78526,79729
275	7	35843,12659
276	7	43138,46820
277	7	60622,13286
279	7	40842,28353
280	7	21797,42998;14207,49793;15559,52115;15703,49783;15941,39870;16123,41960;16211,44168;17220,60034;17388,46998;17530,43604;17657,48613;17954,54691;18544,42218;18787,37313;19217,41074;19380,51056;19654,54103;19931,39561;19940,49484;19963,43675;20509,38177;20521,41869;20814,51275;21108,40433;21181,36491;21239,48362;21401,44030;21518,52750;22367,49121;22937,44538;23046,51973;23393,37630;23558,34686;23676,41750;23806,43344;24190,45771;24249,36067;24811,39131;24969,42447;25093,43781;25753,39462
283	7	41903,28205
285	7	25945,10798;37358,13355;37873,12682
286	7	68482,71279
292	9	53089,30586;51033,32187;51051,27190;51188,29821;51581,26573;51761,28980;51983,30933;52118,31999;52725,28569;53047,29790;53064,31827;53494,27244;53806,31958;54498,29495;55160,31015;55431,28522;55813,31888;55974,29672;56111,27470;56902,31271
293	9	36323,4312
