BookID	SegmentID	BookItemIndex	BookNumber	Sort	SubSort	Type	BookName	SegmentName	Desc	PageNum	PageID_0	PageID_1	PageID_2	PageID_3	PageID_4	PageID_5	PageID_6	PageID_7	PageID_8	PageID_9
7	5	3001	5	3	1	2	千字文	千字文第五章	梁朝周兴嗣所编之启蒙书。	3	1493	1494	1495							
8	1	3001	8	3	3	1	剑侠山河志	山河志第一章	记载剑侠大唐疆域地理之书。	2	68	69								
8	2	3001	8	3	3	1	剑侠山河志	山河志第二章	记载剑侠大唐疆域地理之书。	2	70	71								
8	3	3001	8	3	3	1	剑侠山河志	山河志第三章	记载剑侠大唐疆域地理之书。	2	72	73								
8	4	3001	8	3	3	1	剑侠山河志	山河志第四章	记载剑侠大唐疆域地理之书。	2	74	75								
8	5	2858	8	3	3	1	剑侠山河志	山河志第五章	记载剑侠大唐疆域地理之书。	2	76	77								
8	6	3528	8	3	3	1	剑侠山河志	山河志第六章	记载剑侠大唐疆域地理之书。	2	78	79								
8	7	2858	8	3	3	1	剑侠山河志	山河志第七章	记载剑侠大唐疆域地理之书。	2	80	81								
8	8	2858	8	3	3	1	剑侠山河志	山河志第八章	记载剑侠大唐疆域地理之书。	3	82	83	84							
9	1	3528	8	3	3	2	神兵宝鉴·剑部	剑部第一	记载历代宝剑之书。	3	85	86	87							
9	2	3001	8	3	3	2	神兵宝鉴·剑部	剑部第二	记载历代宝剑之书。	3	88	89	90							
9	3	2858	8	3	3	2	神兵宝鉴·剑部	剑部第三	记载历代宝剑之书。	3	91	92	93							
9	4	3001	8	3	3	2	神兵宝鉴·剑部	剑部第四	记载历代宝剑之书。	3	94	95	96							
9	5	3001	8	3	3	2	神兵宝鉴·剑部	剑部第五	记载历代宝剑之书。	3	97	98	99							
9	6	2858	8	3	3	2	神兵宝鉴·剑部	剑部第六	记载历代宝剑之书。	3	100	101	102							
9	7	3001	8	3	3	2	神兵宝鉴·剑部	剑部第七	记载历代宝剑之书。	2	441	442								
9	8	2858	8	3	3	2	神兵宝鉴·剑部	剑部第八	记载历代宝剑之书。	3	443	444	445							
10	1	3001	7	3	1	2	诗经选录·卷一	关雎	选于诗经，千古留名。	1	437									
10	2	2858	7	3	1	2	诗经选录·卷一	卷耳	选于诗经，千古留名。	1	103									
10	3	3001	7	3	1	2	诗经选录·卷一	樛木	选于诗经，千古留名。	1	104									
10	4	2858	7	3	1	2	诗经选录·卷一	螽斯	选于诗经，千古留名。	1	105									
10	5	3001	7	3	1	2	诗经选录·卷一	桃夭	选于诗经，千古留名。	1	106									
10	6	3001	7	3	1	2	诗经选录·卷一	兔罝	选于诗经，千古留名。	1	107									
10	7	2858	7	3	1	2	诗经选录·卷一	行露	选于诗经，千古留名。	1	108									
11	1	3001	7	3	1	2	青岩诗钞·卷一	归园田居	万花谷文人所编纂的诗歌辑录。	5	109	110	111	112	113					
11	2	2858	7	3	1	2	青岩诗钞·卷一	归鸟	万花谷文人所编纂的诗歌辑录。	4	114	115	116	117						
11	3	3001	7	3	1	2	青岩诗钞·卷一	劝农	万花谷文人所编纂的诗歌辑录。	6	118	119	120	121	122	123				
11	4	2858	7	3	1	2	青岩诗钞·卷一	停云并序	万花谷文人所编纂的诗歌辑录。	4	124	125	126	127						
11	5	3001	7	3	1	2	青岩诗钞·卷一	荣木并序	万花谷文人所编纂的诗歌辑录。	4	128	129	130	131						
11	6	3001	7	3	1	2	青岩诗钞·卷一	命子上	万花谷文人所编纂的诗歌辑录。	5	132	133	134	135	136					
11	7	2858	7	3	1	2	青岩诗钞·卷一	命子下	万花谷文人所编纂的诗歌辑录。	5	137	138	139	140	141					
12	1	3001	2	1	1	1	般若波罗密多心经	般若波罗密多心经	释门经典。	4	1470	1471	1472	1815						
12	2	3001	2	1	1	2	般若波罗密多心经	大藏经	释门经典。	5	21	22	23	24	25					
13	1	3001	4	1	1	1	盂兰盆经	盂兰盆经第一章	以修孝顺励佛弟子的旨意的释门经典。	2	145	146								
13	2	3001	4	1	1	1	盂兰盆经	盂兰盆经第二章	以修孝顺励佛弟子的旨意的释门经典。	2	147	148								
13	3	3001	4	1	1	1	盂兰盆经	盂兰盆经第三章	以修孝顺励佛弟子的旨意的释门经典。	2	149	150								
13	4	3001	4	1	1	1	盂兰盆经	盂兰盆经第四章	以修孝顺励佛弟子的旨意的释门经典。	2	151	152								
14	1	3001	5	1	1	1	青灯笑语	蜀鄙之僧	佛门中的趣事。	2	153	1677								
14	2	2858	5	1	1	1	青灯笑语	破戒	佛门中的趣事。	2	154	1676								
14	3	2858	5	1	1	1	青灯笑语	静坐	佛门中的趣事。	2	155	156								
14	4	3528	5	1	1	1	青灯笑语	化缘	佛门中的趣事。	2	157	158								
14	5	3001	5	1	1	1	青灯笑语	毒药	佛门中的趣事。	2	159	160								
15	1	3001	8	1	1	1	佛藏拾珠·卷一	贪引恶鬼品	少林弟子所选编的佛经故事。	1	161									
15	2	3001	8	1	1	1	佛藏拾珠·卷一	力士鹦鹉品	少林弟子所选编的佛经故事。	2	162	1678								
15	3	3001	8	1	1	1	佛藏拾珠·卷一	乌枭报怨品	少林弟子所选编的佛经故事。	1	163									
15	4	3001	8	1	1	1	佛藏拾珠·卷一	梵志献花品	少林弟子所选编的佛经故事。	2	164	1717								
15	5	3001	8	1	1	1	佛藏拾珠·卷一	盲人点灯品	少林弟子所选编的佛经故事。	3	165	446	166							
15	6	3001	8	1	1	1	佛藏拾珠·卷一	回头是岸品	少林弟子所选编的佛经故事。	3	167	168	447							
15	7	3001	8	1	1	1	佛藏拾珠·卷一	佛珠生菇品	少林弟子所选编的佛经故事。	3	169	170	448							
15	8	2858	8	1	1	1	佛藏拾珠·卷一	信徒遇溺品	少林弟子所选编的佛经故事。	2	171	172								
16	1	3001	8	1	1	1	佛藏拾珠·卷二	观音自拜品	少林弟子所选编的佛经故事。	2	173	174								
16	2	3001	8	1	1	1	佛藏拾珠·卷二	破杯悟禅品	少林弟子所选编的佛经故事。	3	175	176	453							
16	3	3001	8	1	1	1	佛藏拾珠·卷二	作龙虎画品	少林弟子所选编的佛经故事。	2	177	178								
16	4	3001	8	1	1	1	佛藏拾珠·卷二	老妇烧庵品	少林弟子所选编的佛经故事。	2	179	180								
16	5	3528	8	1	1	1	佛藏拾珠·卷二	童子辩禅品	少林弟子所选编的佛经故事。	3	181	182	449							
16	6	3528	8	1	1	1	佛藏拾珠·卷二	婆罗门妻品	少林弟子所选编的佛经故事。	8	183	184	185	186	187	188	189	450		
16	7	2858	8	1	1	1	佛藏拾珠·卷二	四马之喻品	少林弟子所选编的佛经故事。	7	190	191	192	193	194	451	454			
16	8	2858	8	1	1	1	佛藏拾珠·卷二	大萨他婆品	少林弟子所选编的佛经故事。	2	195	196								
17	1	3001	8	2	1	1	道德经·卷一	道德经卷一其一	道家圣典，太上老君老子所传。	2	197	198								
17	2	3001	8	2	1	1	道德经·卷一	道德经卷一其二	道家圣典，太上老君老子所传。	2	199	200								
17	3	3001	8	2	1	1	道德经·卷一	道德经卷一其三	道家圣典，太上老君老子所传。	2	201	202								
17	4	3001	8	2	1	1	道德经·卷一	道德经卷一其四	道家圣典，太上老君老子所传。	2	203	204								
17	5	3001	8	2	1	1	道德经·卷一	道德经卷一其五	道家圣典，太上老君老子所传。	2	205	206								
17	6	3001	8	2	1	1	道德经·卷一	道德经卷一其六	道家圣典，太上老君老子所传。	2	207	208								
17	7	3001	8	2	1	1	道德经·卷一	道德经卷一其七	道家圣典，太上老君老子所传。	2	209	210								
17	8	3001	8	2	1	1	道德经·卷一	道德经卷一其八	道家圣典，太上老君老子所传。	2	211	212								
18	1	3001	8	3	1	1	论语·卷一	论语卷一其一	儒家圣典，记载孔夫子及众弟子言行之书。	2	213	214								
18	2	3001	8	3	1	1	论语·卷一	论语卷一其二	儒家圣典，记载孔夫子及众弟子言行之书。	2	215	216								
18	3	3001	8	3	1	1	论语·卷一	论语卷一其三	儒家圣典，记载孔夫子及众弟子言行之书。	2	217	218								
18	4	3001	8	3	1	1	论语·卷一	论语卷一其四	儒家圣典，记载孔夫子及众弟子言行之书。	2	219	1718								
18	5	3001	8	3	1	1	论语·卷一	论语卷一其五	儒家圣典，记载孔夫子及众弟子言行之书。	2	220	221								
18	6	3001	8	3	1	1	论语·卷一	论语卷一其六	儒家圣典，记载孔夫子及众弟子言行之书。	2	222	223								
18	7	3001	8	3	1	1	论语·卷一	论语卷一其七	儒家圣典，记载孔夫子及众弟子言行之书。	3	224	225	1679							
18	8	2858	8	3	1	1	论语·卷一	论语卷一其八	儒家圣典，记载孔夫子及众弟子言行之书。	2	226	1719								
19	1	3001	8	2	1	1	纯阳会真录	轩辕黄帝传	纯阳教所编录之仙圣传说。	4	227	228	229	455						
19	2	3001	8	2	1	1	纯阳会真录	太上老子传	纯阳教所编录之仙圣传说。	2	230	231								
19	3	3001	8	2	1	1	纯阳会真录	文始先生传	纯阳教所编录之仙圣传说。	2	232	233								
19	4	3001	8	2	1	1	纯阳会真录	南华真人传	纯阳教所编录之仙圣传说。	2	234	235								
19	5	3001	8	2	1	1	纯阳会真录	列子真人传	纯阳教所编录之仙圣传说。	2	236	237								
19	6	3001	8	2	1	1	纯阳会真录	天师道陵传	纯阳教所编录之仙圣传说。	2	238	239								
19	7	3001	8	2	1	1	纯阳会真录	云牙真人传	纯阳教所编录之仙圣传说。	2	240	241								
19	8	2858	8	2	1	1	纯阳会真录	仙翁葛玄传	纯阳教所编录之仙圣传说。	2	242	243								
20	1	2858	8	3	1	2	青岩诗钞·卷二	少年行	万花谷文人所编纂的诗歌辑录。	2	244	245								
20	2	3001	8	3	1	2	青岩诗钞·卷二	渭城曲	万花谷文人所编纂的诗歌辑录。	1	246									
20	3	3001	8	3	1	2	青岩诗钞·卷二	关山月	万花谷文人所编纂的诗歌辑录。	1	247									
20	4	3001	8	3	1	2	青岩诗钞·卷二	荆州歌	万花谷文人所编纂的诗歌辑录。	1	248									
20	5	3001	8	3	1	2	青岩诗钞·卷二	子夜吴歌之春歌	万花谷文人所编纂的诗歌辑录。	1	249									
20	6	3001	8	3	1	2	青岩诗钞·卷二	子夜吴歌之夏歌	万花谷文人所编纂的诗歌辑录。	1	250									
20	7	3001	8	3	1	2	青岩诗钞·卷二	子夜吴歌之秋歌	万花谷文人所编纂的诗歌辑录。	1	251									
20	8	2858	8	3	1	2	青岩诗钞·卷二	子夜吴歌之冬歌	万花谷文人所编纂的诗歌辑录。	1	252									
21	1	3001	8	3	3	2	神兵宝鉴·枪部	枪部第一章	记载历代神枪之书。	1	253									
21	2	3001	8	3	3	2	神兵宝鉴·枪部	枪部第二章	记载历代神枪之书。	1	254									
21	3	2858	8	3	3	2	神兵宝鉴·枪部	枪部第三章	记载历代神枪之书。	1	255									
21	4	2858	8	3	3	2	神兵宝鉴·枪部	枪部第四章	记载历代神枪之书。	1	256									
21	5	2858	8	3	3	2	神兵宝鉴·枪部	枪部第五章	记载历代神枪之书。	2	257	1682								
21	6	3001	8	3	3	2	神兵宝鉴·枪部	枪部第六章	记载历代神枪之书。	2	258	1680								
21	7	2858	8	3	3	2	神兵宝鉴·枪部	枪部第七章	记载历代神枪之书。	2	259	1681								
21	8	2859	8	3	3	2	神兵宝鉴·枪部	枪部第八章	记载历代神枪之书。	2	260	261								
22	1	2861	8	3	3	1	剑侠武林志·卷一	武林志卷一第一章	记载大唐武林见闻之书。	2	438	1720								
22	2	2861	8	3	3	1	剑侠武林志·卷一	武林志卷一第二章	记载大唐武林见闻之书。	2	419	482								
22	3	2861	8	3	3	1	剑侠武林志·卷一	武林志卷一第三章	记载大唐武林见闻之书。	2	420	483								
22	4	2861	8	3	3	1	剑侠武林志·卷一	武林志卷一第四章	记载大唐武林见闻之书。	2	421	484								
22	5	2861	8	3	3	1	剑侠武林志·卷一	武林志卷一第五章	记载大唐武林见闻之书。	2	492	493								
22	6	2861	8	3	3	1	剑侠武林志·卷一	武林志卷一第六章	记载大唐武林见闻之书。	2	494	495								
22	7	2861	8	3	3	1	剑侠武林志·卷一	武林志卷一第七章	记载大唐武林见闻之书。	2	496	497								
22	8	2861	8	3	3	1	剑侠武林志·卷一	武林志卷一第八章	记载大唐武林见闻之书。	2	498	499								
23	1	3001	2	1	3	1	十三棍僧救唐王	十三棍僧救唐王上	少林僧众助太宗定江山之故事。	3	262	263	264							
23	2	3001	2	1	3	1	十三棍僧救唐王	十三棍僧救唐王下	少林僧众助太宗定江山之故事。	4	265	266	267	268						
24	1	3001	7	1	1	2	云水禅诗·卷一	见性偈	悟禅论理，心如云水。	1	269									
24	2	3001	7	1	1	2	云水禅诗·卷一	渔家傲上	悟禅论理，心如云水。	2	270	271								
24	3	3001	7	1	1	2	云水禅诗·卷一	渔家傲下	悟禅论理，心如云水。	2	272	273								
24	4	3001	7	1	1	2	云水禅诗·卷一	神照本如开悟诗	悟禅论理，心如云水。	1	274									
24	5	2858	7	1	1	2	云水禅诗·卷一	洞山开悟诗	悟禅论理，心如云水。	1	275									
24	6	2858	7	1	1	2	云水禅诗·卷一	龙门清远开悟诗	悟禅论理，心如云水。	1	276									
24	7	3528	7	1	1	2	云水禅诗·卷一	何山守旬开悟诗	悟禅论理，心如云水。	1	277									
25	1	3528	1	1	1	1	皇帝嵩岳少林寺碑	皇帝嵩岳少林寺碑	太宗表彰少林寺僧助唐平定王世充的战功。	2	422	423								
26	1	3528	2	1	1	1	佛说老女人经	佛说老女人经上部	佛门经典。	3	278	279	280							
26	2	3001	2	1	1	1	佛说老女人经	佛说老女人经下部	佛门经典。	3	281	282	283							
27	1	3001	8	1	1	1	世尊释迦传	释迦传略	佛祖释迦牟之生平。	2	284	285								
27	2	3001	8	1	1	1	世尊释迦传	第一章·梦象受孕	佛祖释迦牟之生平。	2	286	287								
27	3	3528	8	1	1	1	世尊释迦传	第二章·七步莲花	佛祖释迦牟之生平。	2	288	289								
27	4	3001	8	1	1	1	世尊释迦传	第三章·姨母抚育	佛祖释迦牟之生平。	2	290	291								
27	5	2859	8	1	1	1	世尊释迦传	第四章·出游感苦	佛祖释迦牟之生平。	2	292	293								
27	6	2861	8	1	1	1	世尊释迦传	第五章·夜别妻儿	佛祖释迦牟之生平。	2	294	295								
27	7	2862	8	1	1	1	世尊释迦传	第六章·夜渡凡尘	佛祖释迦牟之生平。	2	296	297								
27	8	2862	8	1	1	1	世尊释迦传	第七章·削发更衣	佛祖释迦牟之生平。	2	298	299								
28	1	3528	7	2	2	1	鬼谷子本经阴符七术	鬼谷子本经阴符七术之一	鬼谷子所传养神蓄锐之道。	2	300	301								
28	2	3001	7	2	2	1	鬼谷子本经阴符七术	鬼谷子本经阴符七术之二	鬼谷子所传养神蓄锐之道。	2	302	303								
28	3	2858	7	2	2	1	鬼谷子本经阴符七术	鬼谷子本经阴符七术之三	鬼谷子所传养神蓄锐之道。	3	304	305	1683							
28	4	2859	7	2	2	1	鬼谷子本经阴符七术	鬼谷子本经阴符七术之四	鬼谷子所传养神蓄锐之道。	3	306	307	1684							
28	5	2861	7	2	2	1	鬼谷子本经阴符七术	鬼谷子本经阴符七术之五	鬼谷子所传养神蓄锐之道。	2	308	309								
28	6	2862	7	2	2	1	鬼谷子本经阴符七术	鬼谷子本经阴符七术之六	鬼谷子所传养神蓄锐之道。	2	310	311								
28	7	2862	7	2	2	1	鬼谷子本经阴符七术	鬼谷子本经阴符七术之七	鬼谷子所传养神蓄锐之道。	2	312	313								
29	1	3528	1	2	1	1	黄帝阴符经	黄帝阴符经	轩辕黄帝所传之经书。	4	315	316	317	452						
30	1	3528	7	2	1	1	道德经·卷二	道德经卷二其一	道家圣典，太上老君老子所传。	2	318	319								
30	2	3001	7	2	1	1	道德经·卷二	道德经卷二其二	道家圣典，太上老君老子所传。	2	320	321								
30	3	3001	7	2	1	1	道德经·卷二	道德经卷二其三	道家圣典，太上老君老子所传。	2	322	323								
30	4	3001	7	2	1	1	道德经·卷二	道德经卷二其四	道家圣典，太上老君老子所传。	2	324	325								
30	5	3001	7	2	1	1	道德经·卷二	道德经卷二其五	道家圣典，太上老君老子所传。	2	326	327								
30	6	3001	7	2	1	1	道德经·卷二	道德经卷二其六	道家圣典，太上老君老子所传。	2	328	329								
30	7	3001	7	2	1	1	道德经·卷二	道德经卷二其七	道家圣典，太上老君老子所传。	2	330	331								
31	1	2858	7	2	1	1	纯阳立教十五论	纯阳立教论第一章	纯阳子吕洞宾真人所立下的门规。	2	332	333								
31	2	3528	7	2	1	1	纯阳立教十五论	纯阳立教论第二章	纯阳子吕洞宾真人所立下的门规。	2	334	335								
31	3	2858	7	2	1	1	纯阳立教十五论	纯阳立教论第三章	纯阳子吕洞宾真人所立下的门规。	2	336	337								
31	4	3001	7	2	1	1	纯阳立教十五论	纯阳立教论第四章	纯阳子吕洞宾真人所立下的门规。	2	338	339								
31	5	3001	7	2	1	1	纯阳立教十五论	纯阳立教论第五章	纯阳子吕洞宾真人所立下的门规。	2	340	341								
31	6	3001	7	2	1	1	纯阳立教十五论	纯阳立教论第六章	纯阳子吕洞宾真人所立下的门规。	2	342	343								
31	7	2858	7	2	1	1	纯阳立教十五论	纯阳立教论第七章	纯阳子吕洞宾真人所立下的门规。	3	344	345	346							
32	1	3529	7	3	3	1	药王百花谱	药王百花谱之一	花谷药王孙思邈所著的花草药性之说。	4	424	486	425	487						
32	2	3529	7	3	3	1	药王百花谱	药王百花谱之二	花谷药王孙思邈所著的花草药性之说。	3	426	488	427							
32	3	3529	7	3	3	1	药王百花谱	药王百花谱之三	花谷药王孙思邈所著的花草药性之说。	2	428	429								
32	4	2862	7	3	3	1	药王百花谱	药王百花谱之四	花谷药王孙思邈所著的花草药性之说。	2	1496	1497								
32	5	2862	7	3	3	1	药王百花谱	药王百花谱之五	花谷药王孙思邈所著的花草药性之说。	2	1498	1499								
32	6	2862	7	3	3	1	药王百花谱	药王百花谱之六	花谷药王孙思邈所著的花草药性之说。	2	1500	1501								
32	7	2862	7	3	3	1	药王百花谱	药王百花谱之七	花谷药王孙思邈所著的花草药性之说。	2	1502	1503								
33	1	3001	7	3	4	2	毒览	毒览第一章·断肠草	五毒教所秘藏的天下奇毒之书。	1	430									
33	2	3001	7	3	4	2	毒览	毒览第二章·鹤顶红	五毒教所秘藏的天下奇毒之书。	1	431									
33	3	3001	7	3	4	2	毒览	毒览第三章·一钩吻	五毒教所秘藏的天下奇毒之书。	1	432									
33	4	2859	7	3	4	2	毒览	毒览第四章·鸩酒	五毒教所秘藏的天下奇毒之书。	1	433									
33	5	2859	7	3	4	2	毒览	毒览第五章·见血封喉	五毒教所秘藏的天下奇毒之书。	2	434	489								
33	6	3001	7	3	4	2	毒览	毒览第六章·乌头	五毒教所秘藏的天下奇毒之书。	2	435	490								
33	7	3001	7	3	4	2	毒览	毒览第七章·情花	五毒教所秘藏的天下奇毒之书。	2	436	491								
34	1	2859	6	3	2	2	三十六计	三十六计第一章	古人流传下来的秘本兵法。	2	347	348								
34	2	2858	6	3	2	2	三十六计	三十六计第二章	古人流传下来的秘本兵法。	2	349	350								
34	3	3001	6	3	2	2	三十六计	三十六计第三章	古人流传下来的秘本兵法。	2	351	352								
34	4	2858	6	3	2	2	三十六计	三十六计第四章	古人流传下来的秘本兵法。	2	456	457								
34	5	3528	6	3	2	2	三十六计	三十六计第五章	古人流传下来的秘本兵法。	2	458	459								
34	6	3528	6	3	2	2	三十六计	三十六计第六章	古人流传下来的秘本兵法。	2	460	461								
35	1	3528	7	1	1	1	佛藏拾珠·卷三	白象狮子品	少林弟子所选编的佛经故事。	2	353	354								
35	2	3528	7	1	1	1	佛藏拾珠·卷三	五百商客品	少林弟子所选编的佛经故事。	3	355	356	357							
35	3	3001	7	1	1	1	佛藏拾珠·卷三	一村菊香品	少林弟子所选编的佛经故事。	3	358	359	462							
35	4	3001	7	1	1	1	佛藏拾珠·卷三	雁王说法品	少林弟子所选编的佛经故事。	4	360	361	362	463						
35	5	2858	7	1	1	1	佛藏拾珠·卷三	富人四妻品	少林弟子所选编的佛经故事。	3	363	364	464							
35	6	2858	7	1	1	1	佛藏拾珠·卷三	愚友似敌品	少林弟子所选编的佛经故事。	2	365	366								
35	7	3001	7	1	1	1	佛藏拾珠·卷三	生忧死忧品	少林弟子所选编的佛经故事。	4	367	368	369	465						
36	1	3528	8	1	1	2	金刚经·卷一	金刚经卷一第一章	释门圣典，按照此经修持能成就金刚不坏之本质。	2	370	371								
36	2	3001	8	1	1	2	金刚经·卷一	金刚经卷一第二章	释门圣典，按照此经修持能成就金刚不坏之本质。	2	372	373								
36	3	3001	8	1	1	2	金刚经·卷一	金刚经卷一第三章	释门圣典，按照此经修持能成就金刚不坏之本质。	3	374	375	376							
36	4	3001	8	1	1	2	金刚经·卷一	金刚经卷一第四章	释门圣典，按照此经修持能成就金刚不坏之本质。	2	377	378								
36	5	2858	8	1	1	2	金刚经·卷一	金刚经卷一第五章	释门圣典，按照此经修持能成就金刚不坏之本质。	3	379	380	466							
36	6	3001	8	1	1	2	金刚经·卷一	金刚经卷一第六章	释门圣典，按照此经修持能成就金刚不坏之本质。	2	381	382								
36	7	3001	8	1	1	2	金刚经·卷一	金刚经卷一第七章	释门圣典，按照此经修持能成就金刚不坏之本质。	3	383	384	467							
36	8	3528	8	1	1	2	金刚经·卷一	金刚经卷一第八章	释门圣典，按照此经修持能成就金刚不坏之本质。	4	385	386	387	468						
37	1	3001	4	1	1	2	金刚经·卷二	金刚经卷二第一章	释门圣典，按照此经修持能成就金刚不坏之本质。	2	388	389								
37	2	2858	4	1	1	2	金刚经·卷二	金刚经卷二第二章	释门圣典，按照此经修持能成就金刚不坏之本质。	2	390	391								
37	3	3001	4	1	1	2	金刚经·卷二	金刚经卷二第三章	释门圣典，按照此经修持能成就金刚不坏之本质。	4	382	393	394	469						
37	4	3001	4	1	1	2	金刚经·卷二	金刚经卷二第四章	释门圣典，按照此经修持能成就金刚不坏之本质。	2	395	396								
38	1	3528	8	3	1	1	论语·卷二	论语卷二其一	儒家圣典，记载孔夫子及众弟子言行之书。	2	397	470								
38	2	3001	8	3	1	1	论语·卷二	论语卷二其二	儒家圣典，记载孔夫子及众弟子言行之书。	2	398	471								
38	3	3001	8	3	1	1	论语·卷二	论语卷二其三	儒家圣典，记载孔夫子及众弟子言行之书。	2	399	472								
38	4	3001	8	3	1	1	论语·卷二	论语卷二其四	儒家圣典，记载孔夫子及众弟子言行之书。	2	400	473								
38	5	3001	8	3	1	1	论语·卷二	论语卷二其五	儒家圣典，记载孔夫子及众弟子言行之书。	2	401	474								
38	6	3001	8	3	1	1	论语·卷二	论语卷二其六	儒家圣典，记载孔夫子及众弟子言行之书。	2	402	475								
38	7	3001	8	3	1	1	论语·卷二	论语卷二其七	儒家圣典，记载孔夫子及众弟子言行之书。	2	403	476								
38	8	2858	8	3	1	1	论语·卷二	论语卷二其八	儒家圣典，记载孔夫子及众弟子言行之书。	2	404	477								
39	1	3528	8	2	1	2	吕祖百字碑疏义	吕祖百字碑文	纯阳子百字碑碑文及其释义。	1	405									
39	2	3001	8	2	1	2	吕祖百字碑疏义	吕祖百字碑疏义其一	纯阳子百字碑碑文及其释义。	2	406	407								
39	3	3001	8	2	1	2	吕祖百字碑疏义	吕祖百字碑疏义其二	纯阳子百字碑碑文及其释义。	3	408	478	409							
39	4	2858	8	2	1	2	吕祖百字碑疏义	吕祖百字碑疏义其三	纯阳子百字碑碑文及其释义。	3	410	411	479							
39	5	3001	8	2	1	2	吕祖百字碑疏义	吕祖百字碑疏义其四	纯阳子百字碑碑文及其释义。	2	412	480								
39	6	2859	8	2	1	2	吕祖百字碑疏义	吕祖百字碑疏义其五	纯阳子百字碑碑文及其释义。	2	413	414								
39	7	3001	8	2	1	2	吕祖百字碑疏义	吕祖百字碑疏义其六	纯阳子百字碑碑文及其释义。	2	415	416								
39	8	3001	8	2	1	2	吕祖百字碑疏义	吕祖百字碑疏义其七	纯阳子百字碑碑文及其释义。	2	417	481								
40	1	3528	1	2	4	2	吕祖长生方	吕祖长生方	吕祖游庐山，遇异人受长生诀而得道。	6	1	2	3	4	5	439				
41	1	3001	8	3	1	2	诗经选录·卷二	鹊巢	选于诗经，千古留名。	1	500									
41	2	3001	8	3	1	2	诗经选录·卷二	羔羊	选于诗经，千古留名。	1	501									
41	3	3528	8	3	1	2	诗经选录·卷二	绿衣	选于诗经，千古留名。	1	502									
41	4	2858	8	3	1	2	诗经选录·卷二	终风	选于诗经，千古留名。	1	503									
41	5	3001	8	3	1	2	诗经选录·卷二	击鼓	选于诗经，千古留名。	1	504									
41	6	2858	8	3	1	2	诗经选录·卷二	凯风	选于诗经，千古留名。	1	505									
41	7	3001	8	3	1	2	诗经选录·卷二	式微	选于诗经，千古留名。	1	506									
41	8	2859	8	3	1	2	诗经选录·卷二	静女	选于诗经，千古留名。	1	507									
42	1	3528	8	3	2	1	琴典	琴典第一章	大唐四典之一，论琴之书。	2	1212	1213								
42	2	3528	8	3	2	1	琴典	琴典第二章	大唐四典之一，论琴之书。	3	1214	1215	1216							
42	3	3528	8	3	2	1	琴典	琴典第三章	大唐四典之一，论琴之书。	3	1217	1218	1219							
42	4	3001	8	3	2	1	琴典	琴典第四章	大唐四典之一，论琴之书。	2	1220	1221								
