TempleteId	MapId	Positions
201	30	84119,48349
202	6	74371,24371;71335,25305;71455,24478;71480,29533;71562,27245;71892,31141;72156,21184;72793,24909;72896,23896;72929,33156;73076,28557;73184,26524;73331,34115;73476,22604;73488,35743;73495,30734;73597,20934;73784,39317;74087,38072;74139,33255;74167,32072;74370,40762;74458,22116;74543,25601;74558,23202;74762,28066;74980,30786;75139,43253;75149,34697;75204,38738;75329,41729;75514,21783;75525,25211;75539,27005;75572,24267;75604,23146;75658,33545;75846,32266;75978,37745;75994,40714;76067,45110;76281,43924;76532,42077;76952,43284;77500,44815;84239,38378;84406,36642;84860,35690;85251,34610;85473,38970;85957,38813
204	37	21969,15351;23664,15347
205	37	22829,14344
207	37	7893,9850
208	6	60077,32394;36603,36858;39452,39076;39568,30329;41335,47652;41934,46182;42087,47268;42098,42760;42912,46128;43790,45174;44262,43345;44283,40146;44550,47553;44572,45288;45185,46173;45305,43309;45311,39310;45701,38296;45894,40469;46278,46997;46319,41257;46694,45502;46794,42582;47077,46084;47139,43339;47844,41731;47936,40217;48182,46025;48229,44892;48347,43307;48573,39345;48797,41433;48983,39855;49171,46698;49540,44855;50075,46027;50189,47363;50361,40439;51005,39703;51020,41379;51194,46047;52080,40704;52081,41703;52419,39816;53157,44930;53161,40912;53510,32391;53553,45777;53646,35228;53746,41917;53770,39413;53884,31782;54075,30353;54144,43399;54186,38903;54273,35864;54419,40424;54536,41621;54700,42684;54947,43374;55078,32302;55124,31318;55140,39441;55198,36068;55231,46520;55449,40942;55626,30987;55660,34984;55825,43739;55843,38598;56334,39270;56342,33998;56570,34851;56986,36637;57538,34082;57899,32420;58263,35758;58652,30627;58671,31514;58818,32494;59184,33751;59326,35554;59811,35029;60133,31721;60270,35334;60337,30965;60910,30964;60997,32244;61085,34461;62189,32047;62541,30952;63295,32189;63789,31247;64267,30737;64946,31419;65083,33036;65475,41442;65994,31830;66058,34618;66400,31186;66409,41467;67218,41399;67595,34698;67859,38301;68024,32265;68345,36533;68713,41134;68821,32242;69096,39185;69321,37368;69471,42761;69695,35242;69859,39969;70083,42894;70608,36935;70746,38590;71187,40730;72684,36588;73163,41606
210	6	53903,16879;47690,19209;48053,17233;48457,18498;49460,17324;49904,16131;50161,18963;51407,15699;52397,14655;52619,17671;53100,26828;53123,23822;53283,16037;53973,25110;54176,27902;54273,14471;54621,15393;54701,13624;54726,18119;54990,20037;54990,23036;55065,25722;55151,16867;55252,26883;55516,19162;55661,15547;55937,17931;56157,24851;56877,21829;57042,19722;57173,16570;57915,18732;57949,24423;58062,25689;58325,27634;58524,22518;58733,17676;58877,15986;58900,19333;58937,26053
211	6	62314,42687;56455,40558;56908,43112;58060,39422;58737,44499;59164,36826;59659,44177;60005,43657;60933,43955;61129,36146;62280,43993;62679,41383;63149,40714;63191,35364;64027,41649;64298,35117;64702,40010;64880,42790;65793,39566;65994,35775;66490,38702;66649,37101;67035,39754;67122,35402
212	6	38660,37218;33999,35500;34718,38950;34875,34111;34945,37798;35621,33187;35631,39179;36786,30938;36807,32563;36924,35105;37078,39308;37229,40277;37360,33821;37462,28327;37773,36129;37790,29927;37929,32477;37949,38716;38150,35545;38274,39726;38665,34575;38791,41198;39116,42515;39118,29393;39209,36123;39438,35341;39789,39707;39871,46719;39886,45821;39907,44280;39985,31628;40013,33559;40082,41243;40408,43279;40456,38961;40523,34928;40973,40060;40992,44254;41052,31007;41129,45298;41221,34680;41261,42618;41427,41207;41500,39200;41864,44094;42143,31666;42198,44899;42362,40707;43093,44535;43183,42983;43531,39924;43995,40797;44496,39748;44558,41796;57974,30926;59425,31130;67112,31628;68200,42052;68349,40195;68582,33254;69661,40960;70577,32744
213	36	10258,24139;8100,24127;8178,25939;9191,24134;9355,25917;10313,25894;11009,24135;11150,25898
214	36	20458,22717;19777,22351;19861,22161;20036,22720;20054,22089;20064,25072;20254,22108;20370,24825;20384,25715;20537,23610;20650,22319;21005,23538;21249,22744
215	36	17418,6730;14530,3059;14553,2739;14789,5843;14965,5574;15345,3410;17249,4482;17306,4291;17514,10773;19250,7050;19321,6930;19434,12995;19645,9486;19761,12963;20402,7396
217	6	46305,32895
218	6	41735,22934;43515,28307;45143,24654;47963,28320;50724,23792
219	34	26762,33917;13950,26803;14169,22289;14210,26746;14225,27508;14384,21999;14415,27522;14507,26732;14518,22467;14533,22329;14653,27509;15595,5454;15632,5337;15775,5431;15787,5306;15918,5329;15918,5476;17357,26370;17473,32308;17559,31745;17565,32218;17816,24022;17993,24012;20618,25229;20751,25199;21078,29418;21144,29611;22118,20822;22302,20625;24944,21209;25006,21720;26374,33933;26402,34103;26555,33952;26570,34090;26704,7887;26745,34072;26860,8449;26925,7834;27015,31611;27045,2175;27128,31710;27187,2240;27290,8243;27297,31812;27327,1597;27329,2322;27387,8427;27459,5231;27470,1709;27486,31935;27613,1855;28503,5716;28922,13818;29204,13474;29485,13418;29678,12494;31871,17366;31991,17375;32034,19534;32126,19481;32127,21476;32484,25937;32549,37320;32554,22053;32670,37370;34675,5892;34707,5255;35628,19959;35809,20651;35998,13807;36403,12425;36444,13902;36694,13405;36979,12308;37400,11977;38845,5633;38854,5545;38929,5475;40430,20723
219	47	26762,33917;14169,22289;14384,21999;14518,22467;14533,22329;17000,10956;17037,10839;17180,10933;17192,10809;17323,10831;17323,10978;17357,26370;17473,32308;17565,32218;17816,24022;17993,24012;21078,29418;21144,29611;26374,33933;26402,34103;26555,33952;26570,34090;26704,7887;26745,34072;26860,8449;26925,7834;27015,31611;27045,2175;27128,31710;27187,2240;27290,8243;27297,31812;27327,1597;27329,2322;27387,8427;27459,5231;27470,1709;27486,31935;27613,1855;28503,5716;28922,13818;29204,13474;29485,13418;29678,12494;32300,25657;32483,25935;32549,37320;32670,37370;32672,37202;32783,37248;32811,37484;32941,37363;34675,5892;34707,5255;35998,13807;36403,12425;36444,13902;36694,13405;36979,12308;37400,11977;38845,5633;38854,5545;38929,5475;40430,20723
220	36	17842,32368
221	36	18291,32346
223	6	18635,44583;16793,45703;17197,45510;17659,42728;17935,42899;18282,46858;18494,45829;18829,44368;19566,42295;20312,47756;22626,46610;22857,39152;22943,37127;23061,37574;23239,37390;23248,46644;24052,37770;24086,37258;24865,38393;25238,36808;26659,42270;27106,49927;27285,51374;27749,36683;27948,36523;28127,37406;29181,36964;29969,49343;30822,36558;33152,43188
225	6	32457,45505;18711,41860;23239,47245;26457,48327;26801,48443;28783,51468;29084,48374;29731,48451;29739,42330;30469,47740;30785,41239;31150,41205;31637,45386;32233,44077;32753,45643;33133,45746;33540,43929
226	6	27308,43036;23074,46637;24361,46009;25153,49725;25334,42096;25713,43475;25809,43368;26612,43491;26713,42624;27097,43954;27161,52517;27240,47720;27246,49361;27289,52906;27431,47743;27453,44540;27462,52623;27707,41185;27793,51893;27812,41937;28057,42048;28368,53722;28463,42428;28608,51470;28789,43864;28793,43410;29128,44700;29161,41140;29956,49158;30764,47377;31271,44162;31949,47782
