ID	Level	TypeID	SkillID	IconID	Name	Desc
121	1	2	49	1880	《扫叶腿法·回风扫叶》注解残页	施展招式的消耗降低40%。
122	1	2	49	1880	《扫叶腿法·回风扫叶》注解断篇	施展招式的消耗降低50%。
123	1	6	49	1884	《扫叶腿法·回风扫叶》参悟残页	招式伤害提高100%。
124	1	6	49	1884	《扫叶腿法·回风扫叶》参悟断篇	招式伤害提高100%。
125	1	1	58	1879	《混元气·猛虎下山》穴位图残页	调息时间减少5秒。
126	1	1	58	1879	《混元气·猛虎下山》穴位图断篇	调息时间减少10秒。
127	1	2	58	1880	《混元气·猛虎下山》注解残页	施展招式的消耗降低10%。
128	1	8	58	1886	《混元气·猛虎下山》人偶图残页	招式附加气血恢复，持续9秒。
129	1	8	58	1886	《混元气·猛虎下山》人偶图断篇	招式附加气血恢复，持续9秒。
130	1	8	58	1886	《混元气·猛虎下山》人偶图绝章	招式附加气血恢复，持续9秒。
131	1	1	564	1835	《猿公剑法·剑灵寰宇》穴位图残页	调息时间减少2秒。
132	1	1	564	1835	《猿公剑法·剑灵寰宇》穴位图断篇	调息时间减少3秒。
133	1	2	564	1836	《猿公剑法·剑灵寰宇》注解残页	施展招式的消耗降低20%。
134	1	2	564	1836	《猿公剑法·剑灵寰宇》注解断篇	施展招式的消耗降低20%。
135	1	9	564	1843	《猿公剑法·剑灵寰宇》真传残页	招式的有效距离增加2尺。
136	1	6	564	1840	《猿公剑法·剑灵寰宇》参悟残页	招式伤害提高15%。
137	1	6	564	1840	《猿公剑法·剑灵寰宇》参悟断篇	招式伤害提高15%。
138	1	6	564	1840	《猿公剑法·剑灵寰宇》参悟绝章	招式伤害提高20%。
139	1	1	561	1835	《猿公剑法·剑气长江》穴位图残页	调息时间减少1秒。
140	1	1	561	1835	《猿公剑法·剑气长江》穴位图断篇	调息时间减少1秒。
141	1	2	561	1836	《猿公剑法·剑气长江》注解残页	施展招式的消耗降低10%。
142	1	2	561	1836	《猿公剑法·剑气长江》注解断篇	施展招式的消耗降低10%。
143	1	5	561	1839	《猿公剑法·剑气长江》秘诀残页	会心提高2%。
144	1	5	561	1839	《猿公剑法·剑气长江》秘诀断篇	会心提高3%。
145	1	6	561	1840	《猿公剑法·剑气长江》参悟残页	招式伤害提高4%。
146	1	6	561	1840	《猿公剑法·剑气长江》参悟断篇	招式伤害提高6%。
147	1	2	562	1836	《猿公剑法·剑主天地》注解残页	施展招式的消耗降低10%。
148	1	2	562	1836	《猿公剑法·剑主天地》注解断篇	施展招式的消耗降低10%。
149	1	9	562	1843	《猿公剑法·剑主天地》真传残页	招式的有效距离增加1尺。
150	1	9	562	1843	《猿公剑法·剑主天地》真传断篇	招式的有效距离增加1尺。
151	1	6	562	1840	《猿公剑法·剑主天地》参悟残页	招式伤害提高3%。
152	1	6	562	1840	《猿公剑法·剑主天地》参悟断篇	招式伤害提高4%。
153	1	8	562	1842	《猿公剑法·剑主天地》人偶图残页	招式减速效果提高10%。
154	1	2	553	1836	《西河剑器·江海凝光》注解残页	施展招式的消耗降低10%。
155	1	5	553	1839	《西河剑器·江海凝光》秘诀残页	会心提高2%。
156	1	5	553	1839	《西河剑器·江海凝光》秘诀断篇	会心提高3%。
157	1	9	553	1843	《西河剑器·江海凝光》真传残页	招式的有效距离增加2尺。
158	1	9	553	1843	《西河剑器·江海凝光》真传断篇	招式的有效距离增加2尺。
159	1	9	553	1843	《西河剑器·江海凝光》真传绝章	招式的有效距离增加2尺。
160	1	6	553	1840	《西河剑器·江海凝光》参悟残页	招式伤害提高15%。
161	1	6	553	1840	《西河剑器·江海凝光》参悟断篇	招式伤害提高15%。
162	1	1	552	1835	《剑器浑脱·邻里曲》穴位图残页	调息时间减少100秒。
163	1	1	552	1835	《剑器浑脱·邻里曲》穴位图断篇	调息时间减少100秒。
164	1	1	552	1835	《剑器浑脱·邻里曲》穴位图绝章	调息时间减少100秒。
165	1	2	552	1836	《剑器浑脱·邻里曲》注解残页	施展招式的消耗降低20%。
166	1	2	552	1836	《剑器浑脱·邻里曲》注解断篇	施展招式的消耗降低30%。
167	1	8	552	1842	《剑器浑脱·邻里曲》人偶图残页	使“天地低昂”重置。
168	1	8	552	1842	《剑器浑脱·邻里曲》人偶图断篇	使“鹊踏枝”重置。
169	1	1	573	1835	《剑器浑脱·满堂势》穴位图残页	调息时间减少15秒。
170	1	1	573	1835	《剑器浑脱·满堂势》穴位图断篇	调息时间减少20秒。
171	1	1	573	1835	《剑器浑脱·满堂势》穴位图绝章	调息时间减少25秒。
172	1	2	573	1836	《剑器浑脱·满堂势》注解残页	施展招式的消耗降低20%。
173	1	2	573	1836	《剑器浑脱·满堂势》注解断篇	施展招式的消耗降低30%。
174	1	8	573	1842	《剑器浑脱·满堂势》人偶图残页	招式附加闪避值提高10%，持续5秒。
175	1	8	573	1842	《剑器浑脱·满堂势》人偶图断篇	招式附加额外内功防御提高30点，持续5秒。
176	1	2	556	1836	《霓裳羽衣·上元点鬟》注解残页	施展招式的消耗降低5%。
177	1	2	556	1836	《霓裳羽衣·上元点鬟》注解断篇	施展招式的消耗降低10%。
178	1	2	556	1836	《霓裳羽衣·上元点鬟》注解绝章	施展招式的消耗降低10%。
179	1	9	556	1843	《霓裳羽衣·上元点鬟》真传残页	招式的有效距离增加2尺。
180	1	9	556	1843	《霓裳羽衣·上元点鬟》真传断篇	招式的有效距离增加2尺。
181	1	9	556	1843	《霓裳羽衣·上元点鬟》真传绝章	招式的有效距离增加2尺。
182	1	8	556	1842	《霓裳羽衣·上元点鬟》人偶图断篇	疗伤成效提高7%。
183	1	1	557	1835	《西河剑器·天地低昂》穴位图残页	调息时间减少15秒。
184	1	1	557	1835	《西河剑器·天地低昂》穴位图断篇	调息时间减少15秒。
185	1	2	557	1836	《西河剑器·天地低昂》注解残页	施展招式的消耗降低20%。
186	1	2	557	1836	《西河剑器·天地低昂》注解断篇	施展招式的消耗降低30%。
187	1	10	557	1844	《西河剑器·天地低昂》手抄残页	招式附加效果持续时间增加3秒。
188	1	8	557	1842	《西河剑器·天地低昂》人偶图断篇	招式附加内力恢复，持续12秒。
189	1	8	557	1842	《西河剑器·天地低昂》人偶图残页	招式附加气血恢复，持续9秒。
190	1	2	554	1836	《霓裳羽衣·翔鸾舞柳》注解残页	施展招式的消耗降低5%。
191	1	2	554	1836	《霓裳羽衣·翔鸾舞柳》注解断篇	施展招式的消耗降低10%。
192	1	9	554	1843	《霓裳羽衣·翔鸾舞柳》真传残页	招式的有效距离增加2尺。
193	1	9	554	1843	《霓裳羽衣·翔鸾舞柳》真传断篇	招式的有效距离增加2尺。
194	1	9	554	1843	《霓裳羽衣·翔鸾舞柳》真传绝章	招式的有效距离增加2尺。
195	1	8	554	1842	《霓裳羽衣·翔鸾舞柳》人偶图残页	疗伤成效提高3%。
196	1	8	554	1842	《霓裳羽衣·翔鸾舞柳》人偶图断篇	疗伤成效提高5%。
197	1	1	551	1835	《剑器浑脱·心鼓弦》穴位图残页	调息时间减少120秒。
198	1	1	551	1835	《剑器浑脱·心鼓弦》穴位图断篇	调息时间减少180秒。
199	1	1	551	1835	《剑器浑脱·心鼓弦》穴位图绝章	调息时间减少240秒。
200	1	3	551	1837	《剑器浑脱·心鼓弦》经脉图残页	运功时间减少0.25秒。
201	1	3	551	1837	《剑器浑脱·心鼓弦》经脉图断篇	运功时间减少0.25秒。
202	1	3	551	1837	《剑器浑脱·心鼓弦》经脉图绝章	运功时间减少0.25秒。
203	1	9	551	1843	《剑器浑脱·心鼓弦》真传残页	招式的有效距离增加4尺。
204	1	1	570	1835	《西河剑器·月华倾泻》穴位图残页	调息时间减少5秒。
205	1	1	570	1835	《西河剑器·月华倾泻》穴位图断篇	调息时间减少10秒。
206	1	1	570	1835	《西河剑器·月华倾泻》穴位图绝章	调息时间减少15秒。
207	1	2	570	1836	《西河剑器·月华倾泻》注解残页	施展招式的消耗降低10%。
208	1	2	570	1836	《西河剑器·月华倾泻》注解断篇	施展招式的消耗降低20%。
209	1	9	570	1843	《西河剑器·月华倾泻》真传残页	招式的有效距离增加4尺。
210	1	8	570	1842	《西河剑器·月华倾泻》人偶图残页	招式附加气血恢复，持续9秒。
211	1	2	567	1836	《霓裳羽衣·左旋右转》注解残页	施展招式的消耗降低10%。
212	1	2	567	1836	《霓裳羽衣·左旋右转》注解断篇	施展招式的消耗降低15%。
213	1	12	567	1843	《霓裳羽衣·左旋右转》真传残页	招式的有效范围增加1尺。
214	1	12	567	1843	《霓裳羽衣·左旋右转》真传断篇	招式的有效范围增加1尺。
215	1	12	567	1843	《霓裳羽衣·左旋右转》真传绝章	招式的有效范围增加1尺。
216	1	8	567	1842	《霓裳羽衣·左旋右转》人偶图残页	疗伤成效提高3%。
217	1	8	567	1842	《霓裳羽衣·左旋右转》人偶图断篇	疗伤成效提高5%。
218	1	2	239	1847	《龙爪功·抱残式》注解残页	施展招式的消耗降低10%。
219	1	2	239	1847	《龙爪功·抱残式》注解断篇	施展招式的消耗降低15%。
220	1	2	239	1847	《龙爪功·抱残式》注解绝章	施展招式的消耗降低20%。
221	1	10	239	1855	《龙爪功·抱残式》手抄残页	招式附加效果持续时间增加2秒。
222	1	1	239	1846	《龙爪功·抱残式》穴位图残页	调息时间减少1秒。
223	1	9	239	1854	《龙爪功·抱残式》真传残页	招式的有效距离增加1尺。
224	1	9	239	1854	《龙爪功·抱残式》真传断篇	招式的有效距离增加1尺。
225	1	9	239	1854	《龙爪功·抱残式》真传绝章	招式的有效距离增加1尺。
226	1	8	239	1853	《龙爪功·抱残式》人偶图断篇	招式效果提高10%。
227	1	1	238	1846	《龙爪功·捕风式》穴位图残页	调息时间减少0.5秒。
228	1	1	238	1846	《龙爪功·捕风式》穴位图断篇	调息时间减少0.5秒。
229	1	9	238	1854	《龙爪功·捕风式》真传残页	招式的有效距离增加2尺。
230	1	9	238	1854	《龙爪功·捕风式》真传断篇	招式的有效距离增加2尺。
231	1	7	238	1852	《龙爪功·捕风式》详解残页	命中提高1%。
232	1	7	238	1852	《龙爪功·捕风式》详解断篇	命中提高2%。
233	1	6	238	1851	《龙爪功·捕风式》参悟残页	招式伤害提高10%。
234	1	6	238	1851	《龙爪功·捕风式》参悟断篇	招式伤害提高10%。
235	1	6	238	1851	《龙爪功·捕风式》参悟绝章	招式伤害提高15%。
236	1	1	252	1846	《袈裟伏魔功·大狮子吼》穴位图残页	调息时间减少5秒。
237	1	1	252	1846	《袈裟伏魔功·大狮子吼》穴位图断篇	调息时间减少10秒。
238	1	1	252	1846	《袈裟伏魔功·大狮子吼》穴位图绝章	调息时间减少10秒。
239	1	2	252	1847	《袈裟伏魔功·大狮子吼》注解残页	施展招式的消耗降低20%。
240	1	2	252	1847	《袈裟伏魔功·大狮子吼》注解断篇	施展招式的消耗降低30%。
241	1	9	252	1854	《袈裟伏魔功·大狮子吼》真传残页	招式的有效距离增加1尺。
242	1	9	252	1854	《袈裟伏魔功·大狮子吼》真传断篇	招式的有效距离增加1尺。
243	1	9	252	1854	《袈裟伏魔功·大狮子吼》真传绝章	招式的有效距离增加1尺。
244	1	8	252	1853	《袈裟伏魔功·大狮子吼》人偶图残页	命中目标则增加三点禅那。
245	1	1	257	1846	《达摩武诀·锻骨诀》穴位图残页	调息时间减少5秒。
246	1	1	257	1846	《达摩武诀·锻骨诀》穴位图断篇	调息时间减少5秒。
247	1	1	257	1846	《达摩武诀·锻骨诀》穴位图绝章	调息时间减少5秒。
248	1	2	257	1847	《达摩武诀·锻骨诀》注解残页	施展招式的消耗降低20%。
249	1	2	257	1847	《达摩武诀·锻骨诀》注解断篇	施展招式的消耗降低20%。
250	1	2	257	1847	《达摩武诀·锻骨诀》注解绝章	施展招式的消耗降低20%。
251	1	8	257	1853	《达摩武诀·锻骨诀》人偶图残页	不受内功伤害影响，持续4秒。
252	1	8	257	1853	《达摩武诀·锻骨诀》人偶图断篇	招式附加移动速度提高，持续5秒。
253	1	8	257	1853	《达摩武诀·锻骨诀》人偶图绝章	招式附加气血恢复，持续9秒。
254	1	2	235	1847	《罗汉棍法·横扫六合》注解残页	施展招式的消耗降低10%。
255	1	2	235	1847	《罗汉棍法·横扫六合》注解断篇	施展招式的消耗降低15%。
256	1	2	235	1847	《罗汉棍法·横扫六合》注解绝章	施展招式的消耗降低20%。
257	1	10	235	1855	《罗汉棍法·横扫六合》手抄残页	招式附加效果持续时间增加6秒。
258	1	11	235	1856	《罗汉棍法·横扫六合》气血图残页	招式的有效目标人数增加1个。
259	1	6	235	1851	《罗汉棍法·横扫六合》参悟残页	招式直接伤害提高50%。
260	1	4	235	1849	《罗汉棍法·横扫六合》注释残页	威胁提高10%。
261	1	4	235	1849	《罗汉棍法·横扫六合》注释断篇	威胁提高15%。
262	1	4	235	1849	《罗汉棍法·横扫六合》注释绝章	威胁提高20%。
263	1	1	232	1846	《罗汉棍法·普渡四方》穴位图残页	调息时间减少0.5秒。
264	1	1	232	1846	《罗汉棍法·普渡四方》穴位图断篇	调息时间减少0.5秒。
265	1	7	232	1852	《罗汉棍法·普渡四方》详解残页	命中提高1%。
266	1	7	232	1852	《罗汉棍法·普渡四方》详解断篇	命中提高2%。
267	1	7	232	1852	《罗汉棍法·普渡四方》详解绝章	命中提高2%。
268	1	6	232	1851	《罗汉棍法·普渡四方》参悟残页	招式伤害提高3%。
269	1	6	232	1851	《罗汉棍法·普渡四方》参悟断篇	招式伤害提高4%。
270	1	6	232	1851	《罗汉棍法·普渡四方》参悟绝章	招式伤害提高5%。
271	1	8	232	1853	《罗汉棍法·普渡四方》人偶图残页	招式附加每层阳性内功招式伤害提高2%，持续15秒，最多叠加5层。
272	1	2	254	1847	《达摩武诀·清音诀》注解残页	施展招式的消耗降低10%。
273	1	2	254	1847	《达摩武诀·清音诀》注解断篇	施展招式的消耗降低15%。
274	1	2	254	1847	《达摩武诀·清音诀》注解绝章	施展招式的消耗降低20%。
275	1	9	254	1854	《达摩武诀·清音诀》真传残页	招式的有效距离增加2尺。
276	1	9	254	1854	《达摩武诀·清音诀》真传断篇	招式的有效距离增加2尺。
277	1	9	254	1854	《达摩武诀·清音诀》真传绝章	招式的有效距离增加2尺。
278	1	8	254	1853	《达摩武诀·清音诀》人偶图残页	能卸除额外一个阴性伤害状态。
279	1	8	254	1853	《达摩武诀·清音诀》人偶图断篇	能卸除额外一个阴性伤害状态。
280	1	8	254	1853	《达摩武诀·清音诀》人偶图绝章	招式附加气血恢复，持续9秒。
281	1	1	241	1846	《龙爪功·守缺式》穴位图残页	调息时间减少0.5秒。
282	1	1	241	1846	《龙爪功·守缺式》穴位图断篇	调息时间减少1秒。
283	1	2	241	1847	《龙爪功·守缺式》注解残页	施展招式的消耗降低10%。
284	1	2	241	1847	《龙爪功·守缺式》注解断篇	施展招式的消耗降低15%。
285	1	5	241	1850	《龙爪功·守缺式》秘诀残页	会心提高2%。
286	1	5	241	1850	《龙爪功·守缺式》秘诀断篇	会心提高3%。
287	1	6	241	1851	《龙爪功·守缺式》参悟残页	招式伤害提高3%。
288	1	6	241	1851	《龙爪功·守缺式》参悟断篇	招式伤害提高4%。
289	1	6	241	1851	《龙爪功·守缺式》参悟绝章	招式伤害提高5%。
290	1	5	233	1850	《罗汉棍法·韦陀献杵》秘诀残页	会心提高2%。
291	1	5	233	1850	《罗汉棍法·韦陀献杵》秘诀断篇	会心提高3%。
292	1	5	233	1850	《罗汉棍法·韦陀献杵》秘诀绝章	会心提高4%。
293	1	7	233	1852	《罗汉棍法·韦陀献杵》详解残页	命中提高1%。
294	1	7	233	1852	《罗汉棍法·韦陀献杵》详解断篇	命中提高2%。
295	1	6	233	1851	《罗汉棍法·韦陀献杵》参悟残页	招式伤害提高3%。
296	1	6	233	1851	《罗汉棍法·韦陀献杵》参悟断篇	招式伤害提高4%。
297	1	6	233	1851	《罗汉棍法·韦陀献杵》参悟绝章	招式伤害提高5%。
298	1	8	233	1853	《罗汉棍法·韦陀献杵》人偶图残页	命中目标则增加一点禅那。
299	1	1	261	1846	《达摩武诀·无相诀》穴位图残页	调息时间减少10秒。
300	1	1	261	1846	《达摩武诀·无相诀》穴位图断篇	调息时间减少10秒。
301	1	1	261	1846	《达摩武诀·无相诀》穴位图绝章	调息时间减少10秒。
302	1	2	261	1847	《达摩武诀·无相诀》注解残页	施展招式的消耗降低20%。
303	1	2	261	1847	《达摩武诀·无相诀》注解断篇	施展招式的消耗降低25%。
304	1	2	261	1847	《达摩武诀·无相诀》注解绝章	施展招式的消耗降低30%。
305	1	8	261	1853	《达摩武诀·无相诀》人偶图残页	招式附带自身内外功防御等级提高10%。
306	1	8	261	1853	《达摩武诀·无相诀》人偶图断篇	招式立刻恢复一定气血值。
307	1	8	261	1853	《达摩武诀·无相诀》人偶图绝章	招式立刻恢复一定内力值。
308	1	1	249	1846	《袈裟伏魔功·五蕴皆空》穴位图残页	调息时间减少2秒。
309	1	1	249	1846	《袈裟伏魔功·五蕴皆空》穴位图断篇	调息时间减少2秒。
310	1	1	249	1846	《袈裟伏魔功·五蕴皆空》穴位图绝章	调息时间减少2秒。
311	1	2	249	1847	《袈裟伏魔功·五蕴皆空》注解残页	施展招式的消耗降低15%。
312	1	2	249	1847	《袈裟伏魔功·五蕴皆空》注解断篇	施展招式的消耗降低20%。
313	1	9	249	1854	《袈裟伏魔功·五蕴皆空》真传残页	招式的有效距离增加1尺。
314	1	9	249	1854	《袈裟伏魔功·五蕴皆空》真传断篇	招式的有效距离增加1尺。
315	1	9	249	1854	《袈裟伏魔功·五蕴皆空》真传绝章	招式的有效距离增加1尺。
316	1	8	249	1853	《袈裟伏魔功·五蕴皆空》人偶图残页	命中目标则增加一点禅那。
317	1	1	248	1846	《袈裟伏魔功·袖纳乾坤》穴位图残页	调息时间减少5秒。
318	1	1	248	1846	《袈裟伏魔功·袖纳乾坤》穴位图断篇	调息时间减少10秒。
319	1	2	248	1847	《袈裟伏魔功·袖纳乾坤》注解残页	施展招式的消耗降低10%。
320	1	2	248	1847	《袈裟伏魔功·袖纳乾坤》注解断篇	施展招式的消耗降低15%。
