BuffID	Level	IconID	Sparking	ShowTime	Show	Name	Desc
126	6	1521	1	1	1	毫针	外功防御等级提高<BUFF atPhysicsShieldBase>，被攻击则去掉一层并恢复867点气血值
130	1	1491	1	1	1	缓落	下落速度减缓
131	1	613	0	1	1	剑冲阴阳	每次近身攻击有30%几率使目标被疗伤成效降低50%，并受到“天地无极”更高的伤害，持续12秒
132	1	607	1	1	1	玄一无相	每次近身攻击有30%几率使目标移动速度降低60%，并受到“天地无极”更高的伤害，持续12秒
133	1	609	1	1	1	一剑镇山河	每次攻击附加使目标对阳性内功伤害抵抗系数减少10%效果
133	2	609	1	1	1	一剑镇山河	每次攻击附加使目标对阳性内功伤害抵抗系数减少12%效果
133	3	609	1	1	1	一剑镇山河	每次攻击附加使目标对阳性内功伤害抵抗系数减少15%效果
133	4	609	1	1	1	一剑镇山河	每次攻击附加使目标对阳性内功伤害抵抗系数减少18%效果
133	5	609	1	1	1	一剑镇山河	每次攻击附加使目标对阳性内功伤害抵抗系数减少20%效果
134	0	620	1	1	1	坐忘无我	化解受到的伤害<BUFF atGlobalDamageAbsorb>点
136	0	611	1	1	1	吐故纳新	反击外功攻击，被外功伤害招式命中后有15%几率将攻击者锁足3秒
139	0	622	1	1	1	梯云纵	下一次跳跃能跳得更高
142	0	19	1	0	1	嗜血	外功攻击力提高<BUFF atPhysicsAttackPowerBase>点
143	1	16	1	1	1	忍术·荒武刀	提高自身闪避率，每次成功闪避攻击后对目标进行一次强力反击
144	1	656	1	1	1	绝望怒吼	进入狂暴状态，伤害加强、攻击速度加快
145	1	16	1	1	1	龟缩术	使自身的防御力上升，受到的外功伤害大幅降低
146	1	16	1	1	1	机甲狂潮	攻击速度提高
147	1	21	1	1	1	解毒药	你受到内功护体，不会受到盗墓贼的毒药影响
148	0	80	1	1	1	韦陀心法	施展本心法，劲力大增，可以跳得更远
149	1	11	1	1	1	九牛二虎之力	你感到力大无穷
150	1	253	1	1	1	纯阳含真散	气血最大值提高<BUFF atMaxLifeAdditional>点
151	1	254	1	1	1	纯阳清心散	元气提高<BUFF atSpunkBase>点
152	1	253	1	1	1	纯阳冲虚散	内功会心等级提高<BUFF atSolarCriticalStrike>点，体质降低<BUFF atVitalityBase>点
153	1	253	1	1	1	纯阳化元丹	力道提高<BUFF atStrengthBase>点
154	1	257	1	1	1	纯阳御真丹	外功防御等级提高<BUFF atPhysicsShieldAdditional>点
155	1	253	1	1	1	纯阳侵机散	体质降低<BUFF atVitalityBase>点，元气提高<BUFF atSpunkBase>点
156	1	254	1	1	1	纯阳聚神丹	内功攻击提高<BUFF atMagicAttackPowerBase>点
157	1	252	1	1	1	纯阳益智丹	元气提高<BUFF atSpunkBase>点
160	1	344	0	0	1	无敌	无敌
162	1	105	1	1	1	莹流茶	内力最大值提高26点
163	1	105	1	1	1	倾流茶	气血最大值提高23点
166	1	368	1	1	1	易容	易容成唐简
166	2	368	1	1	1	易容	易容成叛军
166	3	368	1	1	1	易容	易容成叛军
166	4	368	1	1	1	易容	易容成神策军
166	5	368	1	1	1	易容	易容成叛军
166	6	368	1	1	1	易容	易容成叛军
167	1	368	1	1	1	伪装	这模子真丑陋
167	2	368	1	1	1	伪装	这模子更丑陋
167	3	368	1	1	1	伪装	这模子更丑陋
168	0	339	1	0	1	杀红眼	充满杀气，所有外功攻击力提高25%
169	0	339	1	0	1	顽抗	激烈反抗，外功攻击力提高<BUFF atPhysicsShieldAdditional>点，外功防御等级降低<BUFF atPhysicsShieldAdditional>点
170	0	339	1	0	1	心法·善思	刺激身体穴位，体质提高<BUFF atVitalityBase>点
171	0	339	1	0	1	忍术·激气	忍术，外功攻击提高<BUFF atPhysicsAttackPowerBase>点
172	0	339	1	0	1	忍术·秘体	忍术，力道提高<BUFF atStrengthBase>点
173	0	339	1	0	1	神杀令·狂	神杀令，外功攻击提高30%
174	0	339	1	0	1	神杀令·狠	神杀令，体质提高<BUFF atVitalityBase>点
175	0	339	1	0	1	狂野	充满狂野的怒火，外功攻击提高<BUFF atPhysicsAttackPowerBase>点
176	0	339	1	0	1	坚硬	坚硬的外壳，减免受到的伤害
177	0	339	1	0	1	龟缩术	躲在硬壳中，化解<BUFF atGlobalDamageAbsorb>点伤害
178	0	339	1	0	1	空手肉搏	肉搏，外功攻击力提高<BUFF atPhysicsAttackPowerBase>点，外功防御等级提高<BUFF atPhysicsShieldAdditional>点
179	0	339	1	0	1	牢不可破	外功防御等级提高<BUFF atPhysicsShieldAdditional>点
180	0	339	1	0	1	强体	体质提高<BUFF atVitalityBase>点
181	0	339	1	0	1	鼠头鼠脑	闪避等级提高<BUFF atDodge>点
182	0	339	1	0	1	贼眉鼠眼	身法提高<BUFF atAgilityBase>点
183	0	339	1	0	1	蝠翼	闪避等级提高<BUFF atDodge>点
184	0	339	1	0	1	见钱眼开	力道提高<BUFF atStrengthBase>点
185	0	339	1	0	1	铜尸变	外功防御等级提高<BUFF atPhysicsShieldAdditional>点
186	0	339	1	0	1	刚力	力道提高<BUFF atStrengthBase>点
187	0	339	1	0	1	铜墙	外功防御等级提高<BUFF atPhysicsShieldAdditional>点
188	0	339	1	0	1	暴动	外功攻击力提高<BUFF atPhysicsAttackPowerBase>点
189	0	339	1	0	1	随风狂舞诀	身法提高<BUFF atAgilityBase>点
190	0	339	1	0	1	铁布衫	外功防御等级提高<BUFF atPhysicsShieldAdditional>点
191	0	339	1	0	1	蕴空	力道提高<BUFF atStrengthBase>点
192	0	339	1	0	1	五行术·木灵	体质提高<BUFF atVitalityBase>点
193	1	339	1	0	1	五行术·土盾	受到的伤害减免5%
193	2	339	1	0	1	五行术·土盾	受到的伤害减免10%
193	3	339	1	0	1	五行术·土盾	受到的伤害减免15%
193	4	339	1	0	1	五行术·土盾	受到的伤害减免20%
193	5	339	1	0	1	五行术·土盾	受到的伤害减免25%
193	6	339	1	0	1	五行术·土盾	受到的伤害减免30%
193	7	339	1	0	1	五行术·土盾	受到的伤害减免35%
193	8	339	1	0	1	五行术·土盾	受到的伤害减免40%
193	9	339	1	0	1	五行术·土盾	受到的伤害减免45%
193	10	339	1	0	1	五行术·土盾	受到的伤害减免50%
193	11	339	1	0	1	五行术·土盾	受到的伤害减免55%
193	12	339	1	0	1	五行术·土盾	受到的伤害减免60%
193	13	339	1	0	1	五行术·土盾	受到的伤害减免65%
193	14	339	1	0	1	五行术·土盾	受到的伤害减免70%
193	15	339	1	0	1	五行术·土盾	受到的伤害减免75%
193	16	339	1	0	1	五行术·土盾	受到的伤害减免75%
193	17	339	1	0	1	五行术·土盾	受到的伤害减免75%
193	18	339	1	0	1	五行术·土盾	受到的伤害减免75%
193	19	339	1	0	1	五行术·土盾	受到的伤害减免75%
193	20	339	1	0	1	五行术·土盾	受到的伤害减免75%
194	0	339	1	0	1	心法·善言	外功防御等级提高<BUFF atPhysicsShieldAdditional>点
195	0	393	0	0	1	千斤坠	蓄力中……落地时造成伤害
196	0	635	1	1	1	铁牢撼如雷	气血最大值提高<BUFF atMaxLifeBase>点
197	0	655	0	0	0	疾如风	外功攻击提高<BUFF atPhysicsAttackPowerBase>点，使穿云附带致伤效果
198	1	653	1	1	1	徐如林	天策府秘传武技，在自己的外功伤害招式命中敌人后，有30%的几率使自身气血与内力在1秒后恢复1%
198	2	653	1	1	1	徐如林	天策府秘传武技，在自己的外功伤害招式命中敌人后，有30%的几率使自身气血与内力在1秒后恢复2%
198	3	653	1	1	1	徐如林	天策府秘传武技，在自己的外功伤害招式命中敌人后，有30%的几率使自身气血与内力在1秒后恢复3%
198	4	653	1	1	1	徐如林	天策府秘传武技，在自己的外功伤害招式命中敌人后，有30%的几率使自身气血与内力在1秒后恢复4%
198	5	653	1	1	1	徐如林	天策府秘传武技，在自己的外功伤害招式命中敌人后，有30%的几率使自身气血与内力在1秒后恢复5%
199	1	654	1	1	1	掠如火	使自身攻击造成额外75%的威胁
199	2	654	1	1	1	掠如火	使自身攻击造成额外80%的威胁
199	3	654	1	1	1	掠如火	使自身攻击造成额外85%的威胁
199	4	654	1	1	1	掠如火	使自身攻击造成额外90%的威胁
199	5	654	1	1	1	掠如火	使自身攻击造成额外95%的威胁
199	6	654	1	1	1	掠如火	使自身攻击造成额外100%的威胁
200	0	656	1	1	1	疾如风	使自身招式伤害提高<BUFF atSkillPhysicsDamage>点，外功会心几率提高10%
201	0	652	0	0	0	坚韧	提高外功防御等级<BUFF atPhysicsShieldBase>点、闪避等级<BUFF atDodgeBase>点，被击5次后触发坚韧效果
202	1	2993	1	1	1	坚韧	每层外功防御等级提高2%
203	0	1457	1	1	1	啸如虎	外功攻击提高<BUFF atPhysicsAttackPowerBase>点，外功会心等级提高<BUFF atPhysicsCriticalStrike>点，不会重伤
204	1	641	1	1	1	御奔突	骑乘速度提高30%
204	2	641	1	1	1	御奔突	骑乘速度提高35%
204	3	641	1	1	1	御奔突	骑乘速度提高40%
204	4	641	1	1	1	御奔突	骑乘速度提高45%
204	5	641	1	1	1	御奔突	骑乘速度提高50%
205	1	337	0	0	1	无敌	无敌
206	1	642	1	1	1	断魂刺-追魂	春风剪和穿云附带额外外功伤害
207	1	638	0	0	0	突	突
208	1	622	1	1	1	弹跳	下一次跳跃将跳得更高
208	2	622	1	1	1	弹跳	下一次跳跃将跳得更高
208	3	622	1	1	1	弹跳	下一次跳跃将跳得更高
208	4	622	1	1	1	弹跳	下一次跳跃将跳得更高
208	5	622	1	1	1	弹跳	下一次跳跃将跳得更高
208	6	622	1	1	1	弹跳	下一次跳跃将跳得更高
208	7	622	1	1	1	弹跳	下一次跳跃将跳得更高
208	8	622	1	1	1	弹跳	下一次跳跃将跳得更高，并且能在跳高基础上使用轻功踏云
208	9	622	1	1	1	弹跳	下一次跳跃将跳得更高，并且能在跳高基础上使用轻功踏云
208	10	622	1	1	1	弹跳	下一次跳跃将跳得更高，并且能在跳高基础上使用轻功踏云
208	11	622	1	1	1	弹跳	下一次跳跃将跳得更高，并且能在跳高基础上使用轻功踏云
210	1	1485	0	0	1	隐身	无法被他人察觉
211	0	360	1	1	1	进食	外功防御等级提高<BUFF atPhysicsShieldAdditional>点
212	0	360	1	1	1	进食	外功防御等级提高<BUFF atPhysicsShieldAdditional>点
212	1	360	1	1	1	进食	外功防御等级提高<BUFF atPhysicsShieldAdditional>点
213	1	915	1	1	1	迅影	移动速度提高40%
213	2	915	1	1	1	迅影	移动速度提高45%
213	3	915	1	1	1	迅影	移动速度提高50%
213	4	915	1	1	1	迅影	移动速度提高55%
218	1	360	1	1	1	进食	气血上限提高<BUFF atMaxLifeAdditional>点，拆招值提高<BUFF atParryBase>点，招架等级提高<BUFF atParryValueBase>点，外功防御等级提高<BUFF atPhysicsShieldAdditional>点
219	1	360	1	1	1	进食	体质提高<BUFF atVitalityBase>点，内功防御等级提高<BUFF atMagicShield>点，每秒恢复的气血值提高<BUFF atLifeReplenishExt>点，气血最大值提高<BUFF atMaxLifeAdditional>点
220	1	360	1	1	1	进食	气血最大值提高<BUFF atMaxLifeAdditional>点，拆招值提高<BUFF atParryValueBase>点，招架等级提高<BUFF atParryBase>点，招架等级提高<BUFF atParryValueBase>，外功防御等级提高<BUFF atPhysicsShieldAdditional>点
221	1	360	1	1	1	进食	体质提高<BUFF atVitalityBase>点，每秒回复气血提高<BUFF atLifeReplenishExt>，气血最大值提高<BUFF atMaxLifeAdditional>点，内功防御等级提高<BUFF atMagicShield>点
222	0	360	1	1	1	进食	内功攻击提高<BUFF atMagicAttackPowerBase>点
223	1	360	1	1	1	进食	内功攻击提高<BUFF atMagicAttackPowerBase>点
224	0	360	1	1	1	进食	每秒恢复的内力值提高<BUFF atManaReplenishExt>点
225	0	360	1	1	1	进食	每秒恢复的内力值提高<BUFF atManaReplenishExt>点
226	0	360	1	1	1	进食	每秒恢复的气血值提高<BUFF atLifeReplenishExt>点
227	0	360	1	1	1	进食	每秒恢复的气血值提高<BUFF atLifeReplenishExt>点，每秒恢复的内力值提高<BUFF atManaReplenishExt>点
228	1	360	1	1	1	进食	气血最大值提高<BUFF atMaxLifeAdditional>点，内力最大值提高<BUFF atMaxManaAdditional>点
229	0	360	1	1	1	进食	每秒恢复的气血值提高<BUFF atLifeReplenishExt>点
230	1	360	1	1	1	进食	气血最大值提高<BUFF atMaxLifeAdditional>点，内力最大值提高<BUFF atMaxManaAdditional>点
231	1	360	1	1	1	进食	气血最大值提高<BUFF atMaxLifeAdditional>点，外功攻击提高<BUFF atPhysicsAttackPowerBase>点
232	1	360	1	1	1	进食	每秒恢复的气血值提高<BUFF atLifeReplenishExt>点
235	1	360	1	1	1	进食	每秒恢复的内力值提高<BUFF atManaReplenishExt>点，外功攻击提高<BUFF atPhysicsAttackPowerBase>点，内功攻击提高<BUFF atMagicAttackPowerBase>点
236	1	360	1	1	1	进食	每秒恢复的内力值提高<BUFF atManaReplenishExt>点，外功攻击提高<BUFF atPhysicsAttackPowerBase>点，内功攻击提高<BUFF atMagicAttackPowerBase>点
238	0	360	1	1	1	进食	外功攻击提高<BUFF atPhysicsAttackPowerBase>点
239	0	360	1	1	1	进食	外功攻击提高<BUFF atPhysicsAttackPowerBase>点
240	0	360	1	1	1	进食	根骨提高<BUFF atSpiritBase>点
241	0	360	1	1	1	进食	根骨提高<BUFF atSpiritBase>点
242	1	360	1	1	1	进食	根骨提高<BUFF atSpiritBase>点，元气提高<BUFF atSpunkBase>点
244	1	1899	0	0	1	骑御	策马驰骋
245	1	360	1	1	1	进食	根骨提高<BUFF atSpiritBase>点，元气提高<BUFF atSpunkBase>点，内力最大值提高<BUFF atMaxManaAdditional>点，每秒恢复的内力值提高<BUFF atManaReplenishExt>点
246	1	360	1	1	1	进食	根骨提高<BUFF atSpiritBase>点，元气提高<BUFF atSpunkBase>点，内力最大值提高<BUFF atMaxManaAdditional>点，每秒恢复的内力值提高<BUFF atManaReplenishExt>点
247	1	360	1	1	1	进食	力道提高<BUFF atStrengthBase>点，身法提高<BUFF atAgilityBase>点，气血最大值提高<BUFF atMaxLifeAdditional>点，每秒恢复的气血值提高<BUFF atLifeReplenishExt>点
248	0	360	1	1	1	进食	元气提高<BUFF atSpunkBase>点
249	0	360	1	1	1	进食	元气提高<BUFF atSpunkBase>点
250	1	360	1	1	1	进食	元气提高<BUFF atSpunkBase>点，根骨提高<BUFF atSpiritBase>点，每秒恢复的内力值提高<BUFF atManaReplenishExt>点
251	0	360	1	1	1	进食	力道提高<BUFF atStrengthBase>点
252	0	360	1	1	1	进食	力道提高<BUFF atStrengthBase>点
253	1	360	1	1	1	进食	力道提高<BUFF atStrengthBase>点，气血最大值提高<BUFF atMaxLifeAdditional>点，每秒恢复的气血值提高<BUFF atLifeReplenishExt>点
254	1	360	1	1	1	进食	力道提高<BUFF atStrengthBase>点，身法提高<BUFF atAgilityBase>点，体质提高<BUFF atVitalityBase>点，根骨提高<BUFF atSpiritBase>点
255	0	360	1	1	1	进食	力道提高<BUFF atStrengthBase>点，身法提高<BUFF atAgilityBase>点
256	1	360	1	1	1	进食	力道提高<BUFF atStrengthBase>点，身法提高<BUFF atAgilityBase>点
257	1	360	1	1	1	进食	力道提高<BUFF atStrengthBase>点，身法提高<BUFF atAgilityBase>点，气血最大值提高<BUFF atMaxLifeAdditional>点，每秒恢复的气血值提高<BUFF atLifeReplenishExt>点
258	0	360	1	1	1	进食	身法提高<BUFF atAgilityBase>点
259	0	360	1	1	1	进食	身法提高<BUFF atAgilityBase>点
260	1	360	1	1	1	进食	身法提高<BUFF atAgilityBase>点，内力最大值提高<BUFF atMaxManaAdditional>点
261	1	360	1	1	1	进食	身法提高<BUFF atSpunkBase>点，内力回复每秒提高<BUFF atManaReplenish>点，根骨提高<BUFF atSpiritBase>点，内功伤害提高<BUFF atSpiritBase>点
262	0	360	1	1	1	进食	内功防御等级提高<BUFF atMagicShield>点
263	1	360	1	1	1	进食	内功防御等级提高<BUFF atMagicShield>点
264	0	360	1	1	1	进食	内功攻击提高<BUFF atMagicAttackPowerBase>点
265	1	360	1	1	1	进食	内功攻击提高<BUFF atMagicAttackPowerBase>点，每秒恢复的内力值提高<BUFF atManaReplenishExt>点，根骨提高<BUFF atSpiritBase>点，元气提高<BUFF atSpunkBase>点
266	1	360	1	1	1	进食	内功攻击提高<BUFF atMagicAttackPowerBase>点，每秒恢复的内力值提高<BUFF atManaReplenishExt>点，根骨提高<BUFF atSpiritBase>点，元气提高<BUFF atSpunkBase>点
267	0	360	1	1	1	进食	内力最大值提高<BUFF atMaxManaAdditional>点
268	1	360	1	1	1	进食	内力最大值提高<BUFF atMaxManaAdditional>点
269	0	360	1	1	1	进食	气血最大值提高<BUFF atMaxLifeAdditional>点
270	1	360	1	1	1	进食	气血最大值提高<BUFF atMaxLifeAdditional>点
271	1	360	1	1	1	进食	气血最大值提高<BUFF atMaxLifeAdditional>点，体质提高<BUFF atVitalityBase>点，根骨提高<BUFF atSpiritBase>点
272	1	360	1	1	1	进食	气血最大值提高<BUFF atMaxLifeAdditional>点，体质提高<BUFF atVitalityBase>点，根骨提高<BUFF atSpiritBase>点
273	1	360	1	1	1	进食	气血最大值提高<BUFF atMaxLifeAdditional>点，内力最大值提高<BUFF atMaxManaAdditional>点，每秒恢复的内力值提高<BUFF atManaReplenishExt>点，每秒恢复的气血值提高<BUFF atLifeReplenishExt>点
274	1	360	1	1	1	进食	气血最大值提高<BUFF atMaxLifeAdditional>点，内力最大值提高<BUFF atMaxManaAdditional>点，每秒恢复的内力值提高<BUFF atManaReplenishExt>点，每秒恢复的气血值提高<BUFF atLifeReplenishExt>点
275	1	360	1	1	1	进食	气血最大值提高<BUFF atMaxLifeAdditional>点，体质提高<BUFF atVitalityBase>点
276	1	360	1	1	1	进食	气血最大值提高<BUFF atMaxLifeAdditional>点，体质提高<BUFF atVitalityBase>点，每秒恢复的气血值提高<BUFF atLifeReplenishExt>点，外功防御等级提高<BUFF atPhysicsShieldAdditional>点
277	1	360	1	1	1	进食	气血最大值提高<BUFF atMaxLifeAdditional>点，体质提高<BUFF atVitalityBase>点，每秒恢复的气血值提高<BUFF atLifeReplenishExt>点，外功防御等级提高<BUFF atPhysicsShieldAdditional>点
278	0	360	1	1	1	进食	体质提高<BUFF atVitalityBase>点
279	1	360	1	1	1	进食	体质提高<BUFF atVitalityBase>点，元气提高<BUFF atSpunkBase>点
280	1	360	1	1	1	进食	体质提高<BUFF atVitalityBase>点，力道提高<BUFF atStrengthBase>点
281	1	360	1	1	1	进食	体质提高<BUFF atVitalityBase>点，身法提高<BUFF atAgilityBase>点
282	1	360	1	1	1	进食	外功攻击提高<BUFF atPhysicsAttackPowerBase>点，毒性内功攻击提高<BUFF atPoisonAttackPowerBase>点，体质提高<BUFF atVitalityBase>点，力道提高<BUFF atStrengthBase>点，身法提高<BUFF atAgilityBase>点
283	1	360	1	1	1	进食	外功攻击提高<BUFF atPhysicsAttackPowerBase>点，体质提高<BUFF atVitalityBase>点，力道提高<BUFF atStrengthBase>点，身法提高<BUFF atAgilityBase>点
284	0	360	1	1	1	进食	体质提高<BUFF atVitalityBase>点
285	0	171	1	1	1	易容药膏	变了……
286	1	387	1	1	1	明镜止水	气血内力值恢复但无法做任何操作
287	1	387	1	1	1	假死	施展招式无威胁
287	2	387	1	1	1	假死	施展招式无威胁
288	0	563	1	1	1	心眼	内功会心等级提高<BUFF atMagicCriticalStrike>点
289	1	560	1	1	1	缩身	变了……
290	1	560	1	1	1	鬼门	施展招式无威胁
291	0	563	1	1	1	抗毒	毒性防御等级提高<BUFF atPoisonMagicShieldBase>点
292	0	563	1	1	1	补筋	根骨提高<BUFF atSpiritBase>点
293	0	563	1	1	1	聚魂	元气提高<BUFF atSpunkBase>点
294	0	563	1	1	1	健骨	力道提高<BUFF atStrengthBase>点
295	0	563	1	1	1	定痛	内功防御等级提高<BUFF atMagicShield>点
296	0	563	1	1	1	凝神	内力最大值提高<BUFF atMaxManaAdditional>点
297	1	563	1	1	1	疾步	跑步速度提高40%
297	2	563	1	1	1	疾步	跑步速度提高60%
297	3	563	1	1	1	疾步	跑步速度提高70%
297	4	563	1	1	1	疾步	跑步速度提高90%
297	5	563	1	1	1	疾步	跑步速度提高10%
298	1	563	1	1	1	鬼神	全属性提高<BUFF atBasePotentialAdd>点
299	0	563	1	1	1	闪身	身法提高<BUFF atAgilityBase>点
300	0	563	1	1	1	长生	气血最大值提高<BUFF atMaxLifeAdditional>点
301	0	563	1	1	1	抱元	内功攻击提高<BUFF atMagicAttackPowerBase>点
302	0	563	1	1	1	护心	体质提高<BUFF atVitalityBase>点
303	0	563	1	1	1	果敢	外功会心等级提高<BUFF atPhysicsCriticalStrike>点
304	0	563	1	1	1	金创	外功防御等级提高<BUFF atPhysicsShieldAdditional>点
305	1	563	1	1	1	水性	只能在水中食用，游泳速度提高<BUFF atRunSpeedBase>
306	0	563	1	1	1	吸星	化解毒性伤害<BUFF atPoisonDamageAbsorb>点
307	1	563	1	1	1	正骨	化解外功伤害<BUFF atPhysicsDamageAbsorb>点
308	1	563	1	1	1	沐火	化解阳性内功伤害<BUFF atSolarDamageAbsorb>点
309	1	563	1	1	1	破冰	化解阴性内功伤害<BUFF atLunarDamageAbsorb>点
310	1	563	1	1	1	混元	化解混元性内功伤害<BUFF atNeutralDamageAbsorb>点
311	0	560	1	1	1	闭气	可暂闭气游走
312	1	560	1	1	1	善毒	毒性攻击提高<BUFF atPoisonAttackPowerBase>点
313	0	563	1	1	1	烈火	阳性内功攻击提高<BUFF atSolarAttackPowerBase>点
314	0	563	1	1	1	幽冥	阴性内功攻击提高<BUFF atLunarAttackPowerBase>点
315	0	563	1	1	1	霹雳	混元性内功攻击提高<BUFF atNeutralAttackPowerBase>点
316	1	563	1	1	1	还阳	重伤倒地后可以起身
317	1	368	1	1	1	换装	换装
317	2	368	1	1	1	换装	换装
318	0	902	0	1	1	水上漂	可以在水面上跳跃
320	0	1497	1	1	1	俏丽	阴性内功防御等级提高<BUFF atLunarMagicShieldBase>点
321	0	652	0	0	1	百战狂沙阵第一重	力道提高<BUFF atStrengthBase>点
322	0	652	0	0	1	百战狂沙阵第二重	力道提高<BUFF atStrengthBase>点，外功攻击提高<BUFF atPhysicsAttackPowerBase>点
323	0	652	0	0	1	百战狂沙阵第三重	力道提高<BUFF atStrengthBase>点，外功攻击提高<BUFF atPhysicsAttackPowerBase>点，外功会心等级提高<BUFF atPhysicsCriticalStrike>点
324	0	652	0	0	1	百战狂沙阵第四重	力道提高<BUFF atStrengthBase>点，外功攻击提高<BUFF atPhysicsAttackPowerBase>点，外功会心等级提高<BUFF atPhysicsCriticalStrike>点
325	0	627	0	0	1	三清无极阵第一重	元气提高<BUFF atSpunkBase>点
326	0	627	0	0	1	三清无极阵第二重	元气提高<BUFF atSpunkBase>点，内功攻击提高<BUFF atMagicAttackPowerBase>点
327	0	627	0	0	1	三清无极阵第三重	元气提高<BUFF atSpunkBase>点，内功攻击提高<BUFF atMagicAttackPower>点，无双等级提高<BUFF atStrainBase>点
328	0	627	0	0	1	三清无极阵第四重	元气提高<BUFF atSpunkBase>点，内功攻击提高<BUFF atMagicAttackPowerBase>点，无双等级提高<BUFF atStrainBase>点
329	0	657	0	0	1	余音绕梁阵第一重	全属性提高<BUFF atBasePotentialAdd>点
330	0	657	0	0	1	余音绕梁阵第二重	全属性提高<BUFF atBasePotentialAdd>点，内功会心等级提高<BUFF atMagicCriticalStrike>点
331	0	657	0	0	1	余音绕梁阵第三重	全属性提高<BUFF atBasePotentialAdd>点，内功会心等级提高<BUFF atMagicCriticalStrike>点，内功破防提高<BUFF atMagicOvercome>点
332	0	657	0	0	1	余音绕梁阵第四重	全属性提高<BUFF atBasePotentialAdd>点，内功会心等级提高<BUFF atMagicCriticalStrike>点，内功破防提高<BUFF atMagicOvercome>点
333	0	429	0	0	1	不动莲华阵第二重	体质提高<BUFF atVitalityBase>点，外功反弹提高<BUFF atPhysicsReflection>点
334	0	429	0	0	1	不动莲华阵第三重	体质提高<BUFF atVitalityBase>点，外功反弹提高<BUFF atPhysicsReflection>点，内功防御等级提高<BUFF atMagicShield>点
335	0	429	0	0	1	不动莲华阵第四重	体质提高<BUFF atVitalityBase>点，外功反弹提高<BUFF atPhysicsReflection>点，内功防御等级提高<BUFF atMagicShield>点
336	0	406	0	0	1	清风望月阵第二重	根骨提高<BUFF atSpiritBase>点，每秒恢复的内力值提高<BUFF atManaReplenishExt>点
337	0	406	0	0	1	清风望月阵第三重	根骨提高<BUFF atSpiritBase>点，每秒恢复的内力值提高<BUFF atManaReplenishExt>，疗伤成效提高<BUFF atTherapyPowerBase>点
338	0	406	0	0	1	清风望月阵第四重	根骨提高<BUFF atSpiritBase>点，每秒恢复的内力值提高<BUFF atManaReplenishExt>点，疗伤成效提高<BUFF atTherapyPowerBase>点
339	1	652	1	1	1	还击	获得了还击效果
340	0	563	1	1	1	亢龙	外功攻击提高<BUFF atPhysicsAttackPowerBase>点
