ID1	ID2	ID3	Name	Time	Place	Reward	Joinlevel	Content
3	0	0	帮会俸钱	不限时间	不限地点	金钱	不限等级	<text>text="在江湖行走中，个人力量是有限的，不论是秘境探险还是战场都需要依靠团队的力量。帮会就是这样的一个存在，帮众们齐心合力完成个人无法完成的事情，同时也一同为帮会的发展壮大做着贡献。帮会俸钱是帮会福利之一，帮会根据帮众的贡献程度会发放一定的俸钱，这也是帮会对不断努力的侠士们的一种回馈。\\\n\\\n" font=162</text><text>text="俸钱修改" font=67 link="TongActivity/3/2/0"</text><text>text="\\\n" font=162</text><text>text="俸钱发放" font=67 link="TongActivity/3/4/0"</text><text>text="\\\n" font=162</text>
3	2	0	俸钱修改	不限时间	不限地点	无奖励	拥有俸钱管理权限即可修改	<text>text="拥有管理俸钱权限的帮会成员可通过俸钱管理界面修改帮会俸钱发放比例和发放时间。\\\n\\\n· 默认是将70%的帮会资金作为俸钱发放，但点开天工树【富贵勿相忘】节点后，最多可以将80%的帮会资金作为俸钱进行发放。\\\n· 帮主或拥有“管理俸钱”权限的帮众，可以选择一周内的任意一天的10：00-22：00为固定的俸钱领取时间。\\\n· 修改俸钱发放比例需要消耗1000点帮会资金。\\\n· 俸钱发放比例不可在发放俸钱当天修改，且俸钱一周只能发放一次。\\\n\\\n" font=162</text><text>text="查看俸钱发放" font=67 link="TongActivity/3/4/0"</text>
3	4	0	俸钱发放	10:00~22:00	帮会领地-大厅	金钱	不限等级	<text>text="拥有管理俸钱权限的成员可在俸钱管理界面设置俸钱发放日期。俸钱发放当天10:00~22:00可由帮主在帮会总管" font=162</text><text>text="邵卿城" font=67 link="NPCGuide/128"</text><text>text="处开启发放俸钱。\\\n\\\n· 帮主开启发放俸钱后，所有帮会帮众均可在一个小时之内在帮会领地内领取。\\\n· 帮主可直接到" font=162</text><text>text="关二哥" font=67 link="NPCGuide/127"</text><text>text="处领取俸钱，而帮会其他成员领取俸钱时，帮主必须要在帮会领地内。\\\n· 帮会成员进入自己的帮会领地后，到帮会大厅内操作" font=162</text><text>text="关二哥" font=67 link="NPCGuide/127"</text><text>text="面前的香案即可获得本周俸钱。\\\n\\\n" font=162</text><text>text="查看如何修改俸钱" font=67 link="TongActivity/3/2/0"</text>
4	0	0	帮会钓鱼	不限时间	帮会领地-唱晚池	金钱、宝箱、各种鱼类等	不限等级	<text>text="俗谚道：“春钓滩，夏钓潭，秋钓荫，冬钓阳。”古往今来，钓鱼既可怡情，也可消愁，此乃休闲生活的重要部分。\\\n\\\n帮会家园现为各位侠士开放钓鱼系统，钓鱼获得的鱼儿既可做成美味的食物，还可以帮会建设和发展做贡献。\\\n\\\n当少侠想体验钓鱼的乐趣时，可到帮会领地唱晚池边的钓鱼商人" font=162</text><text>text="李霖" font=67 link="NPCGuide/129"</text><text>text="处购买鱼竿和鱼饵。使用鱼竿，即可按提示操作进行钓鱼。\\\n\\\n钓鱼固然自有乐趣所在，但也是一项体力劳动。在非活动期间，少侠钓鱼偶尔会消耗一定的体力。\\\n\\\n" font=162</text><text>text="查看钓鱼活动" font=67 link="TongActivity/4/1/0"</text>
4	1	0	钓鱼活动	帮主自选时间	帮会领地-唱晚池	金钱、宝箱、各种鱼类等	不限等级	<text>text="每周帮主可自选时间在唱晚池边" font=162</text><text>text="李霖" font=67 link="NPCGuide/129"</text><text>text="处免费开启持续四十分钟的帮会钓鱼活动。\\\n钓鱼活动期间稀有物品产出几率大大增加，并且在活动期间钓鱼不会消耗体力，真可谓一举两得，不容错过！" font=162</text>
5	0	0	帮会菜园	不限时间	帮会领地西侧-山水田园	金钱、帮贡、帮会发展点、帮会资金等	不限等级	<text>text="·种植\\\n帮会领地中有土地可以用来种菜，帮会成员首先需要在帮会领地中的种子商" font=162</text><text>text="郭语成" font=67 link="NPCGuide/130"</text><text>text="处购买各种种子。菜地可以通过不断的种植和收获果实来提高菜地的熟练度和等级。\\\n\\\n·成长\\\n帮会领地中的菜地只允许本帮会的成员进行种植，在作物成长期间，每日会不定时出现一些毒人对菜地进行骚扰，如不保护菜地，会降低菜地果实的收成。\\\n\\\n·收获\\\n种植成熟的果实，种植者和帮会的其他帮众都可以进行拾取，收获的果实将会通过信箱邮寄的方式寄送到种植者。\\\n\\\n·奖励\\\n少侠可将果实上交给种子商" font=162</text><text>text="郭语成" font=67 link="NPCGuide/130"</text><text>text="以获得大量帮贡、金钱、帮会发展点和资金奖励。\\\n\\\n" font=162</text><text>text="查看菜园保卫战" font=67 link="TongActivity/5/1/0"</text>
5	1	0	菜园保卫战	帮主自选时间，每周开启一次	帮会领地-祝融山	帮贡、监本印文、五行石等	不限等级	<text>text="·时间" font=67</text><text>text="\\\n帮主开启活动后，猪九戒会率其众位兄弟入侵帮会领地，抢钱抢粮。如不在其进入帮会领地前将其击杀，菜园本期收益则会大大降低。\\\n\\\n" font=162</text><text>text="·技巧" font=67</text><text>text="\\\n猪九戒皮糙肉厚，乃刀枪不入之躯，必须智取，切不可强攻之。正所谓祸从口出病从口入，大猪群饥饿掠食的行为正是他们最大的弱点，少侠彼时可利用祝融山附近遗留的绊马索、石灰粉、发芽的土豆、腐烂的生菜等将其击杀。" font=162</text>
6	0	0	帮会食堂	每天08:00~10:00、12:00~14:00、18:00~20:00	帮会大厅	各种增益效果	不限等级	<text>text="帮会领地内的帮会大厅内，帮会小二会定期在帮会大厅为帮众们准备各种食物，食用后会为侠士带来各种增益效果。\\\n\\\n帮会食堂的餐点还可以打包带走，可在帮会厨房内找到" font=162</text><text>text="祝宜枫" font=67 link="NPCGuide/131"</text><text>text="并支付一定的金钱就可以打包，每人打包份额默认为1份，帮会天工树【物美价廉】重数越高，食堂提供的餐点越多。\\\n\\\n注意：打包的餐点如果超过12小时还未使用，则会变质，无法食用。" font=162</text>
6	1	0	食堂餐点	每天08:00~10:00、12:00~14:00、18:00~20:00	帮会大厅	各种增益效果	不限等级	<text>text="餐点明细：\\\n" font=162</text><text>text="· 鲜脆果盘" font=67</text><text>text="\\\n增加双倍阅历，持续两小时。两个小时内只能享用一次。\\\n\\\n" font=162</text><text>text="· 鲜味菜盘" font=67</text><text>text="\\\n增加300点修为。两个小时内只能享用一次。\\\n\\\n" font=162</text><text>text="· 鸡肉菜盘" font=67</text><text>text="\\\n声望获取速度增加5%。（需求天工树【吃遍天下】节点一重）\\\n\\\n" font=162</text><text>text="· 美酒佳酿" font=67</text><text>text="\\\n威望获取速度增加5%。（需求天工树【吃遍天下】节点二重）\\\n\\\n" font=162</text><text>text="· 南瓜盅" font=67</text><text>text="\\\n帮贡获取速度增加5%。（需求天工树【吃遍天下】节点三重）\\\n\\\n" font=162</text><text>text="· 蒸鱼菜盘" font=67</text><text>text="\\\n命中增加%1，无双增加3%。（需求天工树【吃遍天下】节点四重）\\\n\\\n" font=162</text><text>text="· 肘子菜盘" font=67</text><text>text="\\\n气血上限和蓝上限增加2%。（需求天工树【吃遍天下】节点五重）" font=162</text>
7	0	0	帮会蹴鞠	不限时间	帮会领地-流星赶月蹴鞠场	无奖励	不限等级	<text>text="养国子以道，健民以强身。\\\n康庄驰逐，穷巷蹴鞠。蹴鞠这项运动源于春秋战国时期，至今流传甚远。不仅可锻人体魄，更可炼人意识，促人合作。帮会后山和风薰柳，花香醉人，在此春光无限，云淡风轻之时，邀三两好友来一场激烈又有趣的蹴鞠比赛可谓别有一番风味，挥汗如雨后，定能收获另一种欢愉。\\\n\\\n" font=162</text><text>text="蹴鞠报名" font=67 link="TongActivity/7/1/0"</text><text>text="\\\n" font=162</text><text>text="蹴鞠规则" font=67 link="TongActivity/7/2/0"</text>
7	1	0	蹴鞠报名	不限时间	帮会领地-流星赶月蹴鞠场	无奖励	不限等级	<text>text="侠士可邀三两好友到帮会领地流星赶月蹴鞠场旁的裁判" font=162</text><text>text="韩荞生" font=67 link="NPCGuide/132"</text><text>text="或" font=162</text><text>text="黄剑翔" font=67 link="NPCGuide/133"</text><text>text="处对话报名。\\\n·当己方报名人数达5人时，报名截止。\\\n·如果少侠报名后下线或重伤，则需重新报名。\\\n·报名后侠士需在一分钟之内进入球场，逾时将被取消报名资格。\\\n·入场后则可获得参赛资格，可使用踢球道具。红队和蓝队身上将背负不同颜色的彩旗，用于分辨不同队伍。\\\n\\\n" font=162</text><text>text="查看蹴鞠规则" font=67 link="TongActivity/7/2/0"</text>
7	2	0	蹴鞠规则	不限时间	帮会领地-流星赶月蹴鞠场	无奖励	不限等级	<text>text="·赛制\\\n比赛人数最多5V5，比赛开始和结束时间可由玩家自主组织。\\\n\\\n·踢球\\\n报名的玩家可获得以下四个道具(报名时玩家剩余背包空间需大于4个哦！)在入场后右键使用道具可释放踢球招式。\\\n\\\n·计分\\\n可与蹴鞠场旁的裁判" font=162</text><text>text="韩荞生" font=67 link="NPCGuide/132"</text><text>text="或" font=162</text><text>text="黄剑翔" font=67 link="NPCGuide/133"</text><text>text="对话查看本队分数。同时还可以与他们对话重置将本队分数清零，再来一局。\\\n\\\n" font=162</text><text>text="查看如何报名" font=67 link="TongActivity/7/1/0"</text><text>text="\\\n" font=162</text>
8	0	0	小猪快跑	帮主自选，每周开启一次	帮会领地	金币、帮贡、监本印文、帮会发展点	20~80	<text>text="·开启" font=67</text><text>text="\\\n帮主和帮会领地牧场内的" font=162</text><text>text="三石叔" font=67 link="NPCGuide/136"</text><text>text="对话可开启小猪快跑活动，该活动每周只可开启一次。\\\n\\\n" font=162</text><text>text="·进行" font=67</text><text>text="\\\n活动开启后，侠士们可找" font=162</text><text>text="三石叔" font=67 link="NPCGuide/136"</text><text>text="对话领取赶猪棒。然后侠士们可在帮会领地内寻找逃窜的小猪，找到后和其对话认领，然后便可使用赶猪棒驱赶小猪。\\\n\\\n" font=162</text><text>text="·技巧" font=67</text><text>text="\\\n侠士们驱赶小猪后，小猪会进行逃窜，逃窜速度根据小猪自身剩余血量百分比不同而不同。血量越低小猪速度越快，但同时小猪狂暴几率也会增加。小猪狂暴后会少侠还是远离小猪为妙……所以，自由掌握小猪的血量会成为胜负的关键哦。\\\n另外，路边的生菜可以帮助小猪恢复一定的血量，利用好它吧。\\\n\\\n" font=162</text><text>text="·计分" font=67</text><text>text="\\\n侠士们将小猪赶回" font=162</text><text>text="三石叔" font=67 link="NPCGuide/136"</text><text>text="后面的猪圈后会进行计分，不同小猪对应的分数不同：小白猪10分，小黑猪20分，大野猪30分。帮会中积分前五名者会进入赶猪豪侠榜，可在" font=162</text><text>text="三石叔" font=67 link="NPCGuide/136"</text><text>text="附近查看。\\\n\\\n" font=162</text><text>text="·奖励" font=67</text><text>text="\\\n小猪快跑活动结束后，侠士们可到" font=162</text><text>text="三石叔" font=67 link="NPCGuide/136"</text><text>text="处领取相应奖励，若帮会总分数高于1000分，则侠士们可以获得监本印文等大量的额外奖励，同时帮会也会有高额发展点奖励哦。所以大家齐心协力共同加油吧！" font=162</text>
