SkillID	Level	IconID	Show	CombatShow	Formation	FormationCaster	PracticeID	SortOrder	Name	Desc	ShortDesc	SpecialDesc
13	1	526	1	1	0	0	0	5.3	三柴剑法	威力来自于你手上的武器。		据说是村里的长辈从砍柴的手法里领悟出的剑法。
14	1	528	1	1	0	0	0	5.4	长拳	这套拳法一般只用来练体强身。		
15	1	527	1	1	0	0	0	5.5	连环双刀	威力来自于你手上的武器。		想练好连环双刀，没有二十年的基本功可显不出威力啊。
16	1	531	1	1	0	0	0	5.6	判官笔法	威力来自于你手上的武器。		本来是江湖上盛名的笔法，传到你这只有几页残本了。
17	1	533	1	1	0	0	0	5.7	打坐	可以使你更快恢复到良好的状态。		江湖上基本的调息之术
18	1	532	1	1	0	0	0	5.9	踏云	空中借力腾跃。		
20	0	13	1	1	0	0	0	1	毒牙	测试技能		
21	0	13	1	1	0	0	0	1	眩晕	测试技能		
22	0	13	1	1	0	0	0	1	网困	测试技能		
23	0	13	1	1	0	0	0	1	点穴	测试技能		
28	0	13	1	0	0	0	1	0	攻击	NPC普通攻击		
29	1	16	1	1	0	0	0	5.81	拱手	拱手		
30	1	16	1	1	0	0	0	5.82	鼓掌	鼓掌		
31	1	16	1	1	0	0	0	5.83	哭	哭		
32	1	16	1	1	0	0	0	5.84	笑	笑		
33	1	13	1	1	0	0	0	0.3	加速	提高速度100%		
34	1	534	1	1	0	0	0	5.9	虹气长空	使用暗器攻击目标。		
35	1	2111	1	1	0	0	0	1	传功	给队友或团队成员传功，目标获得400点修为。如果自身功力远大于目标，则自身不会消耗修为，甚至会获取修为。如果打通经脉奇穴“任脉·崇骨”，则可以使目标获得修为点数提高到最多3600点。		
35	2	2111	1	1	0	0	0	1	传功	给队友或团队成员传功，消耗自身修为200点，目标获得40点修为。如果打通经脉奇穴“任脉·崇骨”，则可以使目标获得修为点数提高到最多80点。		
35	3	2111	1	1	0	0	0	1	传功	给队友或团队成员传功，消耗自身修为200点，目标获得40点修为。如果打通经脉奇穴“任脉·崇骨”，则可以使目标获得修为点数提高到最多80点。		
35	4	2111	1	1	0	0	0	1	传功	给队友或团队成员传功，消耗自身修为200点，目标获得40点修为。如果打通经脉奇穴“任脉·崇骨”，则可以使目标获得修为点数提高到最多80点。		
35	5	2111	1	1	0	0	0	1	传功	给队友或团队成员传功，消耗自身修为200点，目标获得40点修为。如果打通经脉奇穴“任脉·崇骨”，则可以使目标获得修为点数提高到最多80点。		
35	6	2111	1	1	0	0	0	1	传功	给队友或团队成员传功，消耗自身修为200点，目标获得40点修为。如果打通经脉奇穴“任脉·崇骨”，则可以使目标获得修为点数提高到最多80点。		
35	7	2111	1	1	0	0	0	1	传功	给队友或团队成员传功，消耗自身修为200点，目标获得40点修为。如果打通经脉奇穴“任脉·崇骨”，则可以使目标获得修为点数提高到最多80点。		
35	8	2111	1	1	0	0	0	1	传功	给队友或团队成员传功，消耗自身修为200点，目标获得40点修为。如果打通经脉奇穴“任脉·崇骨”，则可以使目标获得修为点数提高到最多80点。		
35	9	2111	1	1	0	0	0	1	传功	给队友或团队成员传功，消耗自身修为200点，目标获得40点修为。如果打通经脉奇穴“任脉·崇骨”，则可以使目标获得修为点数提高到最多80点。		
35	10	2111	1	1	0	0	0	1	传功	给队友或团队成员传功，消耗自身修为200点，目标获得40点修为。如果打通经脉奇穴“任脉·崇骨”，则可以使目标获得修为点数提高到最多80点。		
40	1	13	1	1	0	0	0	1	任脉·气端	增加移动速度0.5%。		
40	2	13	1	1	0	0	0	1	任脉·气端	增加移动速度1%。		
40	3	13	1	1	0	0	0	1	任脉·气端	增加移动速度1.5%。		
40	4	13	1	1	0	0	0	1	任脉·气端	增加移动速度2%。		
40	5	13	1	1	0	0	0	1	任脉·气端	增加移动速度2.5%。		
40	6	13	1	1	0	0	0	1	任脉·气端	增加移动速度3%。		
40	7	13	1	1	0	0	0	1	任脉·气端	增加移动速度3.5%。		
40	8	13	1	1	0	0	0	1	任脉·气端	增加移动速度4%。		
40	9	13	1	1	0	0	0	1	任脉·气端	增加移动速度4.5%。		
40	10	13	1	1	0	0	0	1	任脉·气端	增加移动速度5%。		
40	100	13	1	1	0	0	0	1	任脉·气端	该奇穴不受洗经伐脉影响，打通后永久保留。		
41	1	13	1	1	0	0	0	1	督脉·腰眼	气血最大值提高3%。		
41	2	13	1	1	0	0	0	1	督脉·腰眼	气血最大值提高6%。		
41	3	13	1	1	0	0	0	1	督脉·腰眼	气血最大值提高9%。		
41	4	13	1	1	0	0	0	1	督脉·腰眼	气血最大值提高12%。		
41	5	13	1	1	0	0	0	1	督脉·腰眼	气血最大值提高15%。		
41	6	13	1	1	0	0	0	1	督脉·腰眼	气血最大值提高18%。		
41	7	13	1	1	0	0	0	1	督脉·腰眼	气血最大值提高21%。		
41	8	13	1	1	0	0	0	1	督脉·腰眼	气血最大值提高24%。		
41	9	13	1	1	0	0	0	1	督脉·腰眼	气血最大值提高27%。		
41	10	13	1	1	0	0	0	1	督脉·腰眼	气血最大值提高30%。		
41	100	13	1	1	0	0	0	1	督脉·腰眼	该奇穴不受洗经伐脉影响，打通后永久保留。		
42	1	13	1	1	0	0	0	1	督脉·抬肩	受到的伤害降低1%。		
42	2	13	1	1	0	0	0	1	督脉·抬肩	受到的伤害降低1.5%。		
42	3	13	1	1	0	0	0	1	督脉·抬肩	受到的伤害降低2%。		
42	4	13	1	1	0	0	0	1	督脉·抬肩	受到的伤害降低4%。		
42	5	13	1	1	0	0	0	1	督脉·抬肩	受到的伤害降低4.5%。		
42	6	13	1	1	0	0	0	1	督脉·抬肩	受到的伤害降低5%。		
42	7	13	1	1	0	0	0	1	督脉·抬肩	受到的伤害降低7%。		
42	8	13	1	1	0	0	0	1	督脉·抬肩	受到的伤害降低7.5%。		
42	9	13	1	1	0	0	0	1	督脉·抬肩	受到的伤害降低8%。		
42	10	13	1	1	0	0	0	1	督脉·抬肩	受到的伤害降低10%。		
42	100	13	1	1	0	0	0	1	督脉·抬肩	该奇穴不受洗经伐脉影响，打通后永久保留。		
43	1	13	1	1	0	0	0	1	督脉·睛中	运功被打退的几率降低6%。		
43	2	13	1	1	0	0	0	1	督脉·睛中	运功被打退的几率降低9%。		
43	3	13	1	1	0	0	0	1	督脉·睛中	运功被打退的几率降低12%。		
43	4	13	1	1	0	0	0	1	督脉·睛中	运功被打退的几率降低24%。		
43	5	13	1	1	0	0	0	1	督脉·睛中	运功被打退的几率降低27%。		
43	6	13	1	1	0	0	0	1	督脉·睛中	运功被打退的几率降低30%。		
43	7	13	1	1	0	0	0	1	督脉·睛中	运功被打退的几率降低42%。		
43	8	13	1	1	0	0	0	1	督脉·睛中	运功被打退的几率降低45%。		
43	9	13	1	1	0	0	0	1	督脉·睛中	运功被打退的几率降低48%。		
43	10	13	1	1	0	0	0	1	督脉·睛中	运功被打退的几率降低60%。		
43	100	13	1	1	0	0	0	1	督脉·睛中	该奇穴不受洗经伐脉影响，打通后永久保留。		
44	1	13	1	1	0	0	0	1	带脉·曲泉	外功会心几率提高0.5%，外功会心伤害提高1%。		
44	2	13	1	1	0	0	0	1	带脉·曲泉	外功会心几率提高1%，外功会心伤害提高2%。		
44	3	13	1	1	0	0	0	1	带脉·曲泉	外功会心几率提高1.5%，外功会心伤害提高3%。		
44	4	13	1	1	0	0	0	1	带脉·曲泉	外功会心几率提高2%，外功会心伤害提高4%。		
44	5	13	1	1	0	0	0	1	带脉·曲泉	外功会心几率提高2.5%，外功会心伤害提高5%。		
44	6	13	1	1	0	0	0	1	带脉·曲泉	外功会心几率提高3%，外功会心伤害提高6%。		
44	7	13	1	1	0	0	0	1	带脉·曲泉	外功会心几率提高3.5%，外功会心伤害提高7%。		
44	8	13	1	1	0	0	0	1	带脉·曲泉	外功会心几率提高4%，外功会心伤害提高8%。		
44	9	13	1	1	0	0	0	1	带脉·曲泉	外功会心几率提高4.5%，外功会心伤害提高9%。		
44	10	13	1	1	0	0	0	1	带脉·曲泉	外功会心几率提高5%，外功会心伤害提高10%。		
44	100	13	1	1	0	0	0	1	带脉·曲泉	该奇穴不受洗经伐脉影响，打通后永久保留。		
45	1	13	1	1	0	0	0	1	带脉·龙玄	外功基础攻击力提高1%。		
45	2	13	1	1	0	0	0	1	带脉·龙玄	外功基础攻击力提高2%。		
45	3	13	1	1	0	0	0	1	带脉·龙玄	外功基础攻击力提高3%。		
45	4	13	1	1	0	0	0	1	带脉·龙玄	外功基础攻击力提高4%。		
45	5	13	1	1	0	0	0	1	带脉·龙玄	外功基础攻击力提高5%。		
45	6	13	1	1	0	0	0	1	带脉·龙玄	外功基础攻击力提高6%。		
45	7	13	1	1	0	0	0	1	带脉·龙玄	外功基础攻击力提高7%。		
45	8	13	1	1	0	0	0	1	带脉·龙玄	外功基础攻击力提高8%。		
45	9	13	1	1	0	0	0	1	带脉·龙玄	外功基础攻击力提高9%。		
45	10	13	1	1	0	0	0	1	带脉·龙玄	外功基础攻击力提高10%。		
45	100	13	1	1	0	0	0	1	带脉·龙玄	该奇穴不受洗经伐脉影响，打通后永久保留。		
46	1	13	1	1	0	0	0	1	冲脉·极泉	内功会心几率提高0.5%，内功会心伤害提高1%。		
46	2	13	1	1	0	0	0	1	冲脉·极泉	内功会心几率提高1%，内功会心伤害提高2%。		
46	3	13	1	1	0	0	0	1	冲脉·极泉	内功会心几率提高1.5%，内功会心伤害提高3%。		
46	4	13	1	1	0	0	0	1	冲脉·极泉	内功会心几率提高2%，内功会心伤害提高4%。		
46	5	13	1	1	0	0	0	1	冲脉·极泉	内功会心几率提高2.5%，内功会心伤害提高5%。		
46	6	13	1	1	0	0	0	1	冲脉·极泉	内功会心几率提高3%，内功会心伤害提高6%。		
46	7	13	1	1	0	0	0	1	冲脉·极泉	内功会心几率提高3.5%，内功会心伤害提高7%。		
46	8	13	1	1	0	0	0	1	冲脉·极泉	内功会心几率提高4%，内功会心伤害提高8%。		
46	9	13	1	1	0	0	0	1	冲脉·极泉	内功会心几率提高4.5%，内功会心伤害提高9%。		
46	10	13	1	1	0	0	0	1	冲脉·极泉	内功会心几率提高5%，内功会心伤害提高10%。		
46	100	13	1	1	0	0	0	1	冲脉·极泉	该奇穴不受洗经伐脉影响，打通后永久保留。		
48	1	13	1	1	0	0	0	1	骑乘特殊动作技能	专门为了播放骑乘的特殊动作制作的技能，本技能为跳跃用。		
49	0	131	1	1	0	0	0	10.1	回风扫叶	对目标造成<SKILL PhysicsDamage>点外功伤害。	外功伤害：提高到<SKILL PhysicsDamage>点。	江湖上流传的粗浅武功。
50	1	9	1	1	0	0	0	1	击飞11	移动状态测试技能。		123
51	1	9	1	1	0	0	0	1	晕	移动状态测试技能。		
51	2	13	1	1	0	0	0	1	测试技能	测试技能		
51	2505	13	1	1	0	0	0	1	测试技能	测试技能		
51	2506	13	1	1	0	0	0	1	测试技能	测试技能		
52	0	1483	1	1	0	0	0	10.3	回春妙手	使自身气血值瞬间恢复<SKILL Therapy>点。	气血值恢复：提高到<SKILL Therapy>点。	江湖上流传的疗伤口诀。
53	1	13	1	1	0	0	0	1	骑乘	骑乘，只有当装备了马类道具后才能使用，且只能在非战斗状态时使用。		
54	1	13	1	1	0	0	0	1	下马	下马。		
58	1	1488	1	1	0	0	0	10.4	猛虎下山	<BUFF 344 1 desc>，持续<BUFF 344 1 time>。		江湖上流传的可以短时间爆发人体潜能的功夫。
59	0	13	1	1	0	0	0	1	投射	测试技能		
60	1	13	1	1	0	0	0	1	任脉·会阴	全属性提高1点。		
60	2	13	1	1	0	0	0	1	任脉·会阴	全属性提高2点。		
60	3	13	1	1	0	0	0	1	任脉·会阴	全属性提高3点。		
60	4	13	1	1	0	0	0	1	任脉·会阴	全属性提高4点。		
60	5	13	1	1	0	0	0	1	任脉·会阴	全属性提高5点。		
62	1	2112	1	1	0	0	0	1	任脉·曲骨	需要自身功力大于40万方能领悟招式，且需要自身功力大于40万方能施展该招式。消耗500点修为，使目标获得击杀怪物双倍阅历气劲，重伤不消失，持续4小时。		
63	0	13	1	1	0	0	0	1	任脉·中极	施展疗伤招式命中后，有X%几率使目标获得提高内功防御等级70点，外功防御等级200点的气劲，持续15秒。		
63	1	13	1	1	0	0	0	1	任脉·中极	施展疗伤招式命中后，有1%几率使目标获得提高内功防御等级70点，外功防御等级200点的气劲，持续15秒		
63	2	13	1	1	0	0	0	1	任脉·中极	施展疗伤招式命中后，有2%几率使目标获得提高内功防御等级70点，外功防御等级200点的气劲，持续15秒		
63	3	13	1	1	0	0	0	1	任脉·中极	施展疗伤招式命中后，有3%几率使目标获得提高内功防御等级70点，外功防御等级200点的气劲，持续15秒		
64	0	13	1	1	0	0	0	1	任脉·关元	伤害产生的威胁降低X%		
64	1	13	1	1	0	0	0	1	任脉·关元	伤害产生的威胁降低1%。		
64	2	13	1	1	0	0	0	1	任脉·关元	伤害产生的威胁降低2%。		
64	3	13	1	1	0	0	0	1	任脉·关元	伤害产生的威胁降低3%。		
64	4	13	1	1	0	0	0	1	任脉·关元	伤害产生的威胁降低4%。		
64	5	13	1	1	0	0	0	1	任脉·关元	伤害产生的威胁降低5%。		
65	1	13	1	1	0	0	0	1	任脉·石门	提高威胁招式附加的威胁值1%。		
65	2	13	1	1	0	0	0	1	任脉·石门	提高威胁招式附加的威胁值2%。		
65	3	13	1	1	0	0	0	1	任脉·石门	提高威胁招式附加的威胁值3%。		
65	4	13	1	1	0	0	0	1	任脉·石门	提高威胁招式附加的威胁值4%。		
65	5	13	1	1	0	0	0	1	任脉·石门	提高威胁招式附加的威胁值5%。		
66	1	13	1	1	0	0	0	1	任脉·阴交	疗伤产生的威胁降低1%		
66	2	13	1	1	0	0	0	1	任脉·阴交	疗伤产生的威胁降低2%		
66	3	13	1	1	0	0	0	1	任脉·阴交	疗伤产生的威胁降低3%		
66	4	13	1	1	0	0	0	1	任脉·阴交	疗伤产生的威胁降低4%		
66	5	13	1	1	0	0	0	1	任脉·阴交	疗伤产生的威胁降低5%		
67	1	1656	0	0	0	0	0	1	任脉·神阙	领悟招式，可以重置万花“碧水滔天”、七秀“风袖低昂”的调息时间。		
68	1	1662	0	0	0	0	0	1	任脉·水分	基础疗伤成效提高1%。		
68	2	1662	0	0	0	0	0	1	任脉·水分	基础疗伤成效提高2%。		
68	3	1662	0	0	0	0	0	1	任脉·水分	基础疗伤成效提高3%。		
68	4	1662	0	0	0	0	0	1	任脉·水分	基础疗伤成效提高4%。		
68	5	1662	0	0	0	0	0	1	任脉·水分	基础疗伤成效提高5%。		
69	1	2130	0	0	0	0	0	1	任脉·下脘	需要自身功力大于40万方能领悟和施展该招式。消耗400点修为，使目标获得每秒恢复20%内力最大值和22点剑气的气劲，持续5秒。		
70	0	13	1	1	0	0	0	1	任脉·建里	招式的内力消耗降低X%。		
70	1	13	1	1	0	0	0	1	任脉·建里	招式的内力消耗降低0.5%。		
70	2	13	1	1	0	0	0	1	任脉·建里	招式的内力消耗降低1%。		
70	3	13	1	1	0	0	0	1	任脉·建里	招式的内力消耗降低1.5%。		
70	4	13	1	1	0	0	0	1	任脉·建里	招式的内力消耗降低2%。		
70	5	13	1	1	0	0	0	1	任脉·建里	招式的内力消耗降低2.5%。		
71	1	2129	1	1	0	0	0	1	任脉·中脘	需要自身功力大于40万方能领悟和施展该招式。消耗800点修为，使目标获得每秒恢复20%气血最大值，持续5秒。		
72	1	2113	1	1	0	0	0	1	任脉·上脘	需要自身功力大于40万方能领悟招式，且需要自身功力大于40万方能施展该招式。消耗500点修为，重置传功的调息时间。		
73	1	13	1	1	0	0	0	1	任脉·巨阙	需要自身功力大于40万方能领悟招式，且需要自身功力大于40万方能施展该招式。消耗500点修为，重置自身所有门派的内功切换调息时间。		
74	1	2114	1	1	0	0	0	1	任脉·鸠尾	需要自身功力大于40万方能领悟招式，且需要自身功力大于40万方能施展该招式。消耗500点修为，打坐运功30秒，提高双方内力最大值2000点，重伤不消失，持续4小时。		
75	1	13	1	1	0	0	0	1	任脉·中庭	施展疗伤招式命中玩家后，有1%几率使该玩家获得每秒回复2%气血最大值的气劲，持续6秒。		
75	2	13	1	1	0	0	0	1	任脉·中庭	施展疗伤招式命中玩家后，有2%几率使该玩家获得每秒回复2%气血最大值的气劲，持续6秒。		
75	3	13	1	1	0	0	0	1	任脉·中庭	施展疗伤招式命中玩家后，有3%几率使该玩家获得每秒回复2%气血最大值的气劲，持续6秒。		
76	1	2115	1	1	0	0	0	1	任脉·膻中	需要自身功力大于40万方能领悟招式，且需要自身功力大于40万方能施展该招式。消耗500点修为，打坐运功30秒，提高双方气血最大值2000点，重伤不消失，持续4小时。		
77	1	13	1	1	0	0	0	1	任脉·玉堂	水下闭气的时间上限提高20秒。		
77	2	13	1	1	0	0	0	1	任脉·玉堂	水下闭气的时间上限提高30秒。		
77	3	13	1	1	0	0	0	1	任脉·玉堂	水下闭气的时间上限提高40秒。		
77	4	13	1	1	0	0	0	1	任脉·玉堂	水下闭气的时间上限提高50秒。		
77	5	13	1	1	0	0	0	1	任脉·玉堂	水下闭气的时间上限提高60秒。		
78	0	13	1	1	0	0	0	1	任脉·紫宫	抗摔伤系数提高50点，使你能从更高的地方摔下来而不受到伤害。		
78	1	13	1	1	0	0	0	1	任脉·紫宫	抗摔伤系数提高50点，使你能从更高的地方摔下来而不受到伤害。		
78	2	13	1	1	0	0	0	1	任脉·紫宫	抗摔伤系数提高100点，使你能从更高的地方摔下来而不受到伤害。		
78	3	13	1	1	0	0	0	1	任脉·紫宫	抗摔伤系数提高150点，使你能从更高的地方摔下来而不受到伤害。		
78	4	13	1	1	0	0	0	1	任脉·紫宫	抗摔伤系数提高200点，使你能从更高的地方摔下来而不受到伤害。		
78	5	13	1	1	0	0	0	1	任脉·紫宫	抗摔伤系数提高250点，使你能从更高的地方摔下来而不受到伤害。		
79	0	13	1	1	0	0	0	1	任脉·华盖	根骨提高X%。		
79	1	13	1	1	0	0	0	1	任脉·华盖	根骨提高1%。		
79	2	13	1	1	0	0	0	1	任脉·华盖	根骨提高2%。		
79	3	13	1	1	0	0	0	1	任脉·华盖	根骨提高3%。		
79	4	13	1	1	0	0	0	1	任脉·华盖	根骨提高4%。		
79	5	13	1	1	0	0	0	1	任脉·华盖	根骨提高5%。		
80	0	13	1	1	0	0	0	1	任脉·璇玑	力道提高X%。		
80	1	13	1	1	0	0	0	1	任脉·璇玑	力道提高1%。		
80	2	13	1	1	0	0	0	1	任脉·璇玑	力道提高2%。		
80	3	13	1	1	0	0	0	1	任脉·璇玑	力道提高3%。		
80	4	13	1	1	0	0	0	1	任脉·璇玑	力道提高4%。		
80	5	13	1	1	0	0	0	1	任脉·璇玑	力道提高5%。		
81	1	2043	1	1	0	0	0	99	神行千里	领悟招式，身轻如燕，来去自如，瞬间到达江湖各地和武林秘境。秘境战斗中无法施展此招式。		
82	0	13	1	1	0	0	0	1	任脉·天突	元气提高X%。		
82	1	13	1	1	0	0	0	1	任脉·天突	元气提高1%。		
82	2	13	1	1	0	0	0	1	任脉·天突	元气提高2%。		
82	3	13	1	1	0	0	0	1	任脉·天突	元气提高3%。		
82	4	13	1	1	0	0	0	1	任脉·天突	元气提高4%。		
82	5	13	1	1	0	0	0	1	任脉·天突	元气提高5%。		
83	0	13	1	1	0	0	0	1	任脉·廉泉	身法提高X%。		
83	1	13	1	1	0	0	0	1	任脉·廉泉	身法提高1%。		
83	2	13	1	1	0	0	0	1	任脉·廉泉	身法提高2%。		
83	3	13	1	1	0	0	0	1	任脉·廉泉	身法提高3%。		
83	4	13	1	1	0	0	0	1	任脉·廉泉	身法提高4%。		
83	5	13	1	1	0	0	0	1	任脉·廉泉	身法提高5%。		
84	0	2041	0	0	0	0	0	1	任脉·兑端	江湖轻功中“神行千里”的调息时间降低X分钟。	江湖轻功中“神行千里”的调息时间降低30分钟。	
84	1	2041	0	0	0	0	0	1	任脉·兑端	使用轻功“萍踪侠影”每秒消耗的气力值降低1点。		
84	2	2041	0	0	0	0	0	1	任脉·兑端	使用轻功“萍踪侠影”每秒消耗的气力值降低2点。		
84	3	2041	0	0	0	0	0	1	任脉·兑端	江湖轻功中“神行千里”的调息时间降低60分钟。		
84	4	2041	0	0	0	0	0	1	任脉·兑端	江湖轻功中“神行千里”的调息时间降低60分钟。		
84	5	2041	0	0	0	0	0	1	任脉·兑端	江湖轻功中“神行千里”的调息时间降低60分钟。		
85	0	13	1	1	0	0	0	1	任脉·承浆	体质提高X%。		
85	1	13	1	1	0	0	0	1	任脉·承浆	体质提高1%。		
85	2	13	1	1	0	0	0	1	任脉·承浆	体质提高2%。		
85	3	13	1	1	0	0	0	1	任脉·承浆	体质提高3%。		
85	4	13	1	1	0	0	0	1	任脉·承浆	体质提高4%。		
85	5	13	1	1	0	0	0	1	任脉·承浆	体质提高5%。		
86	0	13	1	1	0	0	0	1	任脉·水沟	轻功“飞景”的调息时间降低X秒。		
86	1	13	1	1	0	0	0	1	任脉·水沟	使用轻功“飞檐走壁”每秒的气力值消耗降低1点。		
86	2	13	1	1	0	0	0	1	任脉·水沟	使用轻功“飞檐走壁”每秒的气力值消耗降低2点。		
86	3	13	1	1	0	0	0	1	任脉·水沟	使用轻功“飞檐走壁”每秒的气力值消耗降低3点。		
86	4	13	1	1	0	0	0	1	任脉·水沟	使用轻功“飞檐走壁”每秒的气力值消耗降低4点。		
86	5	13	1	1	0	0	0	1	任脉·水沟	使用轻功“飞檐走壁”每秒的气力值消耗降低5点。		
87	0	13	1	1	0	0	0	1	任脉·素髎	江湖轻功中“凌霄揽胜”的调息时间降低X秒。		
87	1	13	1	1	0	0	0	1	任脉·素髎	江湖轻功中“凌霄揽胜”的调息时间降低2秒。		
87	2	13	1	1	0	0	0	1	任脉·素髎	江湖轻功中“凌霄揽胜”的调息时间降低4秒。		
87	3	13	1	1	0	0	0	1	任脉·素髎	江湖轻功中“凌霄揽胜”的调息时间降低6秒。		
87	4	13	1	1	0	0	0	1	任脉·素髎	江湖轻功中“凌霄揽胜”的调息时间降低8秒。		
87	5	13	1	1	0	0	0	1	任脉·素髎	江湖轻功中“凌霄揽胜”的调息时间降低10秒。		
88	0	13	1	1	0	0	0	1	任脉·神庭	江湖轻功中“瑶台枕鹤”的调息时间降低X秒。		
88	1	13	1	1	0	0	0	1	任脉·神庭	江湖轻功中“瑶台枕鹤”的调息时间降低2秒。		
88	2	13	1	1	0	0	0	1	任脉·神庭	江湖轻功中“瑶台枕鹤”的调息时间降低4秒。		
88	3	13	1	1	0	0	0	1	任脉·神庭	江湖轻功中“瑶台枕鹤”的调息时间降低6秒。		
88	4	13	1	1	0	0	0	1	任脉·神庭	江湖轻功中“瑶台枕鹤”的调息时间降低8秒。		
88	5	13	1	1	0	0	0	1	任脉·神庭	江湖轻功中“瑶台枕鹤”的调息时间降低10秒。		
89	0	13	1	1	0	0	0	1	任脉·上星	江湖轻功中“迎风回浪”的调息时间降低X秒。		
89	1	13	1	1	0	0	0	1	任脉·上星	江湖轻功中“迎风回浪”的调息时间降低2秒。		
89	2	13	1	1	0	0	0	1	任脉·上星	江湖轻功中“迎风回浪”的调息时间降低4秒。		
89	3	13	1	1	0	0	0	1	任脉·上星	江湖轻功中“迎风回浪”的调息时间降低6秒。		
89	4	13	1	1	0	0	0	1	任脉·上星	江湖轻功中“迎风回浪”的调息时间降低8秒。		
89	5	13	1	1	0	0	0	1	任脉·上星	江湖轻功中“迎风回浪”的调息时间降低10秒。		
90	0	13	1	1	0	0	0	1	任脉·前顶	江湖轻功中“蹑云逐月”的调息时间降低X秒。		
90	1	13	1	1	0	0	0	1	任脉·前顶	江湖轻功中“蹑云逐月”的调息时间降低1秒。		
90	2	13	1	1	0	0	0	1	任脉·前顶	江湖轻功中“蹑云逐月”的调息时间降低2秒。		
90	3	13	1	1	0	0	0	1	任脉·前顶	江湖轻功中“蹑云逐月”的调息时间降低3秒。		
90	4	13	1	1	0	0	0	1	任脉·前顶	江湖轻功中“蹑云逐月”的调息时间降低4秒。		
90	5	13	1	1	0	0	0	1	任脉·前顶	江湖轻功中“蹑云逐月”的调息时间降低5秒。		
91	1	13	1	1	0	0	0	1	督脉·长强	每10秒恢复的气力值提高3点。		
91	2	13	1	1	0	0	0	1	督脉·长强	每10秒恢复的气力值提高6点。		
91	3	13	1	1	0	0	0	1	督脉·长强	每10秒恢复的气力值提高9点。		
91	4	13	1	1	0	0	0	1	督脉·长强	每10秒恢复的气力值提高12点。		
91	5	13	1	1	0	0	0	1	督脉·长强	每10秒恢复的气力值提高15点。		
92	1	13	1	1	0	0	0	1	督脉·腰俞	无双值等级提高5点。		
92	2	13	1	1	0	0	0	1	督脉·腰俞	无双等级提高10点。		
92	3	13	1	1	0	0	0	1	督脉·腰俞	无双等级提高15点。		
92	4	13	1	1	0	0	0	1	督脉·腰俞	无双等级提高20点。		
92	5	13	1	1	0	0	0	1	督脉·腰俞	无双等级提高25点。		
93	1	13	1	1	0	0	0	1	督脉·命门	受到的内功伤害降低1%。		
93	2	13	1	1	0	0	0	1	督脉·命门	受到的内功伤害降低2%。		
93	3	13	1	1	0	0	0	1	督脉·命门	受到的内功伤害降低3%。		
93	4	13	1	1	0	0	0	1	督脉·命门	受到的内功伤害降低4%。		
93	5	13	1	1	0	0	0	1	督脉·命门	受到的内功伤害降低5%。		
94	1	13	1	1	0	0	0	1	督脉·悬枢	基础疗伤成效提高2%。		
94	2	13	1	1	0	0	0	1	督脉·悬枢	基础疗伤成效提高4%。		
94	3	13	1	1	0	0	0	1	督脉·悬枢	基础疗伤成效提高6%。		
