ID	Name
401	霸蜀·续雷腰带
402	霸蜀·拂岳护腿
403	霸蜀·拂岳头盔
404	霸蜀·拂岳腰带
405	流纹磨石
406	角砾磨石
407	玄武磨石
408	花岗磨石
409	晶凝磨石
410	云英磨石
411	云锡磨石
412	灵璧磨石
413	岐黄甲片（头部）
414	岐黄甲片（鞋子）
415	流纹甲片（头部）
416	流纹甲片（鞋子）
417	角砾甲片（头部）
418	角砾甲片（鞋子）
419	益元甲片（头部）
420	益元甲片（鞋子）
421	云锡甲片（头部）
422	云英甲片（鞋子）
423	雨花磨石
424	黑曜磨石
425	燕勒磨石
426	磷灰磨石
427	片麻磨石
428	田黄磨石
429	黑曜甲片（头部）
430	黑曜甲片（鞋子）
431	雨花甲片（头部）
432	雨花甲片（鞋子）
433	田黄甲片（头部）
434	田黄甲片（鞋子）
435	云英甲片（头部）
436	云锡甲片（鞋子）
437	瀑沙熔锭
438	坠宵熔锭
439	絮泊熔锭
440	巨灵熔锭
441	青龙磨石
442	白虎磨石
443	燧棱磨石
444	天罡磨石
445	辉玉磨石
446	朱雀磨石
447	龙血磨石
448	鬼虎磨石
449	青龙甲片（头部）
450	青龙甲片（鞋子）
451	白虎甲片（头部）
452	白虎甲片（鞋子）
453	朱雀甲片（头部）
454	朱雀甲片（鞋子）
455	鬼虎甲片（头部）
456	鬼虎甲片（鞋子）
457	鎏金钥匙
458	素银钥匙
459	落星
460	坠阳
461	曼变铠甲
462	曼变战靴
463	曼变护手
464	浮灭铠甲
465	浮灭战靴
466	浮灭护手
467	霸蜀·曼变护腿
468	镇蜀·浮灭护腿
469	霸蜀·曼变头盔
470	镇蜀·浮灭头盔
471	霸蜀·曼变腰带
472	镇蜀·浮灭腰带
473	飞羽上装
474	百变上装
475	飞羽帽子
476	百变帽子
477	飞羽鞋子
478	百变鞋子
479	飞羽护手
480	百变护手
481	飞羽腰带
482	百变腰带
483	飞羽下装
484	百变下装
485	飞羽匣
486	百变匣
487	精致飞羽匣
488	精致百变匣
489	赤铁护手
490	赤铁靴甲
491	月锡下装
492	月锡腰缎
493	红铜下装
494	密银下装
495	霸蜀磨石
496	霸蜀甲片（头部）
497	霸蜀甲片（鞋子）
498	蜀铁锭
499	隐月线
500	金甲片
501	五色石
502	菩提木
