ClassID	SubClassID	ID	ClassName	SubClassName	Title	Content	Link
3	3	9			元气	<text>text="元气\\\n　　影响角色内功攻击力与非战斗状态下的每秒气血和内力恢复值。" font=162</text>	
3	5	0		角色外功攻击属性		<text>text="　　角色外功攻击属性主要包含了外功攻击力、外功命中率、外功会心值等信息。可以在角色面板中查看到具体的各项数值。" font=162</text>	
3	5	1			外功攻击力	<text>text="外功攻击\\\n　　实施外功系攻击（近身、远程）的能力。\\\n" font=162</text>	
3	5	2			外功命中	<text>text="外功命中\\\n　　外功攻击命中同等级目标的几率。" font=162</text>	
3	5	3			外功会心	<text>text="外功会心\\\n　　外功攻击对方时造成的会心几率。" font=162</text>	
3	5	4			外功会心伤害	<text>text="外功会心伤害\\\n　　在无外功伤害加成情况下，外功攻击对方时造成普通攻击1.5倍伤害量。" font=162</text>	
3	5	5			外功攻速	<text>text="外功攻速\\\n　　外功普通攻击速度。" font=162</text>	
3	6	0		角色内功攻击属性		<text>text="　　角色内功属性主要包含了内功攻击力、内功命中率、内功会心值等信息。可以在角色面板中查看到具体的各项数值。" font=162</text>	
3	6	1			内功攻击力	<text>text="内功攻击\\\n　　实施内功系攻击（阳性、混元、阴性、毒性）的能力。\\\n" font=162</text>	
3	6	2			内功命中	<text>text="内功命中\\\n　　内功攻击（阳性、混元、阴性、毒性）命中同等级目标的几率。" font=162</text>	
3	6	3			内功会心	<text>text="内功会心\\\n　　内功攻击（阳性、混元、阴性、毒性）对方时造成的会心几率。" font=162</text>	
3	6	4			内功会心伤害	<text>text="内功会心伤害\\\n　　在无伤害加成情况下，内功攻击对方时造成普通攻击的1.5倍伤害量。" font=162</text>	
3	6	5			内功攻速加成	<text>text="内功攻速加成\\\n　　内功运功速度提高。" font=162</text>	
3	7	0		角色防御属性		<text>text="　　角色防御属性包括了闪躲、招架、拆招等这一系列可以闪避招式免受或是少受伤害的属性。" font=162</text>	
3	7	1			闪躲	<text>text="闪躲\\\n　　影响人物受外功攻击时伤害可完全减免的几率。\\\n" font=162</text>	
3	7	2			招架	<text>text="招架\\\n　　影响人物受外功攻击时伤害可减少的几率。" font=162</text>	
3	7	3			拆招	<text>text="拆招\\\n　　影响人物在招架成功后可减少的伤害量。" font=162</text>	
3	7	4			御劲	<text>text="御劲\\\n　　影响人物被会心的几率。" font=162</text>	
3	7	5			化劲	<text>text="化劲\\\n　　影响人物被会心的伤害减免百分比。" font=162</text>	
3	8	0		角色生存属性		<text>text="　　角色生存属性与角色的存活率息息相关，主要包括了疗伤量、气血回转、内力回转、跑速这些可以让角色存活下来的属性信息。" font=162</text>	
3	8	1			疗伤	<text>text="疗伤\\\n　　对目标的治疗能力。\\\n" font=162</text>	
3	8	2			气血回转	<text>text="气血回转\\\n　　每秒恢复的气血值。" font=162</text>	
3	8	3			内力回转	<text>text="内力回转\\\n　　每秒恢复的内力值。" font=162</text>	
3	8	4			跑速	<text>text="跑速\\\n　　移动速度。" font=162</text>	
3	8	5			无双	<text>text="无双\\\n　　被敌对头领识破攻击招式的几率。" font=162</text>	
3	9	0		角色破防属性		<text>text="　　角色破防属性就是角色对各种内功外功的抵抗能力，具体显示数值是可以抵消受到的伤害的百分比。" font=162</text>	
3	9	1			外功破防	<text>text="外功破防\\\n　　降低目标的外功防御。" font=162</text>	
3	9	2			阳性内功破防	<text>text="阳性内功破防\\\n　　降低目标的阳性内功防御。" font=162</text>	
3	9	3			混元内功破防	<text>text="混元性内功破防\\\n　　降低目标的混元性内功防御。" font=162</text>	
3	9	4			阴性内功破防	<text>text="阴性内功破防\\\n　　降低目标的阴性内功防御。" font=162</text>	
3	9	5			毒破防	<text>text="毒破防\\\n　　降低目标的毒性内功防御。" font=162</text>	
3	10	0		NPC类型		<text>text="　　NPC分为功能NPC（可与玩家进行交互）和战斗型NPC（俗称“怪物”）。NPC也有等级、强弱和攻击类型之分。良好的掌握这些可以帮助您在行走江湖时规避祸事。" font=162</text>	
3	10	1			NPC等级	<text>text="　　与玩家一样，每个NPC也有自己的等级。如果您观察某个NPC的等级显示为“？”，则代表该NPC等级比您当前等级大10级以上。如果对方恰好是您的敌人，奉劝您，安全第一，走为上吧！\\\n　　低于人物等级超过5级的怪物目标名称显示为灰色，以大欺小非英雄所为，故杀死灰色怪物不能获得任何阅历。" font=162</text>	
3	10	2			NPC红名	<text>text="　　敌对关系，一旦您进入了该NPC的攻击范围，他就会主动攻击您。赶路的时候不要为了抄近路而从红色怪群中穿过哦。" font=162</text>	
3	10	3			NPC黄名	<text>text="　　中立关系，不会主动攻击您，但是遭到攻击后他们是会还击的，所以在使用范围性攻击时要小心“招惹”到他们。" font=162</text>	
3	10	4			NPC绿名	<text>text="　　友好关系，您不能攻击的对象，包括商人、任务NPC等等。" font=162</text>	
3	10	5			NPC强度（缺图）	<text>text="　　游戏中，根据攻击强度不同，NPC可以分为普通、高手、头目、领袖四种，您可以通过他们不同的小头像外框和血条来分辨。简单说来记住一个规则，血条越长的NPC攻击强度越高。例如以下就是四种强度的敌对人型NPC小头像示例。\\\n　　如果级别不是远高于对立的头目或领袖的话，最好不要尝试单独挑战他们，或者当被他们轻松干掉的时候您也会深刻得知这一点。\\\n　　付出与回报是相对应的，当你和同伴齐心协力推倒领袖级的战斗NPC时，通常会掉落较好的物品作为奖励。\\\n" font=162</text>	
3	10	6			NPC小头像类型（缺图）	<text>text="观察NPC的小头像类型可以分辨对方的物种类型：\\\n" font=162</text>	
11	0	0	任务系统			<text>text="　　做任务是了解游戏故事背景、升级、赚钱、获取装备、声望等等好处的重要途径之一。《剑网3》的游戏世界是一个动态可发展的、有历史变迁的世界，数千个多样化的任务可以使得您在做任务升级的同时，充分体验丰富的游戏乐趣，甚至影响到游戏世界的发展。" font=162</text>	
11	1	0		接交任务		<text>text="　　NPC头顶金色卷起的卷轴，表示有任务可接。\\\n　　金色展开的卷轴，表示有任务可交。" font=162</text>	
11	1	1			接任务	<text>text="　　尽管去找头上有关闭状金色卷轴标识的NPC对话吧，这表示他现在有一个或多个任务给您。\\\n　　1.　靠近NPC，将鼠标移动NPC身上，点击鼠标右键，可以打开任务对话界面。\\\n　　2.右键点击与其对话，在对话界面中选择任务。点击“接受任务”即可接受此任务。\\\n" font=162</text>	
11	1	2			交任务	<text>text="　　当看到NPC头上有打开状的金色卷轴标识时，这代表他们希望您带着任务物品或任务完成信息凯旋并与之对话，通常这意味着阅历、银两或丰厚的装备物品奖励等。　\\\n　　完成任务后，右键点击与其对话，在对话界面中选择任务。点击“完成任务”即可交付此任务，得到对应的奖励。" font=162</text>	
11	2	0		查看任务		<text>text="　　正在进行中的任务会出现在您的任务纪录里。按L键打开任务界面，可以看到现有的任务列表和每个任务的详细描述--包括任务目标、任务描述、任务奖励等。\\\n　　在任务描述的NPC对话内容中，我们贴心地把您关注的任务关键字用颜色加以区分：\\\n　　红色：需要杀死的怪物名称。\\\n　　蓝色：需要收集的物品名称。\\\n　　绿色：地名和需要寻找的任务NPC名称。" font=162</text>	
11	2	1			任务进展	<text>text="　　任务名后方将标出该任务的进行状态，包括“完成”或“失败”。当任务失败后，你可以尝试放弃这个任务后再重新接取。" font=162</text>	
11	2	2			任务类型	<text>text="　　有些较为特殊的任务会在任务名后方标注上任务类型，例如“秘境任务”、“日常任务”等等，一些挑战精英怪的任务也会在任务名方后标注“X人任务”，方便您拉帮结派前去挑战。" font=162</text>	
11	2	3			任务数量限制	<text>text="　　您的任务记录上可以记载的任务数量上限是25个。一旦达到了这个上限而您又要接新的任务，就必须放弃某个已经接到的任务。\\\n　　您可以随时放弃一个任务，当想做的时候再回去重新领取。" font=162</text>	
11	2	4			聊天栏显示任务名	<text>text="　　通过Ctrl+左键点击[任务名]，可把该[任务名]快速插入聊天栏的文字中，任何看到信息的玩家通过点击该对话中的[任务名]，即可看到该任务信息状态。" font=162</text>	
11	2	5			任务指引	<text>text="　　任务指引可以帮助您更快的查找到任务怪的所在或者是所要采集的任务物品，当您接取任务后，可以按“L”键打开任务面板，在任务内容中，可以看到需要您去干什么，例如：需要杀果子狸2个，在此文字后如果看到有一枚小旗帜的标志，这便是任务指引，您可以左键点击它，会自动打开所在地的地图，并在地图上以点的形式标识出怪物的所在或是任务物品的所在。" font=162</text>	
11	2	6			任务追踪	<text>text="　　默认情况下，系统会自动追踪您最近所接的5个任务并在任务列表和主界面上显示任务进展情况，您可以在选中某任务后点击追踪“取消追踪”按钮来取消追踪这个任务的进展。\\\n　　点击某个任务界面右上方的“关闭状卷轴”按钮可以打开大地图查看当前任务的接任务NPC地点。\\\n　　点击某个任务界面右上方的“打开状卷轴”按钮可以打开大地图查看当前任务的交任务NPC地点。\\\n" font=162</text>	
11	4	0		任务难度		<text>text="　　任务列表中的任务名和任务NPC的头顶卷轴都会用不同颜色来表明任务对玩家当前级别的难易程度。越低级的任务意味着越少的阅历（您可以把鼠标放在任务列表中的某低级任务名上察看递减的阅历值）。所以尽量完成与当前等级匹配的任务才是快速升级的好办法。\\\n　　灰色任务：任务等级比角色等级低9级以上，即使完成也基本拿不到阅历奖励，是时候放弃了。\\\n　　绿色任务：任务等级比角色等级低4-8级，任务阅历有所衰减，一个人也能轻易完成。\\\n　　黄色任务：任务等级与角色等级差距在3级以内，当前等级做这些任务性价比最高。\\\n　　橙色任务：任务等级比角色等级高4-5级，找上几个志同道合的伙伴会更有胜算。\\\n　　红色任务：任务等级比角色等级高6级以上，先升上几级再来挑战会更好。\\\n" font=162</text>	
11	4	1			金色卷轴	<text>text="金色关闭卷轴\\\n　　尽管去找头上有关闭状金色卷轴标识的NPC对话吧，这表示他现在有一个或多个任务给您。\\\n金色打开卷轴\\\n　　当看到NPC头上有打开状的金色卷轴标识时，这代表他们希望您带着任务物品或任务完成信息凯旋并与之对话，通常这意味着阅历、银两或丰厚的装备物品奖励等。" font=162</text>	
11	4	2			蓝色卷轴	<text>text="蓝色卷轴\\\n　　NPC头上有蓝色的关闭状卷轴时，表示有能重复完成的任务，一般代表各种声望任务。" font=162</text>	
11	4	3			灰色卷轴	<text>text="灰色卷轴\\\n　　NPC头上有灰色的关闭状卷轴时，表示该任务等级太低，即使完成也基本拿不到阅历奖励。" font=162</text>	
11	4	4			绿色卷轴	<text>text="绿色卷轴\\\n　　NPC头上有绿色的关闭状卷轴时，表示该任务等级对于您来说有点低了，即使完成该任务也会有一定的阅历衰减。\\\n" font=162</text>	
11	4	5			橙色卷轴	<text>text="橙色卷轴\\\n　　NPC头上有橙色的关闭状卷轴时，表示您当前等级还不能接收该任务。先升上几级后再来把！\\\n" font=162</text>	
11	4	6			小地图卷轴	<text>text="小地图卷轴\\\n　　小地图上会用打开状的金色卷轴显示附近可交任务的NPC位置。\\\n" font=162</text>	
11	6	0		任务协助		<text>text="　　当您帮助队友（同时也是您的好友），完成某个您已经完成的任务后，会获得一定的协助任务奖励。在任务界面右上方可以查看当前可协助任务状态。" font=162</text>	
11	6	1			任务协助条件	<text>text="　　协助者和被协助者必须组队。\\\n　　协助者必须在被协助者附近。\\\n　　协助者必须已完成该任务。\\\n　　协助者每天可完成的协助任务个数会随着等级增长不断增加，最高上限每天不超过18个。" font=162</text>	
11	6	2			任务协助奖励	<text>text="　　协助者和被协助者（同时也是好友）双方好感度增加5点。\\\n　　协助者将获得4点精力值和4点体力值。" font=162</text>	
11	7	0		任务共享		<text>text="　　某些任务能和附近的队友共享，您只需要按L键打开任务界面，选择某任务按下“共享”按钮即可。\\\n\\\n任务共享限制\\\n　　您的队友必须在您附近才能共享任务；\\\n　　您的队友必须也满足接受任务的条件，比如您已经完成到系列任务中的第二阶段，而您的队友尚处在第一阶段，则此任务无法共享；\\\n　　从掉落道具中引发的任务无法共享。具体可以打开任务面板进行查看，不可共享的任务，在面板下方的“共享”按钮是呈灰色状态的。" font=162</text>	
11	8	0		日常任务		<text>text="　　什么叫做日常任务？\\\n　　一天一次，刷新时间为每天早上7点。\\\n\\\n　　当看到NPC头上有蓝色的关闭状卷轴时，表示有能重复完成的任务。每日能完成的日常任务总数为20个。" font=162</text>	
11	8	1			活动日常	<text>text="　　活动日常分为长期活动和短期活动。\\\n　　长期活动是一直存在在游戏中的，例如：洛阳的擂台活动、扬州的狮王争霸。通过这些任务同样可以获得城市的声望奖励。\\\n　　短期活动是游戏中会根据现实生活中的节日定期推出相应的节日活动，会设立一些活动的日常任务，完成任务后，可以获得金钱和活动专用道具、货币等奖励。当活动结束后，便无法接到任务了，所以这类任务是有时间阶段限制的。具体的任务会因节日的不同而不同，可以查看当时的活动具体介绍。" font=162</text>	
11	8	2			城市日常	<text>text="　　在扬州、长安、洛阳这三大主城也分别设立了各自的城市日常，完成城市的日常任务，可以增加对应城市的声望和金钱，例如：完成的是扬州的，则增加扬州城的声望。" font=162</text>	
11	8	3			势力日常	<text>text="　　游戏中除了城市日常，还有各个势力组织提供的日常任务，例如：长歌门、东篱寨、南洋商会、镖局等。完成不同势力的日常任务，可以增加对应势力的声望。例如：完成东篱寨的任务，会增加东篱寨的声望。" font=162</text>	
11	8	4			阵营日常	<text>text="　　阵营分为恶人谷和浩气盟，当您加入了一方后，只可完成加入一方的日常任务。例如：加入恶人谷，则只可以做恶人谷的日常任务。\\\n　　其中恶人谷和浩气盟除了奖励声望的日常任务以外，还有奖励威望的日常任务。威望可以用来购买对应阵营的装备。" font=162</text>	
11	8	5			秘境日常	<text>text="　　秘境日常分为普通秘境日常和高级秘境日常。\\\n　　普通秘境日常当角色达到50级时便可接取，根据秘境所在门派的不同，会奖励对应门派的声望，例如：完成烽火三才阵任务，会得到天策声望的奖励。\\\n　　高级秘境日常当角色达到70级时才可接取，同样也是根据秘境所在门派的不同，会奖励对应门派的声望。" font=162</text>	
12	0	0	武学相关			<text>text="　　剑网3中，已开放的门派有6个：少林、七秀、万花、天策、纯阳、藏剑。\\\n　　每个门派武学包括两套内功、四套招式、两套阵法。以此为基础，每个门派都有两条武学路线。" font=162</text>	
12	7	0		内功		<text>text="　　15级拜入门派后，就可修习到门派武学。每个门派都有两种内功，不同的内功对应不同的效果，配合内功切换将有丰富多变的战斗玩法。\\\n　　内功需要装备后才能生效，在不同的内功下可用的招式也有不同。想了解各门派的内功特点，详见内功介绍。" font=162</text>	
12	7	12			学习内功	<text>text="　　15级拜入门派后，可在各门派的武学训练师处学习到内功。" font=162</text>	
12	7	14			切换内功	<text>text="　　进入门派时，系统会默认装备一种内功。当前装备的内功会显示在屏幕的左下，快捷栏的左侧，如图。\\\n　　要使用同门派的另一种内功，就需要切换内功。\\\n　　有两种方式可以切换当前装备内功：\\\n　　1.点击界面上的当前装备内功，展开内功列表，从中选择内功进行切换。在用这种方式切换内功有时间间隔，每15分钟才能切换一次。\\\n与掌门对话，选择内功切换。用这种方式没有切换间隔，随时都可以切换。\\\n" font=162</text><image>path="ui\Image\JX3Library\kongfu.UITex" frame=0</image><text>text="\\\n　　2.与掌门对话，选择内功切换。用这种方式没有切换间隔，随时都可以切换。" font=162</text>	
12	7	15			升级内功	<text>text="　　内功只能通过武学训练师升级，升级内功需要花费一定量的金钱。\\\n　　拜入门派后，每逢整数级（20、30、40、50、60、70）都可以去训练师处学习下一重的内功。" font=162</text>	
12	10	0		招式		<text>text="　　15级拜入门派后，就可修习到门派武学。每个门派武学下设四大武功套路，每套套路下有不同招式，每个招式需对应不同的内功和武器类型。" font=162</text>	
12	10	1			学习招式	<text>text="　　15级拜入门派后，可在各门派的武学训练师处学习到招式。找到武学训练师后，选择“传授武功”，可以看到可学的招式列表。\\\n　　可学的招式显示为绿色，不可学习的招式显示为红色。\\\n　　要学习新的招式需要满足三个条件：已学习对应套路、学习等级已达到、支付一定量的金钱。\\\n　　要学习已有招式的更高重数，需要满足三个条件：已有招式的熟练度满足学习条件、学习等级已达到、支付一定量的金钱。" font=162</text>	
12	10	2			使用招式	<text>text="　　所有已学到的招式，都可在武学界面中看到。按P可打开武学界面，将鼠标移到招式图标上，点击后即可拖动到快捷栏放置。\\\n点击武学界面或快捷栏中的招式图标，可使用招式。但是，每个招式都有不同的使用条件，将鼠标移动到招式图标上，可以看到该招式的一些信息：\\\n　　距离：表示与当前目标的距离在多少以内时，可以使用这个招式。如显示“20尺”，则表示与当前目标的距离在20尺以内时，可以使用这个招式；如显示“无”，则表示该招式没有限制距离，可以在任意距离使用。\\\n　　武器：表示装备什么类型的武器时，可以使用这个招式。如显示“任意武器”，则表示该招式没有武器限制。通常门派武学需求的都是固定类型的武器：少林需要棍类，七秀需要双兵类，万花需要笔类，天策需要长兵类，纯阳需要短兵类。\\\n内功：表示在装备什么类型的内功时，可以使用这个招式。如显示“无”，则表示该招式没有内功限制；如显示的不是具体的内功名，而是门派名如“七秀内功”，则表示该招式可以装备七秀的任意一种内功使用。\\\n　　内力：表示使用这个招式需要消耗多少内力。当内力不足时，这个招式将无法释放出来。\\\n　　释放时间：表示在使用这个招式后，需要多长时间才能发挥招式效果。如显示“瞬间释放”，则表示该招式可以被立刻释放；如显示“释放：5秒”，则表示在开始使用该招式后5秒，才能释放效果。在释放期间，界面上将显示一个进度条，进度条走完后才能释放招式效果，期间移动、跳跃、使用Esc键都会打断这个释放过程。\\\n　　调息时间：表示在使用了这个招式后，需要多长时间才能再次使用。如显示“5秒调息”，则表示释放后需要5秒才能再次使用这个招式；如显示“无调息时间”，则表示可以无间断地连续使用这个招式。\\\n" font=162</text>	
12	10	3			招式升级	<text>text="　　某些招式是可以升级的，升级与熟练度有关。\\\n　　每次使用招式时，都可能提升该招式的熟练度。当熟练度达到最大值时，该招式会升级到下一重。此外，当熟练度达到一定值后，你也可以向武学训练师支付一定的金钱，将招式升到下一重。\\\n　　将鼠标移至招式图标上，可以查看当前重数和升级至下一重所需的招式熟练度。如果没有显示，或显示“该招式已练至最高境界”，则表示该招式无法再升级。" font=162</text>	
12	10	4			主动招式	<text>text="　　主动招式可以使用，可以被拖拽至快捷栏。在界面上，主动招式的图标显示为方形。" font=162</text>	
12	10	5			被动招式	<text>text="　　被动招式无需释放，不可被拖拽至快捷栏，只要满足特定条件即可自动产生效果。在界面上，被动招式的图标显示为圆形。" font=162</text>	
12	11	0		少林武学		<text>text="　　少林武学讲究以禅入武，禅武结合。招式大开大阖，稳重而不迟滞，一招一式之间无不充斥佛光普照之意，修行到后期更可将气劲运于全身，金刚护体，即便被打中，对手也会受到极大损伤，可谓常立于不败之地。\\\n　　少林为阳性内功，少林武学以棍类为武器，分为两条线路：输出路线“易筋经”；和防御路线“洗髓经”。\\\n上手难度：中上，操作较复杂。\\\n团队定位：能群拉怪，能保护治疗，能输出第一，能控场。\\\n优势：高血量，高内功防御，群体拉怪。" font=162</text>	
12	11	2			内功：易筋经	<text>text="　　做为近战攻击路线，一对一并非易筋路线最佳的战场，他们更适合在群战中发挥优势，攻守之间的玩法多变，操控需得有一定技巧。\\\n　　装备倾向：体质、元气、阳性内功攻击、阳性内功命中、阳性内功会心。\\\n　　单挑切磋：★★★★\\\n　　团队作战：★★★★\\\n　　升级练级：★★★★★\\\n　　秘境需求：★★★★\\\n　　操作难度：★★★★\\\n" font=162</text>	
12	11	3			内功：洗髓经	<text>text="　　洗髓路线具有所有门派中最强大的内功防御力，还可同时吸引众多目标的仇恨，一夫当关，万夫莫开。\\\n　　装备倾向：体质、内功防御、外功防御、阳性内功命中。\\\n　　单挑切磋：★★★\\\n　　团队作战：★★★★\\\n　　升级练级：★★★\\\n　　秘境需求：★★★★★\\\n　　操作难度：★★★★" font=162</text>	
12	12	0		七秀武学		<text>text="　　七秀作为纯女性门派，招式华丽而不繁琐，曼华绝伦的舞姿当中暗藏种种玄机，或者弱敌于无形之处，或者助友于转瞬之间，眼花缭乱让人防不胜防，常常能在出人意料之时决定战局的倾覆。\\\n　　七秀为阴性内功，七秀武学以双兵类为武器，分为两条线路：输出路线“冰心决”；和治疗辅助路线“云裳心经”。\\\n　　上手难度：中下。掌握了名动四方（剑舞）的操作后，操作就比较简单了。\\\n　　团队定位：治疗、输出双面手，可协助控场。\\\n　　优势：高生存能力，高治疗能力。" font=162</text>	
12	12	2			内功：冰心诀	<text>text="　　拥有最强闪躲效果，并有减伤招式的冰心七秀，虽防御不高却常令对手束手无策，瞬发招式需配合灵巧身法，强大的瞬间爆发力往往可在关键时刻逆转战局。\\\n　　装备倾向：元气、阴性内功攻击、阴性内功命中、阴性内功会心。\\\n　　单挑切磋：★★★★\\\n　　团队作战：★★★★\\\n　　升级练级：★★★★★\\\n　　秘境需求：★★★\\\n　　操作难度：★★★★\\\n" font=162</text>	
12	12	3			内功：云裳心经	<text>text="　　云裳七秀具有最为强大的治疗能力，招式多为瞬发，拥有群体治疗招式，并能在战斗中救治重伤队友，能够拯救团队于一刻之间，是团队中最受欢迎的队友之一。\\\n　　装备倾向：体质、治疗成效、阴性内功会心。\\\n　　单挑切磋：★★★\\\n　　团队作战：★★★★★\\\n　　升级练级：★★\\\n　　秘境需求：★★★★★\\\n　　操作难度：★★\\\n" font=162</text>	
12	13	0		万花武学		<text>text="　　万花武学最精妙之处乃是点穴截脉，可控人生死于一线。通过将精湛医术与点穴手法结合起来，既可为伙伴疗伤续命，稳定战局，也可挺身而出，用精妙手法制敌控场，实乃掌控全局第一武学。\\\n　　万花为混元内功，万花武学以笔类为武器，分为两条线路：输出路线“花间游”；和治疗辅助路线“离经易道”。\\\n　　上手难度：中。招式多为长时间释放，需要同时配合控制技巧。\\\n　　团队定位：强大的输出，辅助控场，并能在战斗后救治重伤的队友，节省时间。\\\n　　优势：持续治疗输出，减速。" font=162</text>	
12	13	2			内功：花间游	<text>text="　　花间万花是较为操控的一条路线，飘逸的身法，灵巧的走位，娴熟的控场和反控场，持续并有爆发力的攻击令花间万花达到以柔克刚的极致。\\\n　　装备倾向：元气、混元性内功攻击、混元性内功命中、混元性内功会心。\\\n　　单挑切磋：★★★★\\\n　　团队作战：★★★★\\\n　　升级练级：★★★\\\n　　秘境需求：★★★\\\n　　操作难度：★★★★\\\n" font=162</text>	
12	13	3			内功：离经易道	<text>text="　　复杂多变的治疗手段，高内力回复，使离经万花更容易面对多人复杂的局面。减速和减伤，能使离经万花在移动中进行持续治疗和控制。\\\n　　装备倾向：根骨、治疗成效、混元性内功会心。\\\n　　单挑切磋：★★★\\\n　　团队作战：★★★\\\n　　升级练级：★★★\\\n　　秘境需求：★★\\\n　　操作难度：★★★★\\\n" font=162</text>	
12	14	0		天策武学		<text>text="　　天策武学不同于其他武林门派，天策武功往往直接由战争中的技击演化而来，实用性极强，招招致命，没有一丁点花哨之处。再配合天策府独有的马上战斗，进退自如，威力惊人，霸道无比。\\\n　　天策为外功系，天策武学以长兵类为武器，分为两条线路：输出路线“傲血战意”；和外功防御路线“铁牢律”。\\\n　　上手难度：中\\\n　　团队定位：既可站在团队前端保护队友，也可和队友配合进行高输出。\\\n　　优势：唯一能在马上战斗的门派，生存能力强，单体仇恨稳定。" font=162</text>	
12	14	2			内功：傲血战意	<text>text="　　无论攻防，皆乃外功系王者，加以五大门派中独有的马上战斗，攻防转换之余进退自如，危急时刻的搏命一击更是成为其他门派的噩梦，东都之狼，名副其实。\\\n　　装备倾向：力道、外功攻击、外功命中、外功会心。\\\n　　单挑切磋：★★★★\\\n　　团队作战：★★★★\\\n　　升级练级：★★★★★\\\n　　秘境需求：★★★★\\\n　　操作难度：★★★★" font=162</text>	
